dz_2001,total,house,nonhouse
S01001089,929,796,133
S01001090,938,379,559
S01001091,638,138,500
S01001092,920,206,714
S01001093,846,257,589
S01001094,951,755,196
S01001095,705,120,585
S01001096,884,212,672
S01001097,637,486,151
S01001098,699,540,159
S01001099,860,68,792
S01001100,905,104,801
S01001101,980,36,944
S01001102,261,5,256
S01001103,854,547,307
S01001104,702,111,591
S01001105,850,805,45
S01001106,743,707,36
S01001107,987,142,845
S01001108,644,23,621
S01001109,816,54,762
S01001110,820,190,630
S01001111,963,175,788
S01001112,787,242,545
S01001113,982,286,696
S01001114,902,61,841
S01001115,811,61,750
S01001116,483,336,147
S01001117,514,158,356
S01001118,633,408,225
S01001119,935,247,688
S01001120,653,333,320
S01001121,783,288,495
S01001122,561,72,489
S01001123,906,555,351
S01001124,641,343,298
S01001125,402,158,244
S01001126,923,825,98
S01001127,805,278,527
S01001128,737,733,4
S01001129,956,350,606
S01001130,836,261,575
S01001131,512,207,305
S01001132,735,400,335
S01001133,906,262,644
S01001134,982,722,260
S01001135,403,40,363
S01001136,760,217,543
S01001137,769,176,593
S01001138,913,37,876
S01001139,729,435,294
S01001140,972,243,729
S01001141,452,106,346
S01001142,921,638,283
S01001143,739,596,143
S01001144,674,292,382
S01001145,598,201,397
S01001146,916,904,12
S01001147,664,10,654
S01001148,711,620,91
S01001149,673,353,320
S01001150,726,228,498
S01001151,559,117,442
S01001152,977,313,664
S01001153,740,592,148
S01001154,761,664,97
S01001155,627,480,147
S01001156,772,90,682
S01001157,862,835,27
S01001158,573,330,243
S01001159,721,483,238
S01001160,593,243,350
S01001161,582,392,190
S01001162,865,731,134
S01001163,675,164,511
S01001164,589,103,486
S01001165,781,255,526
S01001166,284,89,195
S01001167,902,856,46
S01001168,675,20,655
S01001169,960,254,706
S01001170,829,272,557
S01001171,634,349,285
S01001172,663,132,531
S01001173,892,357,535
S01001174,618,58,560
S01001175,890,403,487
S01001176,735,614,121
S01001177,707,212,495
S01001178,862,408,454
S01001179,982,976,6
S01001180,713,66,647
S01001181,894,889,5
S01001182,908,463,445
S01001183,874,90,784
S01001184,907,718,189
S01001185,583,572,11
S01001186,818,810,8
S01001187,914,535,379
S01001188,784,28,756
S01001189,984,612,372
S01001190,731,704,27
S01001191,669,304,365
S01001192,997,86,911
S01001193,865,792,73
S01001194,934,888,46
S01001195,971,756,215
S01001196,981,67,914
S01001197,545,352,193
S01001198,695,536,159
S01001199,976,696,280
S01001200,866,543,323
S01001201,660,250,410
S01001202,605,467,138
S01001203,795,378,417
S01001204,830,826,4
S01001205,767,484,283
S01001206,747,173,574
S01001207,852,829,23
S01001208,626,352,274
S01001209,600,586,14
S01001210,866,603,263
S01001211,957,637,320
S01001212,595,208,387
S01001213,900,577,323
S01001214,723,178,545
S01001215,805,720,85
S01001216,963,644,319
S01001217,922,787,135
S01001218,759,669,90
S01001219,556,550,6
S01001220,546,414,132
S01001221,536,480,56
S01001222,747,326,421
S01001223,782,719,63
S01001224,938,776,162
S01001225,974,958,16
S01001226,483,175,308
S01001227,752,706,46
S01001228,806,718,88
S01001229,762,647,115
S01001230,786,500,286
S01001231,736,569,167
S01001232,637,604,33
S01001233,991,416,575
S01001234,397,142,255
S01001235,851,846,5
S01001236,933,844,89
S01001237,575,391,184
S01001238,715,330,385
S01001239,557,175,382
S01001240,810,793,17
S01001241,793,426,367
S01001242,919,843,76
S01001243,252,176,76
S01001244,700,475,225
S01001245,813,808,5
S01001246,975,859,116
S01001247,659,588,71
S01001248,876,838,38
S01001249,700,598,102
S01001250,974,967,7
S01001251,721,349,372
S01001252,642,474,168
S01001253,674,286,388
S01001254,702,656,46
S01001255,947,931,16
S01001256,747,680,67
S01001257,805,755,50
S01001258,538,467,71
S01001259,785,728,57
S01001260,659,98,561
S01001261,933,382,551
S01001262,876,864,12
S01001263,511,503,8
S01001264,511,482,29
S01001265,594,591,3
S01001266,766,672,94
S01001267,988,734,254
S01001268,764,753,11
S01001269,507,504,3
S01001270,817,766,51
S01001271,748,541,207
S01001272,666,472,194
S01001273,701,373,328
S01001274,734,723,11
S01001275,632,473,159
S01001276,508,496,12
S01001277,685,580,105
S01001278,503,447,56
S01001279,729,714,15
S01001280,608,555,53
S01001281,835,510,325
S01001282,735,525,210
S01001283,491,476,15
S01001284,790,738,52
S01001285,644,509,135
S01001286,528,508,20
S01001287,901,876,25
S01001288,922,829,93
S01001289,629,528,101
S01001290,549,467,82
S01001291,421,415,6
S01001292,948,577,371
S01001293,787,602,185
S01001294,769,659,110
S01001295,905,692,213
S01001296,694,283,411
S01001297,790,716,74
S01001298,867,608,259
S01001299,916,756,160
S01001300,980,919,61
S01001301,632,608,24
S01001302,694,645,49
S01001303,580,578,2
S01001304,722,704,18
S01001305,693,549,144
S01001306,701,662,39
S01001307,879,805,74
S01001308,988,954,34
S01001309,679,501,178
S01001310,747,538,209
S01001311,606,596,10
S01001312,770,463,307
S01001313,673,446,227
S01001314,724,567,157
S01001315,941,924,17
S01001316,981,957,24
S01001317,932,888,44
S01001318,553,445,108
S01001319,649,458,191
S01001320,935,514,421
S01001321,545,534,11
S01001322,783,746,37
S01001323,623,522,101
S01001324,946,565,381
S01001325,731,672,59
S01001326,985,854,131
S01001327,775,644,131
S01001328,823,731,92
S01001329,603,385,218
S01001330,979,979,0
S01001331,869,655,214
S01001332,908,740,168
S01001333,843,309,534
S01001334,881,862,19
S01001335,985,706,279
S01001336,920,855,65
S01001337,772,710,62
S01001338,814,542,272
S01001339,677,499,178
S01001340,766,751,15
S01001341,829,387,442
S01001342,852,679,173
S01001343,990,759,231
S01001344,833,713,120
S01001345,595,256,339
S01001346,694,574,120
S01001347,770,753,17
S01001348,730,593,137
S01001349,719,689,30
S01001350,730,507,223
S01001351,504,300,204
S01001352,873,772,101
S01001353,679,668,11
S01001354,779,530,249
S01001355,766,645,121
S01001356,635,486,149
S01001357,658,245,413
S01001358,873,661,212
S01001359,710,579,131
S01001360,854,623,231
S01001361,558,431,127
S01001362,622,619,3
S01001363,595,67,528
S01001364,880,576,304
S01001365,644,552,92
S01001366,951,930,21
S01001367,696,505,191
S01001368,1005,967,38
S01001369,960,733,227
S01001370,723,562,161
S01001371,552,259,293
S01001372,773,760,13
S01001373,557,410,147
S01001374,601,556,45
S01001375,674,667,7
S01001376,712,198,514
S01001377,805,505,300
S01001378,600,436,164
S01001379,998,731,267
S01001380,825,255,570
S01001381,858,772,86
S01001382,567,121,446
S01001383,662,413,249
S01001384,950,699,251
S01001385,785,278,507
S01001386,872,531,341
S01001387,860,853,7
S01001388,910,549,361
S01001389,510,476,34
S01001390,854,824,30
S01001391,828,817,11
S01001392,520,397,123
S01001393,536,435,101
S01001394,545,314,231
S01001395,964,880,84
S01001396,747,640,107
S01001397,827,705,122
S01001398,916,900,16
S01001399,902,749,153
S01001400,927,838,89
S01001401,699,640,59
S01001402,928,923,5
S01001403,990,988,2
S01001404,610,609,1
S01001405,863,850,13
S01001406,607,589,18
S01001407,845,733,112
S01001408,848,626,222
S01001409,899,878,21
S01001410,976,938,38
S01001411,578,567,11
S01001412,946,816,130
S01001413,763,747,16
S01001414,668,360,308
S01001415,796,351,445
S01001416,685,634,51
S01001417,1034,1033,1
S01001418,944,860,84
S01001419,746,744,2
S01001420,596,570,26
S01001421,839,741,98
S01001422,549,545,4
S01001423,808,634,174
S01001424,1085,825,260
S01001425,980,775,205
S01001426,733,668,65
S01001427,930,920,10
S01001428,1014,770,244
S01001429,616,294,322
S01001430,985,862,123
S01001431,1027,1027,0
S01001432,731,710,21
S01001433,917,912,5
S01001434,974,899,75
S01001435,1007,1001,6
S01001436,986,976,10
S01001437,894,874,20
S01001438,620,617,3
S01001439,784,773,11
S01001440,980,972,8
S01001441,829,786,43
S01001442,744,744,0
S01001443,954,939,15
S01001444,1015,956,59
S01001445,749,733,16
S01001446,912,909,3
S01001447,795,684,111
S01001448,714,675,39
S01001449,602,555,47
S01001450,805,780,25
S01001451,702,675,27
S01001452,797,775,22
S01001453,886,883,3
S01001454,963,950,13
S01001455,798,726,72
S01001456,626,387,239
S01001457,930,853,77
S01001458,974,902,72
S01001459,918,918,0
S01001460,706,701,5
S01001461,915,914,1
S01001462,914,752,162
S01001463,510,507,3
S01001464,917,823,94
S01001465,640,562,78
S01001466,775,770,5
S01001467,898,894,4
S01001468,653,645,8
S01001469,832,737,95
S01001470,1009,974,35
S01001471,735,577,158
S01001472,876,858,18
S01001473,766,507,259
S01001474,950,896,54
S01001475,579,491,88
S01001476,1059,1028,31
S01001477,1060,1055,5
S01001478,695,678,17
S01001479,643,466,177
S01001480,532,532,0
S01001481,998,938,60
S01001482,772,470,302
S01001483,906,899,7
S01001484,855,847,8
S01001485,731,714,17
S01001486,772,670,102
S01001487,678,601,77
S01001488,941,930,11
S01001489,705,600,105
S01001490,881,456,425
S01001491,902,900,2
S01001492,988,735,253
S01001493,841,791,50
S01001494,892,644,248
S01001495,612,558,54
S01001496,910,791,119
S01001497,762,358,404
S01001498,770,765,5
S01001499,1038,919,119
S01001500,733,405,328
S01001501,834,810,24
S01001502,912,904,8
S01001503,911,907,4
S01001504,932,606,326
S01001505,1013,994,19
S01001506,591,242,349
S01001507,962,882,80
S01001508,1005,996,9
S01001509,941,737,204
S01001510,594,315,279
S01001511,624,621,3
S01001512,761,574,187
S01001513,868,287,581
S01001514,836,745,91
S01001515,729,710,19
S01001516,691,576,115
S01001517,873,388,485
S01001518,1014,835,179
S01001519,955,760,195
S01001520,712,605,107
S01001521,1025,781,244
S01001522,995,857,138
S01001523,801,731,70
S01001524,963,689,274
S01001525,844,835,9
S01001526,645,595,50
S01001527,863,702,161
S01001528,1014,1002,12
S01001529,661,444,217
S01001530,883,796,87
S01001531,898,596,302
S01001532,587,427,160
S01001533,848,842,6
S01001534,705,695,10
S01001535,851,765,86
S01001536,842,663,179
S01001537,619,371,248
S01001538,892,870,22
S01001539,814,741,73
S01001540,838,818,20
S01001541,878,810,68
S01001542,740,714,26
S01001543,762,688,74
S01001544,949,795,154
S01001545,799,755,44
S01001546,935,613,322
S01001547,878,693,185
S01001548,700,661,39
S01001549,895,745,150
S01001550,657,657,0
S01001551,832,818,14
S01001552,862,826,36
S01001553,791,759,32
S01001554,993,953,40
S01001555,781,609,172
S01001556,925,783,142
S01001557,997,967,30
S01001558,829,826,3
S01001559,514,503,11
S01001560,669,370,299
S01001561,731,700,31
S01001562,664,653,11
S01001563,605,566,39
S01001564,582,574,8
S01001565,774,451,323
S01001566,672,660,12
S01001567,962,936,26
S01001568,675,412,263
S01001569,536,521,15
S01001570,539,539,0
S01001571,752,540,212
S01001572,581,543,38
S01001573,658,636,22
S01001574,897,743,154
S01001575,780,461,319
S01001576,589,510,79
S01001577,776,755,21
S01001578,689,675,14
S01001579,789,605,184
S01001580,601,412,189
S01001581,729,682,47
S01001582,610,557,53
S01001583,484,431,53
S01001584,769,392,377
S01001585,875,219,656
S01001586,518,506,12
S01001587,823,685,138
S01001588,782,552,230
S01001589,784,693,91
S01001590,766,426,340
S01001591,628,429,199
S01001592,768,381,387
S01001593,788,475,313
S01001594,783,192,591
S01001595,733,279,454
S01001596,763,541,222
S01001597,600,207,393
S01001598,637,598,39
S01001599,887,233,654
S01001600,1023,178,845
S01001601,783,762,21
S01001602,449,332,117
S01001603,821,651,170
S01001604,682,620,62
S01001605,607,587,20
S01001606,525,248,277
S01001607,928,728,200
S01001608,900,773,127
S01001609,942,925,17
S01001610,564,388,176
S01001611,777,762,15
S01001612,843,766,77
S01001613,861,822,39
S01001614,604,332,272
S01001615,774,633,141
S01001616,587,582,5
S01001617,714,636,78
S01001618,902,735,167
S01001619,723,641,82
S01001620,810,732,78
S01001621,763,751,12
S01001622,907,551,356
S01001623,715,664,51
S01001624,1000,879,121
S01001625,756,523,233
S01001626,806,772,34
S01001627,715,644,71
S01001628,585,574,11
S01001629,615,503,112
S01001630,548,187,361
S01001631,878,648,230
S01001632,619,616,3
S01001633,941,919,22
S01001634,834,824,10
S01001635,742,676,66
S01001636,575,571,4
S01001637,741,641,100
S01001638,880,592,288
S01001639,672,556,116
S01001640,689,679,10
S01001641,612,601,11
S01001642,950,925,25
S01001643,762,651,111
S01001644,765,737,28
S01001645,878,532,346
S01001646,581,568,13
S01001647,655,553,102
S01001648,757,685,72
S01001649,759,457,302
S01001650,807,650,157
S01001651,908,583,325
S01001652,816,802,14
S01001653,669,324,345
S01001654,601,587,14
S01001655,605,527,78
S01001656,932,774,158
S01001657,512,506,6
S01001658,925,769,156
S01001659,645,609,36
S01001660,652,597,55
S01001661,648,618,30
S01001662,769,638,131
S01001663,782,708,74
S01001664,543,500,43
S01001665,761,625,136
S01001666,612,342,270
S01001667,743,457,286
S01001668,632,376,256
S01001669,636,209,427
S01001670,689,615,74
S01001671,568,563,5
S01001672,589,489,100
S01001673,666,628,38
S01001674,711,614,97
S01001675,677,573,104
S01001676,894,836,58
S01001677,835,778,57
S01001678,942,902,40
S01001679,696,553,143
S01001680,601,552,49
S01001681,649,644,5
S01001682,522,498,24
S01001683,736,514,222
S01001684,575,569,6
S01001685,680,462,218
S01001686,929,855,74
S01001687,992,638,354
S01001688,838,764,74
S01001689,727,698,29
S01001690,545,485,60
S01001691,819,778,41
S01001692,577,477,100
S01001693,770,764,6
S01001694,644,461,183
S01001695,744,617,127
S01001696,762,743,19
S01001697,807,773,34
S01001698,523,488,35
S01001699,666,666,0
S01001700,980,973,7
S01001701,859,682,177
S01001702,896,760,136
S01001703,757,731,26
S01001704,937,872,65
S01001705,590,588,2
S01001706,784,776,8
S01001707,693,455,238
S01001708,863,717,146
S01001709,605,542,63
S01001710,663,427,236
S01001711,765,760,5
S01001712,517,517,0
S01001713,957,948,9
S01001714,707,647,60
S01001715,960,954,6
S01001716,785,568,217
S01001717,776,768,8
S01001718,505,451,54
S01001719,795,786,9
S01001720,690,675,15
S01001721,567,391,176
S01001722,754,662,92
S01001723,709,642,67
S01001724,732,439,293
S01001725,715,575,140
S01001726,662,654,8
S01001727,880,835,45
S01001728,672,668,4
S01001729,970,967,3
S01001730,630,626,4
S01001731,635,630,5
S01001732,596,550,46
S01001733,708,656,52
S01001734,527,525,2
S01001735,506,488,18
S01001736,998,876,122
S01001737,614,609,5
S01001738,619,612,7
S01001739,628,620,8
S01001740,788,686,102
S01001741,650,573,77
S01001742,707,538,169
S01001743,911,664,247
S01001744,616,609,7
S01001745,830,823,7
S01001746,958,888,70
S01001747,874,809,65
S01001748,640,637,3
S01001749,761,459,302
S01001750,731,605,126
S01001751,914,566,348
S01001752,994,991,3
S01001753,851,611,240
S01001754,820,777,43
S01001755,906,825,81
S01001756,625,419,206
S01001757,762,576,186
S01001758,766,541,225
S01001759,609,114,495
S01001760,695,507,188
S01001761,662,236,426
S01001762,987,708,279
S01001763,840,834,6
S01001764,530,515,15
S01001765,963,671,292
S01001766,696,597,99
S01001767,628,575,53
S01001768,617,502,115
S01001769,718,508,210
S01001770,542,185,357
S01001771,804,692,112
S01001772,516,352,164
S01001773,956,563,393
S01001774,623,591,32
S01001775,751,623,128
S01001776,613,331,282
S01001777,914,849,65
S01001778,864,558,306
S01001779,538,386,152
S01001780,807,593,214
S01001781,669,635,34
S01001782,936,878,58
S01001783,638,518,120
S01001784,587,515,72
S01001785,679,659,20
S01001786,569,529,40
S01001787,642,641,1
S01001788,874,851,23
S01001789,531,444,87
S01001790,762,557,205
S01001791,748,628,120
S01001792,733,671,62
S01001793,842,569,273
S01001794,924,891,33
S01001795,568,462,106
S01001796,813,808,5
S01001797,701,579,122
S01001798,909,900,9
S01001799,1002,910,92
S01001800,999,993,6
S01001801,911,888,23
S01001802,819,725,94
S01001803,1003,964,39
S01001804,1076,950,126
S01001805,784,769,15
S01001806,644,576,68
S01001807,844,816,28
S01001808,625,601,24
S01001809,748,154,594
S01001810,947,861,86
S01001811,716,706,10
S01001812,566,559,7
S01001813,715,707,8
S01001814,753,708,45
S01001815,879,796,83
S01001816,1076,1017,59
S01001817,694,623,71
S01001818,767,723,44
S01001819,1032,956,76
S01001820,800,454,346
S01001821,524,501,23
S01001822,999,757,242
S01001823,746,356,390
S01001824,780,664,116
S01001825,815,714,101
S01001826,571,191,380
S01001827,886,408,478
S01001828,791,772,19
S01001829,705,410,295
S01001830,936,925,11
S01001831,765,480,285
S01001832,677,617,60
S01001833,969,888,81
S01001834,576,500,76
S01001835,645,561,84
S01001836,716,610,106
S01001837,938,764,174
S01001838,583,557,26
S01001839,921,526,395
S01001840,736,681,55
S01001841,740,294,446
S01001842,758,705,53
S01001843,755,68,687
S01001844,1091,1076,15
S01001845,848,836,12
S01001846,943,926,17
S01001847,799,572,227
S01001848,788,200,588
S01001849,616,555,61
S01001850,784,310,474
S01001851,752,699,53
S01001852,808,804,4
S01001853,776,761,15
S01001854,961,644,317
S01001855,756,658,98
S01001856,588,232,356
S01001857,802,619,183
S01001858,791,699,92
S01001859,966,903,63
S01001860,806,772,34
S01001861,890,160,730
S01001862,909,903,6
S01001863,916,891,25
S01001864,862,327,535
S01001865,707,149,558
S01001866,704,613,91
S01001867,548,463,85
S01001868,673,606,67
S01001869,845,683,162
S01001870,733,424,309
S01001871,860,408,452
S01001872,737,583,154
S01001873,745,685,60
S01001874,720,82,638
S01001875,880,870,10
S01001876,1055,705,350
S01001877,986,634,352
S01001878,953,826,127
S01001879,676,12,664
S01001880,745,105,640
S01001881,674,668,6
S01001882,771,730,41
S01001883,569,384,185
S01001884,998,597,401
S01001885,1058,1044,14
S01001886,548,232,316
S01001887,795,717,78
S01001888,907,811,96
S01001889,577,501,76
S01001890,927,601,326
S01001891,665,460,205
S01001892,769,19,750
S01001893,939,32,907
S01001894,739,116,623
S01001895,756,455,301
S01001896,844,602,242
S01001897,884,135,749
S01001898,590,60,530
S01001899,796,380,416
S01001900,783,540,243
S01001901,924,631,293
S01001902,902,463,439
S01001903,588,353,235
S01001904,637,225,412
S01001905,920,529,391
S01001906,406,282,124
S01001907,794,650,144
S01001908,830,605,225
S01001909,669,85,584
S01001910,766,390,376
S01001911,760,533,227
S01001912,793,391,402
S01001913,983,767,216
S01001914,584,488,96
S01001915,845,729,116
S01001916,815,96,719
S01001917,650,436,214
S01001918,866,55,811
S01001919,908,356,552
S01001920,720,453,267
S01001921,602,391,211
S01001922,782,696,86
S01001923,341,282,59
S01001924,729,381,348
S01001925,794,535,259
S01001926,644,314,330
S01001927,860,433,427
S01001928,780,89,691
S01001929,754,464,290
S01001930,772,78,694
S01001931,754,460,294
S01001932,983,872,111
S01001933,866,665,201
S01001934,793,250,543
S01001935,720,339,381
S01001936,945,411,534
S01001937,900,602,298
S01001938,557,92,465
S01001939,475,40,435
S01001940,740,367,373
S01001941,816,419,397
S01001942,562,47,515
S01001943,621,401,220
S01001944,561,266,295
S01001945,682,274,408
S01001946,838,170,668
S01001947,770,306,464
S01001948,766,511,255
S01001949,724,358,366
S01001950,907,153,754
S01001951,776,365,411
S01001952,764,389,375
S01001953,789,193,596
S01001954,447,236,211
S01001955,800,363,437
S01001956,789,695,94
S01001957,292,60,232
S01001958,876,214,662
S01001959,624,607,17
S01001960,879,405,474
S01001961,949,415,534
S01001962,833,684,149
S01001963,766,84,682
S01001964,778,534,244
S01001965,822,311,511
S01001966,767,104,663
S01001967,675,39,636
S01001968,771,169,602
S01001969,648,264,384
S01001970,573,362,211
S01001971,774,172,602
S01001972,765,355,410
S01001973,704,367,337
S01001974,768,135,633
S01001975,845,263,582
S01001976,753,205,548
S01001977,748,124,624
S01001978,727,420,307
S01001979,571,128,443
S01001980,685,112,573
S01001981,724,216,508
S01001982,302,156,146
S01001983,743,161,582
S01001984,524,47,477
S01001985,777,314,463
S01001986,622,25,597
S01001987,825,59,766
S01001988,794,350,444
S01001989,879,781,98
S01001990,989,82,907
S01001991,792,274,518
S01001992,832,395,437
S01001993,756,196,560
S01001994,845,214,631
S01001995,687,494,193
S01001996,867,42,825
S01001997,744,245,499
S01001998,716,227,489
S01001999,748,35,713
S01002000,762,536,226
S01002001,766,82,684
S01002002,738,28,710
S01002003,826,746,80
S01002004,799,149,650
S01002005,796,131,665
S01002006,938,887,51
S01002007,934,16,918
S01002008,863,152,711
S01002009,799,204,595
S01002010,514,1,513
S01002011,1088,943,145
S01002012,778,34,744
S01002013,796,284,512
S01002014,774,71,703
S01002015,878,864,14
S01002016,550,66,484
S01002017,1042,778,264
S01002018,832,818,14
S01002019,788,31,757
S01002020,431,3,428
S01002021,965,273,692
S01002022,765,731,34
S01002023,760,80,680
S01002024,739,193,546
S01002025,828,11,817
S01002026,680,599,81
S01002027,1047,20,1027
S01002028,857,144,713
S01002029,756,11,745
S01002030,771,22,749
S01002031,659,63,596
S01002032,711,61,650
S01002033,753,47,706
S01002034,717,35,682
S01002035,772,500,272
S01002036,825,24,801
S01002037,680,44,636
S01002038,580,15,565
S01002039,636,398,238
S01002040,532,11,521
S01002041,875,124,751
S01002042,934,525,409
S01002043,784,450,334
S01002044,703,137,566
S01002045,760,509,251
S01002046,573,17,556
S01002047,699,99,600
S01002048,866,21,845
S01002049,1096,31,1065
S01002050,705,668,37
S01002051,818,580,238
S01002052,752,16,736
S01002053,760,12,748
S01002054,595,26,569
S01002055,852,845,7
S01002056,942,594,348
S01002057,858,698,160
S01002058,668,21,647
S01002059,711,42,669
S01002060,742,3,739
S01002061,663,23,640
S01002062,625,249,376
S01002063,982,96,886
S01002064,803,24,779
S01002065,764,44,720
S01002066,688,12,676
S01002067,809,411,398
S01002068,896,17,879
S01002069,571,380,191
S01002070,662,77,585
S01002071,605,36,569
S01002072,1099,736,363
S01002073,634,29,605
S01002074,660,630,30
S01002075,876,96,780
S01002076,826,38,788
S01002077,839,753,86
S01002078,862,662,200
S01002079,750,60,690
S01002080,975,893,82
S01002081,697,151,546
S01002082,835,283,552
S01002083,544,272,272
S01002084,554,53,501
S01002085,654,7,647
S01002086,531,17,514
S01002087,935,35,900
S01002088,866,726,140
S01002089,989,793,196
S01002090,1071,878,193
S01002091,796,23,773
S01002092,842,655,187
S01002093,759,16,743
S01002094,738,307,431
S01002095,541,318,223
S01002096,832,768,64
S01002097,761,755,6
S01002098,705,569,136
S01002099,841,75,766
S01002100,596,303,293
S01002101,900,73,827
S01002102,655,78,577
S01002103,744,673,71
S01002104,924,77,847
S01002105,986,740,246
S01002106,739,43,696
S01002107,546,477,69
S01002108,959,33,926
S01002109,866,32,834
S01002110,687,425,262
S01002111,1023,979,44
S01002112,1043,638,405
S01002113,762,732,30
S01002114,715,659,56
S01002115,1031,92,939
S01002116,761,306,455
S01002117,581,19,562
S01002118,849,39,810
S01002119,602,271,331
S01002120,762,650,112
S01002121,705,415,290
S01002122,881,619,262
S01002123,976,969,7
S01002124,759,687,72
S01002125,1008,436,572
S01002126,669,604,65
S01002127,728,387,341
S01002128,737,65,672
S01002129,740,76,664
S01002130,656,648,8
S01002131,627,25,602
S01002132,788,409,379
S01002133,1041,114,927
S01002134,618,591,27
S01002135,863,818,45
S01002136,637,209,428
S01002137,885,703,182
S01002138,628,281,347
S01002139,703,536,167
S01002140,906,111,795
S01002141,680,256,424
S01002142,1050,844,206
S01002143,763,510,253
S01002144,721,591,130
S01002145,961,161,800
S01002146,913,176,737
S01002147,965,588,377
S01002148,864,853,11
S01002149,1022,415,607
S01002150,689,293,396
S01002151,1035,76,959
S01002152,773,342,431
S01002153,540,430,110
S01002154,883,276,607
S01002155,1010,117,893
S01002156,754,79,675
S01002157,797,266,531
S01002158,771,60,711
S01002159,740,186,554
S01002160,790,30,760
S01002161,678,36,642
S01002162,1018,770,248
S01002163,1003,35,968
S01002164,854,802,52
S01002165,957,880,77
S01002166,796,101,695
S01002167,660,424,236
S01002168,1005,103,902
S01002169,783,30,753
S01002170,832,539,293
