dz_2001,total,house,nonhouse
S01001089,883,782,101
S01001090,869,389,480
S01001091,579,149,430
S01001092,1015,285,730
S01001093,835,251,584
S01001094,882,670,212
S01001095,662,132,530
S01001096,939,222,717
S01001097,665,503,162
S01001098,638,500,138
S01001099,1453,347,1106
S01001100,963,114,849
S01001101,1316,36,1280
S01001102,351,9,342
S01001103,701,531,170
S01001104,800,168,632
S01001105,781,737,44
S01001106,906,807,99
S01001107,948,134,814
S01001108,1665,218,1447
S01001109,1220,264,956
S01001110,808,176,632
S01001111,1056,276,780
S01001112,761,241,520
S01001113,961,197,764
S01001114,907,52,855
S01001115,742,97,645
S01001116,528,370,158
S01001117,539,158,381
S01001118,522,365,157
S01001119,951,250,701
S01001120,649,302,347
S01001121,644,195,449
S01001122,644,94,550
S01001123,971,619,352
S01001124,624,340,284
S01001125,363,145,218
S01001126,845,733,112
S01001127,762,287,475
S01001128,644,618,26
S01001129,935,335,600
S01001130,762,252,510
S01001131,472,185,287
S01001132,695,389,306
S01001133,1062,407,655
S01001134,849,614,235
S01001135,342,89,253
S01001136,1007,267,740
S01001137,967,201,766
S01001138,1406,285,1121
S01001139,753,414,339
S01001140,924,179,745
S01001141,516,196,320
S01001142,899,622,277
S01001143,737,577,160
S01001144,711,322,389
S01001145,579,171,408
S01001146,778,751,27
S01001147,694,66,628
S01001148,708,595,113
S01001149,637,319,318
S01001150,770,265,505
S01001151,578,125,453
S01001152,928,252,676
S01001153,730,584,146
S01001154,738,645,93
S01001155,588,472,116
S01001156,772,81,691
S01001157,756,727,29
S01001158,591,312,279
S01001159,689,432,257
S01001160,545,200,345
S01001161,541,378,163
S01001162,821,667,154
S01001163,723,167,556
S01001164,629,154,475
S01001165,786,209,577
S01001166,274,83,191
S01001167,794,722,72
S01001168,764,33,731
S01001169,1075,419,656
S01001170,819,293,526
S01001171,583,317,266
S01001172,583,126,457
S01001173,934,425,509
S01001174,643,92,551
S01001175,903,482,421
S01001176,843,725,118
S01001177,883,267,616
S01001178,792,316,476
S01001179,914,901,13
S01001180,689,53,636
S01001181,840,818,22
S01001182,895,457,438
S01001183,840,108,732
S01001184,853,652,201
S01001185,532,509,23
S01001186,709,690,19
S01001187,917,516,401
S01001188,773,39,734
S01001189,964,578,386
S01001190,683,655,28
S01001191,667,308,359
S01001192,952,61,891
S01001193,827,745,82
S01001194,884,822,62
S01001195,939,719,220
S01001196,960,70,890
S01001197,535,362,173
S01001198,744,595,149
S01001199,884,722,162
S01001200,1087,736,351
S01001201,667,225,442
S01001202,629,464,165
S01001203,766,348,418
S01001204,734,721,13
S01001205,723,450,273
S01001206,730,187,543
S01001207,754,729,25
S01001208,573,365,208
S01001209,547,536,11
S01001210,877,590,287
S01001211,1013,644,369
S01001212,590,229,361
S01001213,833,547,286
S01001214,705,179,526
S01001215,727,609,118
S01001216,889,598,291
S01001217,1147,1018,129
S01001218,812,694,118
S01001219,740,702,38
S01001220,505,372,133
S01001221,1366,1236,130
S01001222,1019,857,162
S01001223,701,643,58
S01001224,913,791,122
S01001225,919,893,26
S01001226,486,242,244
S01001227,707,663,44
S01001228,734,649,85
S01001229,696,558,138
S01001230,782,557,225
S01001231,634,479,155
S01001232,2362,2318,44
S01001233,959,352,607
S01001234,492,420,72
S01001235,848,809,39
S01001236,883,774,109
S01001237,552,369,183
S01001238,522,282,240
S01001239,603,280,323
S01001240,763,738,25
S01001241,606,268,338
S01001242,899,837,62
S01001243,1165,1049,116
S01001244,838,611,227
S01001245,850,835,15
S01001246,954,830,124
S01001247,565,494,71
S01001248,795,754,41
S01001249,676,573,103
S01001250,879,862,17
S01001251,548,304,244
S01001252,567,411,156
S01001253,708,383,325
S01001254,674,661,13
S01001255,871,861,10
S01001256,701,642,59
S01001257,799,702,97
S01001258,624,576,48
S01001259,803,758,45
S01001260,895,404,491
S01001261,895,364,531
S01001262,856,851,5
S01001263,449,445,4
S01001264,1931,1833,98
S01001265,586,584,2
S01001266,753,661,92
S01001267,938,704,234
S01001268,669,654,15
S01001269,505,482,23
S01001270,669,617,52
S01001271,705,473,232
S01001272,639,444,195
S01001273,723,369,354
S01001274,764,745,19
S01001275,598,462,136
S01001276,607,597,10
S01001277,773,698,75
S01001278,382,332,50
S01001279,687,675,12
S01001280,536,498,38
S01001281,724,437,287
S01001282,752,555,197
S01001283,526,515,11
S01001284,1009,952,57
S01001285,656,519,137
S01001286,468,459,9
S01001287,793,767,26
S01001288,920,832,88
S01001289,705,597,108
S01001290,646,567,79
S01001291,401,385,16
S01001292,803,479,324
S01001293,757,598,159
S01001294,628,560,68
S01001295,810,598,212
S01001296,616,260,356
S01001297,835,764,71
S01001298,808,579,229
S01001299,811,678,133
S01001300,1484,1343,141
S01001301,549,547,2
S01001302,788,731,57
S01001303,615,591,24
S01001304,1318,1286,32
S01001305,737,542,195
S01001306,711,688,23
S01001307,1143,1063,80
S01001308,922,874,48
S01001309,644,462,182
S01001310,742,551,191
S01001311,639,610,29
S01001312,730,425,305
S01001313,867,637,230
S01001314,738,597,141
S01001315,1019,976,43
S01001316,883,855,28
S01001317,916,840,76
S01001318,542,437,105
S01001319,645,489,156
S01001320,867,462,405
S01001321,578,561,17
S01001322,787,740,47
S01001323,597,503,94
S01001324,1003,604,399
S01001325,738,667,71
S01001326,869,752,117
S01001327,791,629,162
S01001328,878,750,128
S01001329,576,361,215
S01001330,816,806,10
S01001331,840,640,200
S01001332,874,700,174
S01001333,784,274,510
S01001334,833,810,23
S01001335,927,649,278
S01001336,828,769,59
S01001337,760,669,91
S01001338,728,481,247
S01001339,755,625,130
S01001340,745,731,14
S01001341,809,363,446
S01001342,928,747,181
S01001343,938,692,246
S01001344,751,595,156
S01001345,617,318,299
S01001346,709,549,160
S01001347,728,705,23
S01001348,655,533,122
S01001349,792,768,24
S01001350,660,445,215
S01001351,449,270,179
S01001352,761,690,71
S01001353,1419,1383,36
S01001354,780,538,242
S01001355,756,634,122
S01001356,634,455,179
S01001357,703,257,446
S01001358,915,720,195
S01001359,695,562,133
S01001360,1168,967,201
S01001361,645,442,203
S01001362,547,535,12
S01001363,559,97,462
S01001364,850,558,292
S01001365,607,515,92
S01001366,879,841,38
S01001367,701,513,188
S01001368,1173,1131,42
S01001369,933,729,204
S01001370,829,591,238
S01001371,605,254,351
S01001372,685,663,22
S01001373,602,449,153
S01001374,514,503,11
S01001375,631,621,10
S01001376,760,209,551
S01001377,777,548,229
S01001378,622,412,210
S01001379,1026,781,245
S01001380,781,238,543
S01001381,825,739,86
S01001382,657,153,504
S01001383,563,356,207
S01001384,923,678,245
S01001385,776,240,536
S01001386,858,562,296
S01001387,909,889,20
S01001388,1430,1119,311
S01001389,484,475,9
S01001390,759,728,31
S01001391,722,705,17
S01001392,786,637,149
S01001393,506,415,91
S01001394,430,215,215
S01001395,928,884,44
S01001396,718,611,107
S01001397,781,689,92
S01001398,780,760,20
S01001399,858,711,147
S01001400,868,812,56
S01001401,656,601,55
S01001402,818,809,9
S01001403,1249,1247,2
S01001404,657,645,12
S01001405,1167,1147,20
S01001406,2581,2540,41
S01001407,788,688,100
S01001408,881,669,212
S01001409,890,873,17
S01001410,998,943,55
S01001411,617,607,10
S01001412,896,749,147
S01001413,890,814,76
S01001414,642,330,312
S01001415,803,328,475
S01001416,720,652,68
S01001417,923,856,67
S01001418,831,730,101
S01001419,779,754,25
S01001420,1185,1142,43
S01001421,1124,990,134
S01001422,722,699,23
S01001423,790,591,199
S01001424,1072,789,283
S01001425,1694,1408,286
S01001426,749,680,69
S01001427,881,869,12
S01001428,864,588,276
S01001429,610,205,405
S01001430,946,804,142
S01001431,940,934,6
S01001432,655,634,21
S01001433,816,811,5
S01001434,869,809,60
S01001435,1018,1009,9
S01001436,972,964,8
S01001437,891,789,102
S01001438,613,609,4
S01001439,750,746,4
S01001440,878,873,5
S01001441,790,741,49
S01001442,685,679,6
S01001443,932,910,22
S01001444,913,856,57
S01001445,702,677,25
S01001446,908,899,9
S01001447,1240,803,437
S01001448,744,640,104
S01001449,599,552,47
S01001450,809,777,32
S01001451,699,672,27
S01001452,820,800,20
S01001453,835,815,20
S01001454,914,898,16
S01001455,771,656,115
S01001456,624,402,222
S01001457,904,819,85
S01001458,917,832,85
S01001459,905,891,14
S01001460,653,646,7
S01001461,856,854,2
S01001462,831,687,144
S01001463,516,431,85
S01001464,881,760,121
S01001465,691,574,117
S01001466,727,718,9
S01001467,812,808,4
S01001468,667,664,3
S01001469,860,742,118
S01001470,937,918,19
S01001471,752,602,150
S01001472,800,786,14
S01001473,769,521,248
S01001474,882,854,28
S01001475,610,525,85
S01001476,993,984,9
S01001477,933,914,19
S01001478,662,638,24
S01001479,635,447,188
S01001480,489,483,6
S01001481,874,824,50
S01001482,701,409,292
S01001483,1049,1041,8
S01001484,829,815,14
S01001485,614,580,34
S01001486,755,636,119
S01001487,665,569,96
S01001488,872,867,5
S01001489,704,621,83
S01001490,955,494,461
S01001491,884,877,7
S01001492,899,674,225
S01001493,880,839,41
S01001494,891,622,269
S01001495,618,556,62
S01001496,936,808,128
S01001497,766,367,399
S01001498,678,662,16
S01001499,1091,983,108
S01001500,583,348,235
S01001501,858,824,34
S01001502,840,829,11
S01001503,802,792,10
S01001504,875,567,308
S01001505,1025,957,68
S01001506,602,245,357
S01001507,895,813,82
S01001508,903,893,10
S01001509,814,708,106
S01001510,630,334,296
S01001511,575,569,6
S01001512,852,676,176
S01001513,900,343,557
S01001514,747,652,95
S01001515,697,683,14
S01001516,704,582,122
S01001517,847,383,464
S01001518,1014,809,205
S01001519,959,769,190
S01001520,707,573,134
S01001521,977,730,247
S01001522,1057,908,149
S01001523,790,738,52
S01001524,941,700,241
S01001525,788,770,18
S01001526,627,578,49
S01001527,898,709,189
S01001528,973,927,46
S01001529,707,408,299
S01001530,761,665,96
S01001531,1105,771,334
S01001532,597,446,151
S01001533,962,898,64
S01001534,669,662,7
S01001535,853,780,73
S01001536,808,602,206
S01001537,499,329,170
S01001538,814,807,7
S01001539,795,717,78
S01001540,810,807,3
S01001541,828,750,78
S01001542,670,627,43
S01001543,746,657,89
S01001544,919,782,137
S01001545,715,679,36
S01001546,987,612,375
S01001547,942,744,198
S01001548,1035,993,42
S01001549,993,822,171
S01001550,789,786,3
S01001551,936,886,50
S01001552,864,772,92
S01001553,883,850,33
S01001554,992,956,36
S01001555,758,556,202
S01001556,845,701,144
S01001557,933,915,18
S01001558,829,802,27
S01001559,387,376,11
S01001560,650,337,313
S01001561,1322,1236,86
S01001562,2633,2360,273
S01001563,575,529,46
S01001564,557,543,14
S01001565,733,318,415
S01001566,664,654,10
S01001567,907,885,22
S01001568,727,458,269
S01001569,811,776,35
S01001570,512,498,14
S01001571,724,462,262
S01001572,532,480,52
S01001573,658,632,26
S01001574,877,705,172
S01001575,750,373,377
S01001576,597,518,79
S01001577,714,675,39
S01001578,756,691,65
S01001579,816,612,204
S01001580,565,378,187
S01001581,640,585,55
S01001582,711,638,73
S01001583,478,422,56
S01001584,776,286,490
S01001585,920,196,724
S01001586,473,452,21
S01001587,755,598,157
S01001588,796,555,241
S01001589,819,683,136
S01001590,642,316,326
S01001591,641,429,212
S01001592,796,415,381
S01001593,773,425,348
S01001594,798,179,619
S01001595,718,164,554
S01001596,790,546,244
S01001597,628,163,465
S01001598,678,595,83
S01001599,924,193,731
S01001600,1012,154,858
S01001601,1190,1131,59
S01001602,639,476,163
S01001603,933,647,286
S01001604,644,579,65
S01001605,760,747,13
S01001606,617,288,329
S01001607,2601,2134,467
S01001608,809,701,108
S01001609,901,886,15
S01001610,777,606,171
S01001611,1024,904,120
S01001612,825,755,70
S01001613,776,743,33
S01001614,642,355,287
S01001615,780,596,184
S01001616,754,739,15
S01001617,628,551,77
S01001618,939,780,159
S01001619,693,626,67
S01001620,875,737,138
S01001621,680,668,12
S01001622,838,520,318
S01001623,755,667,88
S01001624,973,850,123
S01001625,797,530,267
S01001626,725,684,41
S01001627,1394,1097,297
S01001628,618,592,26
S01001629,567,462,105
S01001630,556,194,362
S01001631,1415,1127,288
S01001632,583,578,5
S01001633,885,864,21
S01001634,1029,1006,23
S01001635,735,650,85
S01001636,515,509,6
S01001637,693,559,134
S01001638,887,582,305
S01001639,704,561,143
S01001640,648,639,9
S01001641,1566,1539,27
S01001642,900,881,19
S01001643,733,604,129
S01001644,1768,1614,154
S01001645,936,535,401
S01001646,612,603,9
S01001647,645,496,149
S01001648,724,645,79
S01001649,754,433,321
S01001650,737,606,131
S01001651,899,559,340
S01001652,774,724,50
S01001653,617,295,322
S01001654,936,918,18
S01001655,574,524,50
S01001656,1311,1067,244
S01001657,502,493,9
S01001658,1002,875,127
S01001659,706,625,81
S01001660,678,623,55
S01001661,808,782,26
S01001662,729,587,142
S01001663,841,736,105
S01001664,557,506,51
S01001665,808,616,192
S01001666,558,336,222
S01001667,785,489,296
S01001668,827,500,327
S01001669,664,225,439
S01001670,639,579,60
S01001671,516,506,10
S01001672,583,488,95
S01001673,662,620,42
S01001674,697,597,100
S01001675,706,588,118
S01001676,1223,1088,135
S01001677,844,797,47
S01001678,832,791,41
S01001679,890,742,148
S01001680,589,526,63
S01001681,674,667,7
S01001682,601,554,47
S01001683,734,524,210
S01001684,516,514,2
S01001685,763,551,212
S01001686,893,817,76
S01001687,980,632,348
S01001688,956,858,98
S01001689,674,625,49
S01001690,906,789,117
S01001691,848,819,29
S01001692,662,509,153
S01001693,876,854,22
S01001694,657,469,188
S01001695,761,615,146
S01001696,739,716,23
S01001697,853,758,95
S01001698,529,484,45
S01001699,700,696,4
S01001700,1023,1002,21
S01001701,897,730,167
S01001702,943,753,190
S01001703,822,773,49
S01001704,916,855,61
S01001705,629,620,9
S01001706,789,786,3
S01001707,727,442,285
S01001708,884,727,157
S01001709,602,531,71
S01001710,692,480,212
S01001711,790,783,7
S01001712,458,451,7
S01001713,871,857,14
S01001714,705,632,73
S01001715,883,873,10
S01001716,846,565,281
S01001717,808,805,3
S01001718,550,431,119
S01001719,795,792,3
S01001720,699,677,22
S01001721,731,525,206
S01001722,746,649,97
S01001723,872,692,180
S01001724,813,414,399
S01001725,779,605,174
S01001726,649,646,3
S01001727,1015,856,159
S01001728,649,649,0
S01001729,968,956,12
S01001730,650,642,8
S01001731,674,657,17
S01001732,571,534,37
S01001733,858,813,45
S01001734,530,524,6
S01001735,480,459,21
S01001736,1092,904,188
S01001737,609,588,21
S01001738,610,605,5
S01001739,637,630,7
S01001740,745,648,97
S01001741,651,554,97
S01001742,764,646,118
S01001743,990,666,324
S01001744,546,544,2
S01001745,795,786,9
S01001746,886,820,66
S01001747,857,776,81
S01001748,619,611,8
S01001749,739,369,370
S01001750,633,514,119
S01001751,963,611,352
S01001752,935,924,11
S01001753,799,543,256
S01001754,771,725,46
S01001755,1062,953,109
S01001756,621,441,180
S01001757,757,568,189
S01001758,785,559,226
S01001759,684,130,554
S01001760,797,567,230
S01001761,706,268,438
S01001762,966,677,289
S01001763,832,827,5
S01001764,531,508,23
S01001765,949,637,312
S01001766,651,567,84
S01001767,587,534,53
S01001768,604,503,101
S01001769,626,428,198
S01001770,566,190,376
S01001771,841,631,210
S01001772,522,358,164
S01001773,941,550,391
S01001774,667,633,34
S01001775,836,627,209
S01001776,624,311,313
S01001777,906,817,89
S01001778,834,436,398
S01001779,536,388,148
S01001780,832,625,207
S01001781,690,647,43
S01001782,968,843,125
S01001783,598,414,184
S01001784,589,513,76
S01001785,611,578,33
S01001786,589,530,59
S01001787,566,554,12
S01001788,791,758,33
S01001789,738,502,236
S01001790,692,475,217
S01001791,726,626,100
S01001792,684,600,84
S01001793,878,631,247
S01001794,948,874,74
S01001795,437,372,65
S01001796,835,815,20
S01001797,676,534,142
S01001798,806,789,17
S01001799,1090,876,214
S01001800,942,924,18
S01001801,1008,961,47
S01001802,835,709,126
S01001803,1010,970,40
S01001804,948,806,142
S01001805,699,681,18
S01001806,666,581,85
S01001807,841,820,21
S01001808,523,494,29
S01001809,1027,367,660
S01001810,876,775,101
S01001811,673,658,15
S01001812,898,822,76
S01001813,709,682,27
S01001814,723,673,50
S01001815,842,764,78
S01001816,1112,1035,77
S01001817,699,552,147
S01001818,752,707,45
S01001819,997,909,88
S01001820,778,449,329
S01001821,541,492,49
S01001822,969,687,282
S01001823,914,612,302
S01001824,739,622,117
S01001825,798,686,112
S01001826,675,420,255
S01001827,805,319,486
S01001828,750,712,38
S01001829,708,431,277
S01001830,942,911,31
S01001831,724,458,266
S01001832,715,609,106
S01001833,1145,901,244
S01001834,587,479,108
S01001835,623,515,108
S01001836,836,650,186
S01001837,896,726,170
S01001838,674,608,66
S01001839,912,509,403
S01001840,701,645,56
S01001841,720,113,607
S01001842,727,645,82
S01001843,724,75,649
S01001844,955,937,18
S01001845,780,754,26
S01001846,886,850,36
S01001847,928,699,229
S01001848,748,215,533
S01001849,582,518,64
S01001850,726,98,628
S01001851,819,738,81
S01001852,766,752,14
S01001853,724,706,18
S01001854,1026,661,365
S01001855,801,646,155
S01001856,840,403,437
S01001857,672,540,132
S01001858,792,650,142
S01001859,1064,901,163
S01001860,781,749,32
S01001861,798,185,613
S01001862,801,762,39
S01001863,807,765,42
S01001864,1350,399,951
S01001865,699,135,564
S01001866,675,563,112
S01001867,744,667,77
S01001868,639,564,75
S01001869,820,574,246
S01001870,961,611,350
S01001871,1696,659,1037
S01001872,817,670,147
S01001873,741,659,82
S01001874,1137,133,1004
S01001875,902,859,43
S01001876,1020,644,376
S01001877,951,617,334
S01001878,1076,914,162
S01001879,640,40,600
S01001880,741,75,666
S01001881,755,645,110
S01001882,793,750,43
S01001883,532,355,177
S01001884,894,512,382
S01001885,1174,1092,82
S01001886,564,184,380
S01001887,830,717,113
S01001888,879,748,131
S01001889,542,465,77
S01001890,994,537,457
S01001891,713,364,349
S01001892,973,46,927
S01001893,1000,31,969
S01001894,805,130,675
S01001895,857,418,439
S01001896,809,559,250
S01001897,914,144,770
S01001898,616,44,572
S01001899,785,161,624
S01001900,754,435,319
S01001901,877,574,303
S01001902,919,475,444
S01001903,598,353,245
S01001904,598,203,395
S01001905,905,481,424
S01001906,700,480,220
S01001907,811,636,175
S01001908,754,542,212
S01001909,670,75,595
S01001910,744,163,581
S01001911,747,501,246
S01001912,742,171,571
S01001913,1015,706,309
S01001914,566,480,86
S01001915,904,729,175
S01001916,860,102,758
S01001917,695,443,252
S01001918,901,32,869
S01001919,850,128,722
S01001920,760,440,320
S01001921,607,376,231
S01001922,804,701,103
S01001923,577,434,143
S01001924,775,345,430
S01001925,776,521,255
S01001926,615,213,402
S01001927,900,436,464
S01001928,711,83,628
S01001929,994,405,589
S01001930,786,119,667
S01001931,728,374,354
S01001932,983,780,203
S01001933,847,574,273
S01001934,1523,217,1306
S01001935,859,350,509
S01001936,1149,446,703
S01001937,867,446,421
S01001938,581,105,476
S01001939,556,47,509
S01001940,807,408,399
S01001941,961,404,557
S01001942,571,52,519
S01001943,714,427,287
S01001944,683,307,376
S01001945,706,197,509
S01001946,858,135,723
S01001947,928,355,573
S01001948,862,455,407
S01001949,700,350,350
S01001950,893,110,783
S01001951,842,330,512
S01001952,763,350,413
S01001953,861,204,657
S01001954,440,229,211
S01001955,1137,266,871
S01001956,763,643,120
S01001957,494,202,292
S01001958,852,120,732
S01001959,562,536,26
S01001960,896,351,545
S01001961,1107,330,777
S01001962,905,591,314
S01001963,914,51,863
S01001964,737,484,253
S01001965,755,95,660
S01001966,1545,455,1090
S01001967,650,48,602
S01001968,788,157,631
S01001969,620,206,414
S01001970,628,381,247
S01001971,779,162,617
S01001972,711,284,427
S01001973,679,384,295
S01001974,824,173,651
S01001975,848,272,576
S01001976,812,145,667
S01001977,803,75,728
S01001978,1395,867,528
S01001979,679,145,534
S01001980,833,105,728
S01001981,863,257,606
S01001982,396,213,183
S01001983,702,149,553
S01001984,944,47,897
S01001985,764,170,594
S01001986,635,15,620
S01001987,829,55,774
S01001988,801,226,575
S01001989,880,762,118
S01001990,869,101,768
S01001991,834,174,660
S01001992,797,309,488
S01001993,727,169,558
S01001994,755,189,566
S01001995,653,463,190
S01001996,825,12,813
S01001997,793,134,659
S01001998,743,126,617
S01001999,739,27,712
S01002000,768,510,258
S01002001,786,45,741
S01002002,733,16,717
S01002003,850,693,157
S01002004,812,122,690
S01002005,773,51,722
S01002006,888,797,91
S01002007,956,15,941
S01002008,932,169,763
S01002009,831,176,655
S01002010,520,6,514
S01002011,1057,884,173
S01002012,825,80,745
S01002013,798,256,542
S01002014,846,92,754
S01002015,822,789,33
S01002016,589,63,526
S01002017,1038,710,328
S01002018,802,768,34
S01002019,815,18,797
S01002020,280,5,275
S01002021,1002,244,758
S01002022,984,919,65
S01002023,776,69,707
S01002024,702,166,536
S01002025,841,8,833
S01002026,663,563,100
S01002027,1135,25,1110
S01002028,752,134,618
S01002029,770,19,751
S01002030,731,14,717
S01002031,688,49,639
S01002032,769,58,711
S01002033,764,55,709
S01002034,779,30,749
S01002035,730,360,370
S01002036,891,17,874
S01002037,677,60,617
S01002038,517,8,509
S01002039,694,451,243
S01002040,610,13,597
S01002041,866,137,729
S01002042,958,508,450
S01002043,719,325,394
S01002044,635,124,511
S01002045,941,502,439
S01002046,567,16,551
S01002047,798,127,671
S01002048,757,22,735
S01002049,1121,24,1097
S01002050,734,656,78
S01002051,763,539,224
S01002052,875,25,850
S01002053,770,16,754
S01002054,557,49,508
S01002055,866,747,119
S01002056,907,388,519
S01002057,896,648,248
S01002058,761,16,745
S01002059,684,56,628
S01002060,751,12,739
S01002061,705,30,675
S01002062,554,227,327
S01002063,941,84,857
S01002064,1130,45,1085
S01002065,725,29,696
S01002066,1064,27,1037
S01002067,885,416,469
S01002068,937,13,924
S01002069,595,395,200
S01002070,658,53,605
S01002071,686,37,649
S01002072,1135,701,434
S01002073,644,7,637
S01002074,670,633,37
S01002075,917,107,810
S01002076,829,30,799
S01002077,783,676,107
S01002078,1068,795,273
S01002079,825,36,789
S01002080,996,867,129
S01002081,664,146,518
S01002082,848,266,582
S01002083,545,292,253
S01002084,796,41,755
S01002085,512,4,508
S01002086,597,14,583
S01002087,1053,32,1021
S01002088,934,676,258
S01002089,1014,771,243
S01002090,1057,906,151
S01002091,825,23,802
S01002092,907,672,235
S01002093,754,19,735
S01002094,713,291,422
S01002095,520,328,192
S01002096,1441,1223,218
S01002097,754,724,30
S01002098,720,533,187
S01002099,851,134,717
S01002100,564,323,241
S01002101,1048,51,997
S01002102,620,57,563
S01002103,616,545,71
S01002104,992,81,911
S01002105,879,723,156
S01002106,784,13,771
S01002107,507,448,59
S01002108,721,19,702
S01002109,936,64,872
S01002110,688,378,310
S01002111,1045,1008,37
S01002112,1095,635,460
S01002113,742,720,22
S01002114,697,606,91
S01002115,1031,89,942
S01002116,887,289,598
S01002117,705,26,679
S01002118,877,22,855
S01002119,594,186,408
S01002120,715,608,107
S01002121,651,291,360
S01002122,869,584,285
S01002123,997,953,44
S01002124,953,663,290
S01002125,1034,472,562
S01002126,601,519,82
S01002127,728,391,337
S01002128,726,74,652
S01002129,777,86,691
S01002130,553,523,30
S01002131,731,18,713
S01002132,802,352,450
S01002133,998,105,893
S01002134,590,575,15
S01002135,868,812,56
S01002136,757,237,520
S01002137,859,702,157
S01002138,722,401,321
S01002139,675,506,169
S01002140,803,96,707
S01002141,723,239,484
S01002142,1088,848,240
S01002143,731,459,272
S01002144,706,576,130
S01002145,992,170,822
S01002146,1000,181,819
S01002147,903,569,334
S01002148,888,840,48
S01002149,1018,390,628
S01002150,703,253,450
S01002151,1455,128,1327
S01002152,804,326,478
S01002153,501,359,142
S01002154,822,273,549
S01002155,946,71,875
S01002156,727,45,682
S01002157,760,248,512
S01002158,800,85,715
S01002159,708,171,537
S01002160,883,15,868
S01002161,690,94,596
S01002162,1010,771,239
S01002163,1050,25,1025
S01002164,804,713,91
S01002165,878,786,92
S01002166,818,119,699
S01002167,622,353,269
S01002168,1021,84,937
S01002169,850,31,819
S01002170,839,542,297
