dz_2001,total,owned,nonowned
S01000001,747,582,165
S01000002,687,653,34
S01000003,838,820,18
S01000004,641,611,30
S01000005,663,571,92
S01000006,593,408,185
S01000007,708,611,97
S01000008,584,402,182
S01000009,706,592,114
S01000010,568,549,19
S01000011,877,722,155
S01000012,814,792,22
S01000013,898,617,281
S01000014,919,788,131
S01000015,655,629,26
S01000016,560,370,190
S01000017,937,785,152
S01000018,577,497,80
S01000019,531,514,17
S01000020,805,550,255
S01000021,862,628,234
S01000022,663,609,54
S01000023,805,703,102
S01000024,488,425,63
S01000025,850,747,103
S01000026,930,453,477
S01000027,815,705,110
S01000028,969,521,448
S01000029,742,558,184
S01000030,500,253,247
S01000031,866,774,92
S01000032,1089,672,417
S01000033,796,279,517
S01000034,925,848,77
S01000035,1009,565,444
S01000036,702,283,419
S01000037,736,476,260
S01000038,682,461,221
S01000039,942,406,536
S01000040,970,614,356
S01000041,827,671,156
S01000042,790,407,383
S01000043,837,478,359
S01000044,946,411,535
S01000045,581,556,25
S01000046,763,739,24
S01000047,751,398,353
S01000048,925,839,86
S01000049,737,688,49
S01000050,588,554,34
S01000051,788,756,32
S01000052,677,292,385
S01000053,971,700,271
S01000054,777,652,125
S01000055,711,279,432
S01000056,1049,884,165
S01000057,700,196,504
S01000058,703,661,42
S01000059,785,724,61
S01000060,577,116,461
S01000061,955,855,100
S01000062,990,800,190
S01000063,944,803,141
S01000064,648,394,254
S01000065,947,680,267
S01000066,750,463,287
S01000067,893,754,139
S01000068,824,723,101
S01000069,684,231,453
S01000070,646,245,401
S01000071,740,156,584
S01000072,832,514,318
S01000073,611,578,33
S01000074,763,72,691
S01000075,547,392,155
S01000076,770,760,10
S01000077,909,819,90
S01000078,817,447,370
S01000079,920,685,235
S01000080,926,742,184
S01000081,924,848,76
S01000082,928,376,552
S01000083,757,608,149
S01000084,665,405,260
S01000085,543,353,190
S01000086,695,496,199
S01000087,582,515,67
S01000088,621,430,191
S01000089,962,902,60
S01000090,800,603,197
S01000091,870,586,284
S01000092,851,541,310
S01000093,390,258,132
S01000094,575,324,251
S01000095,703,557,146
S01000096,706,320,386
S01000097,929,761,168
S01000098,914,460,454
S01000099,762,718,44
S01000100,695,348,347
S01000101,885,692,193
S01000102,747,199,548
S01000103,603,401,202
S01000104,819,707,112
S01000105,885,818,67
S01000106,706,580,126
S01000107,889,379,510
S01000108,537,270,267
S01000109,885,330,555
S01000110,800,558,242
S01000111,754,604,150
S01000112,970,389,581
S01000113,545,463,82
S01000114,627,271,356
S01000115,873,401,472
S01000116,893,623,270
S01000117,987,849,138
S01000118,674,403,271
S01000119,786,337,449
S01000120,574,377,197
S01000121,760,557,203
S01000122,764,273,491
S01000123,648,556,92
S01000124,985,479,506
S01000125,701,188,513
S01000126,861,312,549
S01000127,798,754,44
S01000128,930,407,523
S01000129,549,214,335
S01000130,865,395,470
S01000131,659,539,120
S01000132,776,569,207
S01000133,737,411,326
S01000134,762,270,492
S01000135,721,113,608
S01000136,706,309,397
S01000137,786,412,374
S01000138,805,386,419
S01000139,817,421,396
S01000140,943,592,351
S01000141,833,660,173
S01000142,772,283,489
S01000143,633,596,37
S01000144,517,264,253
S01000145,905,496,409
S01000146,959,315,644
S01000147,671,350,321
S01000148,694,228,466
S01000149,1011,440,571
S01000150,636,301,335
S01000151,907,245,662
S01000152,835,632,203
S01000153,529,182,347
S01000154,557,346,211
S01000155,784,370,414
S01000156,967,207,760
S01000157,667,187,480
S01000158,933,401,532
S01000159,956,883,73
S01000160,813,474,339
S01000161,958,715,243
S01000162,886,483,403
S01000163,1022,515,507
S01000164,471,224,247
S01000165,861,353,508
S01000166,1047,552,495
S01000167,712,415,297
S01000168,954,500,454
S01000169,750,507,243
S01000170,1031,695,336
S01000171,892,834,58
S01000172,501,358,143
S01000173,811,345,466
S01000174,873,791,82
S01000175,528,241,287
S01000176,671,346,325
S01000177,554,449,105
S01000178,760,382,378
S01000179,757,90,667
S01000180,676,432,244
S01000181,654,274,380
S01000182,873,424,449
S01000183,951,228,723
S01000184,793,630,163
S01000185,782,130,652
S01000186,957,658,299
S01000187,713,299,414
S01000188,754,194,560
S01000189,624,215,409
S01000190,887,486,401
S01000191,873,655,218
S01000192,767,187,580
S01000193,793,376,417
S01000194,745,255,490
S01000195,697,235,462
S01000196,924,167,757
S01000197,610,287,323
S01000198,746,198,548
S01000199,716,88,628
S01000200,846,450,396
S01000201,654,307,347
S01000202,861,550,311
S01000203,453,32,421
S01000204,622,292,330
S01000205,729,200,529
S01000206,714,502,212
S01000207,883,95,788
S01000208,800,164,636
S01000209,987,134,853
S01000210,578,203,375
S01000211,678,125,553
S01000212,788,401,387
S01000213,672,252,420
S01000214,507,356,151
S01000215,606,470,136
S01000216,619,568,51
S01000217,698,216,482
S01000218,713,430,283
S01000219,698,97,601
S01000220,599,253,346
S01000221,785,416,369
S01000222,758,473,285
S01000223,525,466,59
S01000224,732,483,249
S01000225,595,452,143
S01000226,618,569,49
S01000227,646,609,37
S01000228,655,500,155
S01000229,795,379,416
S01000230,678,451,227
S01000231,710,685,25
S01000232,669,315,354
S01000233,567,278,289
S01000234,762,728,34
S01000235,795,753,42
S01000236,680,565,115
S01000237,916,814,102
S01000238,516,475,41
S01000239,733,665,68
S01000240,721,622,99
S01000241,746,726,20
S01000242,690,401,289
S01000243,739,731,8
S01000244,1045,788,257
S01000245,953,804,149
S01000246,750,618,132
S01000247,767,738,29
S01000248,868,853,15
S01000249,738,641,97
S01000250,805,787,18
S01000251,501,488,13
S01000252,867,844,23
S01000253,745,737,8
S01000254,808,783,25
S01000255,632,611,21
S01000256,919,721,198
S01000257,817,708,109
S01000258,666,642,24
S01000259,614,600,14
S01000260,890,821,69
S01000261,999,941,58
S01000262,946,816,130
S01000263,794,694,100
S01000264,1033,743,290
S01000265,778,530,248
S01000266,982,706,276
S01000267,669,468,201
S01000268,779,459,320
S01000269,561,495,66
S01000270,964,726,238
S01000271,898,615,283
S01000272,940,729,211
S01000273,523,379,144
S01000274,594,382,212
S01000275,982,600,382
S01000276,736,706,30
S01000277,654,534,120
S01000278,537,233,304
S01000279,552,422,130
S01000280,620,397,223
S01000281,679,264,415
S01000282,651,431,220
S01000283,881,625,256
S01000284,819,587,232
S01000285,672,528,144
S01000286,876,634,242
S01000287,681,653,28
S01000288,897,727,170
S01000289,849,510,339
S01000290,764,341,423
S01000291,786,677,109
S01000292,931,844,87
S01000293,763,514,249
S01000294,699,561,138
S01000295,607,590,17
S01000296,510,473,37
S01000297,733,532,201
S01000298,528,433,95
S01000299,902,724,178
S01000300,774,572,202
S01000301,557,296,261
S01000302,566,369,197
S01000303,480,176,304
S01000304,791,779,12
S01000305,1040,808,232
S01000306,746,536,210
S01000307,991,923,68
S01000308,991,819,172
S01000309,628,347,281
S01000310,899,865,34
S01000311,914,805,109
S01000312,571,441,130
S01000313,709,575,134
S01000314,572,492,80
S01000315,631,534,97
S01000316,794,475,319
S01000317,551,287,264
S01000318,577,558,19
S01000319,685,676,9
S01000320,722,707,15
S01000321,581,547,34
S01000322,1081,1024,57
S01000323,888,559,329
S01000324,870,853,17
S01000325,618,446,172
S01000326,763,514,249
S01000327,898,874,24
S01000328,601,481,120
S01000329,545,422,123
S01000330,705,503,202
S01000331,621,428,193
S01000332,683,630,53
S01000333,828,627,201
S01000334,791,507,284
S01000335,652,484,168
S01000336,802,606,196
S01000337,685,457,228
S01000338,480,268,212
S01000339,1092,881,211
S01000340,971,558,413
S01000341,713,389,324
S01000342,387,224,163
S01000343,609,441,168
S01000344,892,712,180
S01000345,646,588,58
S01000346,676,662,14
S01000347,478,268,210
S01000348,816,774,42
S01000349,592,498,94
S01000350,1002,936,66
S01000351,1023,979,44
S01000352,798,788,10
S01000353,663,640,23
S01000354,552,379,173
S01000355,707,681,26
S01000356,611,511,100
S01000357,682,672,10
S01000358,1030,1011,19
S01000359,856,835,21
S01000360,504,239,265
S01000361,614,378,236
S01000362,920,804,116
S01000363,960,756,204
S01000364,880,675,205
S01000365,677,559,118
S01000366,761,679,82
S01000367,748,639,109
S01000368,797,626,171
S01000369,975,783,192
S01000370,796,758,38
S01000371,921,667,254
S01000372,947,710,237
S01000373,588,576,12
S01000374,611,536,75
S01000375,646,328,318
S01000376,899,452,447
S01000377,721,628,93
S01000378,581,366,215
S01000379,574,532,42
S01000380,748,700,48
S01000381,866,798,68
S01000382,755,544,211
S01000383,655,589,66
S01000384,731,410,321
S01000385,574,372,202
S01000386,766,601,165
S01000387,853,734,119
S01000388,755,681,74
S01000389,667,600,67
S01000390,688,386,302
S01000391,597,416,181
S01000392,723,661,62
S01000393,824,643,181
S01000394,688,467,221
S01000395,588,482,106
S01000396,940,507,433
S01000397,1013,806,207
S01000398,745,588,157
S01000399,577,438,139
S01000400,705,473,232
S01000401,824,662,162
S01000402,709,634,75
S01000403,796,680,116
S01000404,756,691,65
S01000405,474,408,66
S01000406,629,390,239
S01000407,658,364,294
S01000408,513,495,18
S01000409,666,649,17
S01000410,664,579,85
S01000411,631,472,159
S01000412,787,556,231
S01000413,786,648,138
S01000414,721,661,60
S01000415,615,401,214
S01000416,670,507,163
S01000417,1005,750,255
S01000418,723,593,130
S01000419,672,528,144
S01000420,968,742,226
S01000421,601,505,96
S01000422,683,496,187
S01000423,904,793,111
S01000424,727,573,154
S01000425,695,533,162
S01000426,797,673,124
S01000427,785,730,55
S01000428,777,731,46
S01000429,782,735,47
S01000430,557,536,21
S01000431,658,401,257
S01000432,973,903,70
S01000433,468,275,193
S01000434,680,380,300
S01000435,555,435,120
S01000436,695,678,17
S01000437,972,874,98
S01000438,694,684,10
S01000439,700,425,275
S01000440,868,727,141
S01000441,871,556,315
S01000442,808,632,176
S01000443,581,479,102
S01000444,573,468,105
S01000445,971,797,174
S01000446,929,717,212
S01000447,539,386,153
S01000448,622,485,137
S01000449,754,455,299
S01000450,645,610,35
S01000451,790,553,237
S01000452,557,416,141
S01000453,528,397,131
S01000454,493,281,212
S01000455,870,632,238
S01000456,718,540,178
S01000457,823,677,146
S01000458,853,737,116
S01000459,1033,747,286
S01000460,769,330,439
S01000461,856,449,407
S01000462,993,533,460
S01000463,676,318,358
S01000464,741,537,204
S01000465,629,534,95
S01000466,799,572,227
S01000467,625,412,213
S01000468,520,423,97
S01000469,689,541,148
S01000470,974,769,205
S01000471,603,507,96
S01000472,836,602,234
S01000473,745,482,263
S01000474,648,406,242
S01000475,887,552,335
S01000476,556,418,138
S01000477,777,634,143
S01000478,869,515,354
S01000479,931,625,306
S01000480,665,587,78
S01000481,770,681,89
S01000482,771,469,302
S01000483,915,593,322
S01000484,806,574,232
S01000485,1080,1045,35
S01000486,796,339,457
S01000487,533,405,128
S01000488,703,401,302
S01000489,869,323,546
S01000490,541,515,26
S01000491,589,235,354
S01000492,954,524,430
S01000493,588,441,147
S01000494,566,348,218
S01000495,905,833,72
S01000496,587,569,18
S01000497,630,481,149
S01000498,548,488,60
S01000499,803,648,155
S01000500,675,297,378
S01000501,621,421,200
S01000502,518,430,88
S01000503,497,435,62
S01000504,708,497,211
S01000505,757,591,166
S01000506,620,495,125
S01000507,1087,635,452
S01000508,877,733,144
S01000509,1022,713,309
S01000510,658,466,192
S01000511,556,456,100
S01000512,892,775,117
S01000513,862,516,346
S01000514,516,448,68
S01000515,484,404,80
S01000516,654,531,123
S01000517,651,466,185
S01000518,876,642,234
S01000519,476,414,62
S01000520,988,778,210
S01000521,927,530,397
S01000522,612,505,107
S01000523,763,368,395
S01000524,647,470,177
S01000525,955,690,265
S01000526,933,688,245
S01000527,587,515,72
S01000528,736,529,207
S01000529,723,630,93
S01000530,477,395,82
S01000531,523,424,99
S01000532,764,535,229
S01000533,760,609,151
S01000534,813,438,375
S01000535,985,628,357
S01000536,519,292,227
S01000537,559,451,108
S01000538,782,507,275
S01000539,989,665,324
S01000540,784,571,213
S01000541,547,386,161
S01000542,672,411,261
S01000543,814,637,177
S01000544,733,590,143
S01000545,717,529,188
S01000546,609,350,259
S01000547,544,442,102
S01000548,1012,737,275
S01000549,1078,1058,20
S01000550,557,544,13
S01000551,791,646,145
S01000552,554,537,17
S01000553,867,731,136
S01000554,791,319,472
S01000555,868,490,378
S01000556,880,365,515
S01000557,880,622,258
S01000558,512,464,48
S01000559,655,437,218
S01000560,1043,527,516
S01000561,1034,709,325
S01000562,909,461,448
S01000563,640,393,247
S01000564,860,319,541
S01000565,709,406,303
S01000566,759,455,304
S01000567,769,392,377
S01000568,542,442,100
S01000569,742,643,99
S01000570,939,751,188
S01000571,770,587,183
S01000572,800,740,60
S01000573,600,590,10
S01000574,786,732,54
S01000575,608,525,83
S01000576,654,631,23
S01000577,566,526,40
S01000578,706,622,84
S01000579,687,659,28
S01000580,681,605,76
S01000581,707,679,28
S01000582,728,477,251
S01000583,758,635,123
S01000584,781,416,365
S01000585,945,692,253
S01000586,775,651,124
S01000587,702,477,225
S01000588,604,532,72
S01000589,641,525,116
S01000590,731,665,66
S01000591,496,433,63
S01000592,909,746,163
S01000593,571,366,205
S01000594,580,426,154
S01000595,839,703,136
S01000596,945,897,48
S01000597,1065,1048,17
S01000598,519,453,66
S01000599,775,608,167
S01000600,741,655,86
S01000601,987,878,109
S01000602,679,538,141
S01000603,822,607,215
S01000604,967,927,40
S01000605,791,721,70
S01000606,776,364,412
S01000607,782,692,90
S01000608,972,542,430
S01000609,1005,350,655
S01000610,773,351,422
S01000611,624,302,322
S01000612,995,662,333
S01000613,997,822,175
S01000614,690,470,220
S01000615,764,370,394
S01000616,924,602,322
S01000617,634,487,147
S01000618,786,620,166
S01000619,714,416,298
S01000620,819,239,580
S01000621,999,657,342
S01000622,547,261,286
S01000623,780,473,307
S01000624,604,386,218
S01000625,629,217,412
S01000626,822,221,601
S01000627,931,628,303
S01000628,559,270,289
S01000629,585,520,65
S01000630,732,510,222
S01000631,637,332,305
S01000632,589,334,255
S01000633,632,564,68
S01000634,822,491,331
S01000635,678,504,174
S01000636,499,212,287
S01000637,595,434,161
S01000638,481,404,77
S01000639,606,318,288
S01000640,635,468,167
S01000641,781,620,161
S01000642,794,651,143
S01000643,609,483,126
S01000644,680,609,71
S01000645,854,572,282
S01000646,826,727,99
S01000647,877,590,287
S01000648,910,398,512
S01000649,582,305,277
S01000650,737,481,256
S01000651,783,456,327
S01000652,778,600,178
S01000653,884,500,384
S01000654,912,570,342
S01000655,797,316,481
S01000656,678,370,308
S01000657,723,382,341
S01000658,578,242,336
S01000659,1066,906,160
S01000660,917,871,46
S01000661,751,574,177
S01000662,530,361,169
S01000663,681,527,154
S01000664,774,551,223
S01000665,675,444,231
S01000666,493,437,56
S01000667,960,771,189
S01000668,909,333,576
S01000669,785,479,306
S01000670,566,384,182
S01000671,589,413,176
S01000672,628,426,202
S01000673,750,698,52
S01000674,959,609,350
S01000675,722,690,32
S01000676,486,237,249
S01000677,822,269,553
S01000678,942,718,224
S01000679,750,342,408
S01000680,778,419,359
S01000681,790,391,399
S01000682,584,345,239
S01000683,525,432,93
S01000684,685,313,372
S01000685,807,653,154
S01000686,703,447,256
S01000687,789,424,365
S01000688,748,585,163
S01000689,611,309,302
S01000690,787,718,69
S01000691,772,464,308
S01000692,746,247,499
S01000693,872,357,515
S01000694,724,482,242
S01000695,745,506,239
S01000696,731,458,273
S01000697,492,353,139
S01000698,642,429,213
S01000699,623,380,243
S01000700,879,557,322
S01000701,861,760,101
S01000702,522,472,50
S01000703,741,495,246
S01000704,779,539,240
S01000705,1076,937,139
S01000706,810,622,188
S01000707,537,360,177
S01000708,557,372,185
S01000709,864,569,295
S01000710,1075,442,633
S01000711,620,494,126
S01000712,576,458,118
S01000713,832,517,315
S01000714,832,510,322
S01000715,651,358,293
S01000716,502,218,284
S01000717,870,270,600
S01000718,952,433,519
S01000719,643,515,128
S01000720,850,599,251
S01000721,658,356,302
S01000722,819,383,436
S01000723,527,296,231
S01000724,842,449,393
S01000725,618,419,199
S01000726,686,449,237
S01000727,680,278,402
S01000728,768,302,466
S01000729,542,293,249
S01000730,407,188,219
S01000731,547,146,401
S01000732,536,138,398
S01000733,732,372,360
S01000734,788,725,63
S01000735,445,358,87
S01000736,720,589,131
S01000737,511,319,192
S01000738,579,437,142
S01000739,759,471,288
S01000740,669,463,206
S01000741,806,649,157
S01000742,525,389,136
S01000743,657,590,67
S01000744,733,516,217
S01000745,681,577,104
S01000746,738,542,196
S01000747,554,388,166
S01000748,498,215,283
S01000749,559,175,384
S01000750,694,513,181
S01000751,713,650,63
S01000752,992,302,690
S01000753,646,416,230
S01000754,626,546,80
S01000755,723,306,417
S01000756,995,831,164
S01000757,666,539,127
S01000758,971,896,75
S01000759,861,570,291
S01000760,565,457,108
S01000761,492,442,50
S01000762,670,655,15
S01000763,858,591,267
S01000764,700,675,25
S01000765,671,236,435
S01000766,728,635,93
S01000767,596,133,463
S01000768,826,549,277
S01000769,955,573,382
S01000770,595,229,366
S01000771,923,788,135
S01000772,650,615,35
S01000773,930,772,158
S01000774,598,30,568
S01000775,610,495,115
S01000776,620,596,24
S01000777,555,6,549
S01000778,448,437,11
S01000779,793,520,273
S01000780,931,453,478
S01000781,877,860,17
S01000782,712,690,22
S01000783,506,443,63
S01000784,830,791,39
S01000785,717,505,212
S01000786,784,639,145
S01000787,526,338,188
S01000788,705,545,160
S01000789,632,442,190
S01000790,470,359,111
S01000791,628,363,265
S01000792,690,670,20
S01000793,707,453,254
S01000794,842,507,335
S01000795,768,553,215
S01000796,481,229,252
S01000797,476,264,212
S01000798,535,325,210
S01000799,515,417,98
S01000800,967,748,219
S01000801,639,501,138
S01000802,754,553,201
S01000803,871,628,243
S01000804,970,734,236
S01000805,822,596,226
S01000806,834,640,194
S01000807,744,346,398
S01000808,700,489,211
S01000809,531,347,184
S01000810,615,496,119
S01000811,823,750,73
S01000812,576,361,215
S01000813,757,654,103
S01000814,914,348,566
S01000815,544,87,457
S01000816,560,345,215
S01000817,862,663,199
S01000818,682,559,123
S01000819,783,516,267
S01000820,573,362,211
S01000821,828,522,306
S01000822,551,377,174
S01000823,561,273,288
S01000824,553,345,208
S01000825,681,523,158
S01000826,730,427,303
S01000827,678,492,186
S01000828,843,662,181
S01000829,569,399,170
S01000830,704,438,266
S01000831,880,603,277
S01000832,920,682,238
S01000833,569,245,324
S01000834,911,446,465
S01000835,698,288,410
S01000836,847,249,598
S01000837,758,331,427
S01000838,723,516,207
S01000839,963,737,226
S01000840,764,206,558
S01000841,970,227,743
S01000842,830,710,120
S01000843,765,666,99
S01000844,689,429,260
S01000845,560,488,72
S01000846,739,248,491
S01000847,958,637,321
S01000848,699,546,153
S01000849,539,341,198
S01000850,657,226,431
S01000851,686,664,22
S01000852,661,407,254
S01000853,553,281,272
S01000854,933,346,587
S01000855,728,608,120
S01000856,568,252,316
S01000857,614,378,236
S01000858,717,662,55
S01000859,836,699,137
S01000860,873,329,544
S01000861,656,503,153
S01000862,559,514,45
S01000863,485,191,294
S01000864,668,478,190
S01000865,692,314,378
S01000866,944,462,482
S01000867,739,307,432
S01000868,718,204,514
S01000869,566,160,406
S01000870,872,278,594
S01000871,730,527,203
S01000872,650,438,212
S01000873,806,495,311
S01000874,545,178,367
S01000875,736,390,346
S01000876,744,518,226
S01000877,741,292,449
S01000878,588,530,58
S01000879,846,726,120
S01000880,778,738,40
S01000881,703,382,321
S01000882,939,639,300
S01000883,923,597,326
S01000884,529,371,158
S01000885,524,501,23
S01000886,734,465,269
S01000887,781,596,185
S01000888,724,458,266
S01000889,796,567,229
S01000890,792,420,372
S01000891,853,646,207
S01000892,562,506,56
S01000893,730,702,28
S01000894,523,413,110
S01000895,900,754,146
S01000896,485,422,63
S01000897,685,442,243
S01000898,576,380,196
S01000899,867,427,440
S01000900,657,502,155
S01000901,675,265,410
S01000902,979,687,292
S01000903,958,614,344
S01000904,689,468,221
S01000905,680,398,282
S01000906,536,365,171
S01000907,772,454,318
S01000908,755,416,339
S01000909,918,569,349
S01000910,870,459,411
S01000911,962,760,202
S01000912,749,558,191
S01000913,708,424,284
S01000914,851,690,161
S01000915,921,644,277
S01000916,986,609,377
S01000917,683,440,243
S01000918,638,382,256
S01000919,522,303,219
S01000920,505,325,180
S01000921,709,343,366
S01000922,775,516,259
S01000923,751,548,203
S01000924,841,459,382
S01000925,943,583,360
S01000926,593,377,216
S01000927,988,603,385
S01000928,979,631,348
S01000929,511,91,420
S01000930,601,74,527
S01000931,708,323,385
S01000932,902,581,321
S01000933,857,702,155
S01000934,925,476,449
S01000935,808,576,232
S01000936,926,680,246
S01000937,568,358,210
S01000938,846,527,319
S01000939,740,493,247
S01000940,790,678,112
S01000941,542,317,225
S01000942,891,559,332
S01000943,845,808,37
S01000944,778,588,190
S01000945,755,575,180
S01000946,756,447,309
S01000947,720,471,249
S01000948,720,534,186
S01000949,613,543,70
S01000950,772,525,247
S01000951,700,465,235
S01000952,796,545,251
S01000953,906,869,37
S01000954,862,613,249
S01000955,527,472,55
S01000956,846,377,469
S01000957,506,277,229
S01000958,827,549,278
S01000959,688,610,78
S01000960,525,369,156
S01000961,851,693,158
S01000962,572,392,180
S01000963,744,296,448
S01000964,828,587,241
S01000965,665,217,448
S01000966,1051,592,459
S01000967,576,345,231
S01000968,932,638,294
S01000969,849,581,268
S01000970,793,510,283
S01000971,685,297,388
S01000972,977,942,35
S01000973,592,407,185
S01000974,842,802,40
S01000975,646,442,204
S01000976,493,329,164
S01000977,758,584,174
S01000978,755,430,325
S01000979,647,481,166
S01000980,746,421,325
S01000981,648,555,93
S01000982,553,461,92
S01000983,553,382,171
S01000984,633,405,228
S01000985,710,364,346
S01000986,504,322,182
S01000987,627,468,159
S01000988,488,370,118
S01000989,833,690,143
S01000990,616,390,226
S01000991,502,316,186
S01000992,856,627,229
S01000993,858,702,156
S01000994,970,546,424
S01000995,831,798,33
S01000996,911,709,202
S01000997,992,972,20
S01000998,621,293,328
S01000999,696,650,46
S01001000,531,367,164
S01001001,546,364,182
S01001002,673,605,68
S01001003,929,880,49
S01001004,653,618,35
S01001005,895,803,92
S01001006,771,745,26
S01001007,788,467,321
S01001008,737,550,187
S01001009,614,546,68
S01001010,780,371,409
S01001011,599,302,297
S01001012,831,790,41
S01001013,771,573,198
S01001014,794,292,502
S01001015,558,356,202
S01001016,935,598,337
S01001017,710,445,265
S01001018,783,488,295
S01001019,979,221,758
S01001020,523,302,221
S01001021,843,659,184
S01001022,771,567,204
S01001023,984,546,438
S01001024,799,587,212
S01001025,915,805,110
S01001026,823,633,190
S01001027,851,718,133
S01001028,757,383,374
S01001029,747,253,494
S01001030,741,690,51
S01001031,949,542,407
S01001032,733,284,449
S01001033,716,251,465
S01001034,823,188,635
S01001035,543,257,286
S01001036,538,246,292
S01001037,879,425,454
S01001038,669,594,75
S01001039,549,335,214
S01001040,613,464,149
S01001041,526,479,47
S01001042,865,836,29
S01001043,699,672,27
S01001044,988,662,326
S01001045,567,541,26
S01001046,499,275,224
S01001047,662,580,82
S01001048,615,585,30
S01001049,689,409,280
S01001050,942,543,399
S01001051,694,404,290
S01001052,567,258,309
S01001053,794,604,190
S01001054,666,365,301
S01001055,756,506,250
S01001056,747,461,286
S01001057,638,336,302
S01001058,771,552,219
S01001059,634,197,437
S01001060,766,440,326
S01001061,776,478,298
S01001062,547,395,152
S01001063,787,616,171
S01001064,770,551,219
S01001065,753,540,213
S01001066,732,484,248
S01001067,777,422,355
S01001068,849,545,304
S01001069,871,569,302
S01001070,813,543,270
S01001071,632,438,194
S01001072,741,302,439
S01001073,989,676,313
S01001074,511,249,262
S01001075,817,508,309
S01001076,783,451,332
S01001077,769,502,267
S01001078,814,435,379
S01001079,501,225,276
S01001080,540,372,168
