"dz_2001","total","owned","nonowned"
"S01001081",580,354,226
"S01001082",925,665,260
"S01001083",807,546,261
"S01001084",934,689,245
"S01001085",833,456,377
"S01001086",748,278,470
"S01001087",476,272,204
"S01001088",1009,487,522
"S01001089",883,585,298
"S01001090",869,538,331
"S01001091",579,204,375
"S01001092",1015,304,711
"S01001093",835,239,596
"S01001094",882,691,191
"S01001095",662,69,593
"S01001096",939,209,730
"S01001097",665,514,151
"S01001098",638,575,63
"S01001099",1453,182,1271
"S01001100",963,307,656
"S01001101",1316,122,1194
"S01001102",351,26,325
"S01001103",701,469,232
"S01001104",800,108,692
"S01001105",781,735,46
"S01001106",906,769,137
"S01001107",948,336,612
"S01001108",1665,322,1343
"S01001109",1220,322,898
"S01001110",808,180,628
"S01001111",1056,206,850
"S01001112",761,441,320
"S01001113",961,170,791
"S01001114",907,173,734
"S01001115",742,307,435
"S01001116",528,295,233
"S01001117",539,172,367
"S01001118",522,409,113
"S01001119",951,415,536
"S01001120",649,439,210
"S01001121",644,224,420
"S01001122",644,262,382
"S01001123",971,769,202
"S01001124",624,419,205
"S01001125",363,175,188
"S01001126",845,744,101
"S01001127",762,476,286
"S01001128",644,616,28
"S01001129",935,408,527
"S01001130",762,410,352
"S01001131",472,213,259
"S01001132",695,482,213
"S01001133",1062,566,496
"S01001134",849,725,124
"S01001135",342,106,236
"S01001136",1007,220,787
"S01001137",967,223,744
"S01001138",1406,467,939
"S01001139",753,393,360
"S01001140",924,431,493
"S01001141",516,149,367
"S01001142",899,758,141
"S01001143",737,671,66
"S01001144",711,338,373
"S01001145",579,311,268
"S01001146",778,743,35
"S01001147",694,175,519
"S01001148",708,640,68
"S01001149",637,355,282
"S01001150",770,226,544
"S01001151",578,110,468
"S01001152",928,438,490
"S01001153",730,549,181
"S01001154",738,640,98
"S01001155",588,545,43
"S01001156",772,212,560
"S01001157",756,711,45
"S01001158",591,335,256
"S01001159",689,565,124
"S01001160",545,254,291
"S01001161",541,432,109
"S01001162",821,656,165
"S01001163",723,173,550
"S01001164",629,310,319
"S01001165",786,272,514
"S01001166",274,36,238
"S01001167",794,718,76
"S01001168",764,221,543
"S01001169",1075,325,750
"S01001170",819,219,600
"S01001171",583,371,212
"S01001172",583,202,381
"S01001173",934,447,487
"S01001174",643,133,510
"S01001175",903,347,556
"S01001176",843,609,234
"S01001177",883,289,594
"S01001178",792,443,349
"S01001179",914,862,52
"S01001180",689,210,479
"S01001181",840,781,59
"S01001182",895,469,426
"S01001183",840,257,583
"S01001184",853,702,151
"S01001185",532,514,18
"S01001186",709,642,67
"S01001187",917,379,538
"S01001188",773,255,518
"S01001189",964,527,437
"S01001190",683,637,46
"S01001191",667,353,314
"S01001192",952,300,652
"S01001193",827,701,126
"S01001194",884,833,51
"S01001195",939,651,288
"S01001196",960,362,598
"S01001197",535,271,264
"S01001198",744,433,311
"S01001199",884,422,462
"S01001200",1087,227,860
"S01001201",667,262,405
"S01001202",629,306,323
"S01001203",766,292,474
"S01001204",734,705,29
"S01001205",723,594,129
"S01001206",730,315,415
"S01001207",754,398,356
"S01001208",573,167,406
"S01001209",547,480,67
"S01001210",877,365,512
"S01001211",1013,845,168
"S01001212",590,160,430
"S01001213",833,227,606
"S01001214",705,427,278
"S01001215",727,630,97
"S01001216",889,478,411
"S01001217",1147,315,832
"S01001218",812,722,90
"S01001219",740,666,74
"S01001220",505,254,251
"S01001221",1366,1161,205
"S01001222",1019,312,707
"S01001223",701,622,79
"S01001224",913,353,560
"S01001225",919,857,62
"S01001226",486,159,327
"S01001227",707,621,86
"S01001228",734,584,150
"S01001229",696,630,66
"S01001230",782,232,550
"S01001231",634,360,274
"S01001232",2362,2207,155
"S01001233",959,291,668
"S01001234",492,102,390
"S01001235",848,523,325
"S01001236",883,422,461
"S01001237",552,428,124
"S01001238",522,223,299
"S01001239",603,119,484
"S01001240",763,469,294
"S01001241",606,366,240
"S01001242",899,692,207
"S01001243",1165,416,749
"S01001244",838,518,320
"S01001245",850,223,627
"S01001246",954,675,279
"S01001247",565,409,156
"S01001248",795,711,84
"S01001249",676,366,310
"S01001250",879,595,284
"S01001251",548,242,306
"S01001252",567,399,168
"S01001253",708,27,681
"S01001254",674,433,241
"S01001255",871,475,396
"S01001256",701,430,271
"S01001257",799,319,480
"S01001258",624,80,544
"S01001259",803,676,127
"S01001260",895,93,802
"S01001261",895,294,601
"S01001262",856,784,72
"S01001263",449,351,98
"S01001264",1931,1675,256
"S01001265",586,545,41
"S01001266",753,607,146
"S01001267",938,578,360
"S01001268",669,580,89
"S01001269",505,389,116
"S01001270",669,176,493
"S01001271",705,179,526
"S01001272",639,422,217
"S01001273",723,414,309
"S01001274",764,352,412
"S01001275",598,299,299
"S01001276",607,484,123
"S01001277",773,488,285
"S01001278",382,321,61
"S01001279",687,247,440
"S01001280",536,298,238
"S01001281",724,327,397
"S01001282",752,567,185
"S01001283",526,373,153
"S01001284",1009,695,314
"S01001285",656,349,307
"S01001286",468,303,165
"S01001287",793,340,453
"S01001288",920,514,406
"S01001289",705,489,216
"S01001290",646,440,206
"S01001291",401,250,151
"S01001292",803,374,429
"S01001293",757,513,244
"S01001294",628,305,323
"S01001295",810,532,278
"S01001296",616,270,346
"S01001297",835,536,299
"S01001298",808,516,292
"S01001299",811,528,283
"S01001300",1484,1169,315
"S01001301",549,251,298
"S01001302",788,693,95
"S01001303",615,546,69
"S01001304",1318,1181,137
"S01001305",737,537,200
"S01001306",711,331,380
"S01001307",1143,862,281
"S01001308",922,389,533
"S01001309",644,249,395
"S01001310",742,313,429
"S01001311",639,436,203
"S01001312",730,269,461
"S01001313",867,611,256
"S01001314",738,582,156
"S01001315",1019,897,122
"S01001316",883,362,521
"S01001317",916,631,285
"S01001318",542,415,127
"S01001319",645,401,244
"S01001320",867,454,413
"S01001321",578,399,179
"S01001322",787,568,219
"S01001323",597,350,247
"S01001324",1003,158,845
"S01001325",738,213,525
"S01001326",869,616,253
"S01001327",791,368,423
"S01001328",878,331,547
"S01001329",576,284,292
"S01001330",816,790,26
"S01001331",840,534,306
"S01001332",874,504,370
"S01001333",784,368,416
"S01001334",833,424,409
"S01001335",927,499,428
"S01001336",828,536,292
"S01001337",760,660,100
"S01001338",728,295,433
"S01001339",755,573,182
"S01001340",745,389,356
"S01001341",809,388,421
"S01001342",928,544,384
"S01001343",938,607,331
"S01001344",751,634,117
"S01001345",617,296,321
"S01001346",709,596,113
"S01001347",728,692,36
"S01001348",655,391,264
"S01001349",792,606,186
"S01001350",660,297,363
"S01001351",449,380,69
"S01001352",761,674,87
"S01001353",1419,1323,96
"S01001354",780,522,258
"S01001355",756,593,163
"S01001356",634,553,81
"S01001357",703,355,348
"S01001358",915,617,298
"S01001359",695,627,68
"S01001360",1168,818,350
"S01001361",645,498,147
"S01001362",547,505,42
"S01001363",559,303,256
"S01001364",850,546,304
"S01001365",607,349,258
"S01001366",879,821,58
"S01001367",701,548,153
"S01001368",1173,988,185
"S01001369",933,668,265
"S01001370",829,689,140
"S01001371",605,346,259
"S01001372",685,647,38
"S01001373",602,429,173
"S01001374",514,448,66
"S01001375",631,587,44
"S01001376",760,407,353
"S01001377",777,366,411
"S01001378",622,481,141
"S01001379",1026,673,353
"S01001380",781,481,300
"S01001381",825,638,187
"S01001382",657,186,471
"S01001383",563,346,217
"S01001384",923,463,460
"S01001385",776,404,372
"S01001386",858,452,406
"S01001387",909,635,274
"S01001388",1430,399,1031
"S01001389",484,337,147
"S01001390",759,631,128
"S01001391",722,404,318
"S01001392",786,147,639
"S01001393",506,441,65
"S01001394",430,163,267
"S01001395",928,671,257
"S01001396",718,399,319
"S01001397",781,232,549
"S01001398",780,713,67
"S01001399",858,242,616
"S01001400",868,323,545
"S01001401",656,314,342
"S01001402",818,755,63
"S01001403",1249,1149,100
"S01001404",657,607,50
"S01001405",1167,1053,114
"S01001406",2581,2192,389
"S01001407",788,617,171
"S01001408",881,539,342
"S01001409",890,640,250
"S01001410",998,839,159
"S01001411",617,540,77
"S01001412",896,452,444
"S01001413",890,773,117
"S01001414",642,393,249
"S01001415",803,451,352
"S01001416",720,505,215
"S01001417",923,803,120
"S01001418",831,785,46
"S01001419",779,655,124
"S01001420",1185,1052,133
"S01001421",1124,829,295
"S01001422",722,641,81
"S01001423",790,649,141
"S01001424",1072,638,434
"S01001425",1694,1316,378
"S01001426",749,657,92
"S01001427",881,832,49
"S01001428",864,578,286
"S01001429",610,380,230
"S01001430",946,857,89
"S01001431",940,858,82
"S01001432",655,624,31
"S01001433",816,797,19
"S01001434",869,809,60
"S01001435",1018,968,50
"S01001436",972,938,34
"S01001437",891,829,62
"S01001438",613,574,39
"S01001439",750,711,39
"S01001440",878,854,24
"S01001441",790,758,32
"S01001442",685,666,19
"S01001443",932,872,60
"S01001444",913,815,98
"S01001445",702,660,42
"S01001446",908,870,38
"S01001447",1240,1111,129
"S01001448",744,664,80
"S01001449",599,572,27
"S01001450",809,761,48
"S01001451",699,661,38
"S01001452",820,767,53
"S01001453",835,801,34
"S01001454",914,850,64
"S01001455",771,710,61
"S01001456",624,577,47
"S01001457",904,827,77
"S01001458",917,837,80
"S01001459",905,869,36
"S01001460",653,631,22
"S01001461",856,824,32
"S01001462",831,800,31
"S01001463",516,488,28
"S01001464",881,801,80
"S01001465",691,649,42
"S01001466",727,693,34
"S01001467",812,793,19
"S01001468",667,638,29
"S01001469",860,781,79
"S01001470",937,906,31
"S01001471",752,699,53
"S01001472",800,720,80
"S01001473",769,639,130
"S01001474",882,735,147
"S01001475",610,581,29
"S01001476",993,957,36
"S01001477",933,882,51
"S01001478",662,655,7
"S01001479",635,512,123
"S01001480",489,455,34
"S01001481",874,834,40
"S01001482",701,375,326
"S01001483",1049,1011,38
"S01001484",829,802,27
"S01001485",614,578,36
"S01001486",755,695,60
"S01001487",665,358,307
"S01001488",872,816,56
"S01001489",704,671,33
"S01001490",955,575,380
"S01001491",884,844,40
"S01001492",899,577,322
"S01001493",880,807,73
"S01001494",891,554,337
"S01001495",618,579,39
"S01001496",936,853,83
"S01001497",766,410,356
"S01001498",678,652,26
"S01001499",1091,916,175
"S01001500",583,279,304
"S01001501",858,830,28
"S01001502",840,810,30
"S01001503",802,777,25
"S01001504",875,635,240
"S01001505",1025,960,65
"S01001506",602,449,153
"S01001507",895,837,58
"S01001508",903,857,46
"S01001509",814,530,284
"S01001510",630,413,217
"S01001511",575,554,21
"S01001512",852,268,584
"S01001513",900,197,703
"S01001514",747,620,127
"S01001515",697,661,36
"S01001516",704,489,215
"S01001517",847,490,357
"S01001518",1014,580,434
"S01001519",959,883,76
"S01001520",707,512,195
"S01001521",977,821,156
"S01001522",1057,636,421
"S01001523",790,765,25
"S01001524",941,632,309
"S01001525",788,579,209
"S01001526",627,548,79
"S01001527",898,643,255
"S01001528",973,915,58
"S01001529",707,558,149
"S01001530",761,467,294
"S01001531",1105,800,305
"S01001532",597,533,64
"S01001533",962,910,52
"S01001534",669,650,19
"S01001535",853,734,119
"S01001536",808,424,384
"S01001537",499,236,263
"S01001538",814,709,105
"S01001539",795,752,43
"S01001540",810,744,66
"S01001541",828,730,98
"S01001542",670,587,83
"S01001543",746,640,106
"S01001544",919,664,255
"S01001545",715,685,30
"S01001546",987,428,559
"S01001547",942,541,401
"S01001548",1035,915,120
"S01001549",993,740,253
"S01001550",789,582,207
"S01001551",936,544,392
"S01001552",864,517,347
"S01001553",883,633,250
"S01001554",992,804,188
"S01001555",758,380,378
"S01001556",845,579,266
"S01001557",933,745,188
"S01001558",829,484,345
"S01001559",387,227,160
"S01001560",650,377,273
"S01001561",1322,1025,297
"S01001562",2633,1909,724
"S01001563",575,517,58
"S01001564",557,427,130
"S01001565",733,415,318
"S01001566",664,567,97
"S01001567",907,798,109
"S01001568",727,599,128
"S01001569",811,689,122
"S01001570",512,490,22
"S01001571",724,307,417
"S01001572",532,467,65
"S01001573",658,407,251
"S01001574",877,426,451
"S01001575",750,509,241
"S01001576",597,330,267
"S01001577",714,515,199
"S01001578",756,435,321
"S01001579",816,402,414
"S01001580",565,431,134
"S01001581",640,529,111
"S01001582",711,436,275
"S01001583",478,265,213
"S01001584",776,504,272
"S01001585",920,428,492
"S01001586",473,447,26
"S01001587",755,354,401
"S01001588",796,393,403
"S01001589",819,396,423
"S01001590",642,498,144
"S01001591",641,316,325
"S01001592",796,399,397
"S01001593",773,460,313
"S01001594",798,476,322
"S01001595",718,229,489
"S01001596",790,586,204
"S01001597",628,389,239
"S01001598",678,616,62
"S01001599",924,540,384
"S01001600",1012,594,418
"S01001601",1190,932,258
"S01001602",639,510,129
"S01001603",933,607,326
"S01001604",644,267,377
"S01001605",760,529,231
"S01001606",617,335,282
"S01001607",2601,2071,530
"S01001608",809,676,133
"S01001609",901,479,422
"S01001610",777,501,276
"S01001611",1024,752,272
"S01001612",825,711,114
"S01001613",776,246,530
"S01001614",642,383,259
"S01001615",780,385,395
"S01001616",754,698,56
"S01001617",628,262,366
"S01001618",939,622,317
"S01001619",693,410,283
"S01001620",875,522,353
"S01001621",680,396,284
"S01001622",838,378,460
"S01001623",755,467,288
"S01001624",973,625,348
"S01001625",797,356,441
"S01001626",725,524,201
"S01001627",1394,891,503
"S01001628",618,230,388
"S01001629",567,388,179
"S01001630",556,213,343
"S01001631",1415,1105,310
"S01001632",583,518,65
"S01001633",885,796,89
"S01001634",1029,900,129
"S01001635",735,573,162
"S01001636",515,487,28
"S01001637",693,596,97
"S01001638",887,608,279
"S01001639",704,456,248
"S01001640",648,616,32
"S01001641",1566,1258,308
"S01001642",900,561,339
"S01001643",733,517,216
"S01001644",1768,1256,512
"S01001645",936,653,283
"S01001646",612,379,233
"S01001647",645,554,91
"S01001648",724,418,306
"S01001649",754,340,414
"S01001650",737,464,273
"S01001651",899,631,268
"S01001652",774,624,150
"S01001653",617,330,287
"S01001654",936,683,253
"S01001655",574,424,150
"S01001656",1311,853,458
"S01001657",502,338,164
"S01001658",1002,764,238
"S01001659",706,625,81
"S01001660",678,587,91
"S01001661",808,542,266
"S01001662",729,452,277
"S01001663",841,718,123
"S01001664",557,487,70
"S01001665",808,705,103
"S01001666",558,405,153
"S01001667",785,664,121
"S01001668",827,736,91
"S01001669",664,370,294
"S01001670",639,597,42
"S01001671",516,491,25
"S01001672",583,418,165
"S01001673",662,622,40
"S01001674",697,494,203
"S01001675",706,653,53
"S01001676",1223,1123,100
"S01001677",844,812,32
"S01001678",832,800,32
"S01001679",890,852,38
"S01001680",589,563,26
"S01001681",674,635,39
"S01001682",601,567,34
"S01001683",734,688,46
"S01001684",516,474,42
"S01001685",763,569,194
"S01001686",893,855,38
"S01001687",980,881,99
"S01001688",956,841,115
"S01001689",674,645,29
"S01001690",906,765,141
"S01001691",848,837,11
"S01001692",662,502,160
"S01001693",876,825,51
"S01001694",657,589,68
"S01001695",761,691,70
"S01001696",739,666,73
"S01001697",853,699,154
"S01001698",529,438,91
"S01001699",700,689,11
"S01001700",1023,991,32
"S01001701",897,681,216
"S01001702",943,800,143
"S01001703",822,758,64
"S01001704",916,884,32
"S01001705",629,592,37
"S01001706",789,775,14
"S01001707",727,464,263
"S01001708",884,799,85
"S01001709",602,512,90
"S01001710",692,612,80
"S01001711",790,757,33
"S01001712",458,404,54
"S01001713",871,821,50
"S01001714",705,659,46
"S01001715",883,842,41
"S01001716",846,536,310
"S01001717",808,786,22
"S01001718",550,514,36
"S01001719",795,787,8
"S01001720",699,646,53
"S01001721",731,688,43
"S01001722",746,695,51
"S01001723",872,818,54
"S01001724",813,365,448
"S01001725",779,537,242
"S01001726",649,639,10
"S01001727",1015,924,91
"S01001728",649,649,0
"S01001729",968,943,25
"S01001730",650,637,13
"S01001731",674,653,21
"S01001732",571,520,51
"S01001733",858,738,120
"S01001734",530,518,12
"S01001735",480,469,11
"S01001736",1092,1051,41
"S01001737",609,575,34
"S01001738",610,602,8
"S01001739",637,595,42
"S01001740",745,669,76
"S01001741",651,398,253
"S01001742",764,424,340
"S01001743",990,492,498
"S01001744",546,516,30
"S01001745",795,759,36
"S01001746",886,838,48
"S01001747",857,616,241
"S01001748",619,612,7
"S01001749",739,519,220
"S01001750",633,513,120
"S01001751",963,660,303
"S01001752",935,902,33
"S01001753",799,398,401
"S01001754",771,745,26
"S01001755",1062,915,147
"S01001756",621,561,60
"S01001757",757,616,141
"S01001758",785,684,101
"S01001759",684,229,455
"S01001760",797,570,227
"S01001761",706,335,371
"S01001762",966,737,229
"S01001763",832,814,18
"S01001764",531,516,15
"S01001765",949,684,265
"S01001766",651,582,69
"S01001767",587,534,53
"S01001768",604,547,57
"S01001769",626,610,16
"S01001770",566,158,408
"S01001771",841,720,121
"S01001772",522,415,107
"S01001773",941,628,313
"S01001774",667,608,59
"S01001775",836,793,43
"S01001776",624,438,186
"S01001777",906,878,28
"S01001778",834,461,373
"S01001779",536,496,40
"S01001780",832,625,207
"S01001781",690,651,39
"S01001782",968,934,34
"S01001783",598,160,438
"S01001784",589,538,51
"S01001785",611,580,31
"S01001786",589,533,56
"S01001787",566,532,34
"S01001788",791,757,34
"S01001789",738,457,281
"S01001790",692,601,91
"S01001791",726,635,91
"S01001792",684,610,74
"S01001793",878,719,159
"S01001794",948,823,125
"S01001795",437,350,87
"S01001796",835,811,24
"S01001797",676,523,153
"S01001798",806,789,17
"S01001799",1090,336,754
"S01001800",942,865,77
"S01001801",1008,891,117
"S01001802",835,656,179
"S01001803",1010,870,140
"S01001804",948,750,198
"S01001805",699,553,146
"S01001806",666,577,89
"S01001807",841,791,50
"S01001808",523,375,148
"S01001809",1027,286,741
"S01001810",876,745,131
"S01001811",673,641,32
"S01001812",898,832,66
"S01001813",709,680,29
"S01001814",723,497,226
"S01001815",842,760,82
"S01001816",1112,1043,69
"S01001817",699,416,283
"S01001818",752,728,24
"S01001819",997,932,65
"S01001820",778,359,419
"S01001821",541,110,431
"S01001822",969,869,100
"S01001823",914,331,583
"S01001824",739,559,180
"S01001825",798,691,107
"S01001826",675,143,532
"S01001827",805,433,372
"S01001828",750,712,38
"S01001829",708,528,180
"S01001830",942,901,41
"S01001831",724,544,180
"S01001832",715,447,268
"S01001833",1145,1050,95
"S01001834",587,409,178
"S01001835",623,432,191
"S01001836",836,759,77
"S01001837",896,828,68
"S01001838",674,380,294
"S01001839",912,474,438
"S01001840",701,660,41
"S01001841",720,513,207
"S01001842",727,665,62
"S01001843",724,354,370
"S01001844",955,869,86
"S01001845",780,733,47
"S01001846",886,831,55
"S01001847",928,471,457
"S01001848",748,386,362
"S01001849",582,532,50
"S01001850",726,528,198
"S01001851",819,709,110
"S01001852",766,713,53
"S01001853",724,684,40
"S01001854",1026,397,629
"S01001855",801,715,86
"S01001856",840,269,571
"S01001857",672,451,221
"S01001858",792,716,76
"S01001859",1064,618,446
"S01001860",781,736,45
"S01001861",798,356,442
"S01001862",801,744,57
"S01001863",807,764,43
"S01001864",1350,308,1042
"S01001865",699,87,612
"S01001866",675,620,55
"S01001867",744,413,331
"S01001868",639,573,66
"S01001869",820,706,114
"S01001870",961,312,649
"S01001871",1696,1362,334
"S01001872",817,589,228
"S01001873",741,693,48
"S01001874",1137,193,944
"S01001875",902,863,39
"S01001876",1020,635,385
"S01001877",951,163,788
"S01001878",1076,1011,65
"S01001879",640,77,563
"S01001880",741,227,514
"S01001881",755,678,77
"S01001882",793,590,203
"S01001883",532,464,68
"S01001884",894,504,390
"S01001885",1174,1141,33
"S01001886",564,57,507
"S01001887",830,540,290
"S01001888",879,803,76
"S01001889",542,393,149
"S01001890",994,564,430
"S01001891",713,393,320
"S01001892",973,280,693
"S01001893",1000,294,706
"S01001894",805,144,661
"S01001895",857,433,424
"S01001896",809,734,75
"S01001897",914,250,664
"S01001898",616,267,349
"S01001899",785,609,176
"S01001900",754,598,156
"S01001901",877,756,121
"S01001902",919,729,190
"S01001903",598,356,242
"S01001904",598,334,264
"S01001905",905,725,180
"S01001906",700,231,469
"S01001907",811,489,322
"S01001908",754,631,123
"S01001909",670,199,471
"S01001910",744,499,245
"S01001911",747,685,62
"S01001912",742,489,253
"S01001913",1015,606,409
"S01001914",566,508,58
"S01001915",904,801,103
"S01001916",860,467,393
"S01001917",695,630,65
"S01001918",901,463,438
"S01001919",850,632,218
"S01001920",760,502,258
"S01001921",607,365,242
"S01001922",804,708,96
"S01001923",577,353,224
"S01001924",775,644,131
"S01001925",776,718,58
"S01001926",615,336,279
"S01001927",900,764,136
"S01001928",711,399,312
"S01001929",994,843,151
"S01001930",786,396,390
"S01001931",728,286,442
"S01001932",983,594,389
"S01001933",847,751,96
"S01001934",1523,935,588
"S01001935",859,89,770
"S01001936",1149,874,275
"S01001937",867,606,261
"S01001938",581,339,242
"S01001939",556,270,286
"S01001940",807,599,208
"S01001941",961,745,216
"S01001942",571,336,235
"S01001943",714,330,384
"S01001944",683,568,115
"S01001945",706,597,109
"S01001946",858,172,686
"S01001947",928,729,199
"S01001948",862,206,656
"S01001949",700,286,414
"S01001950",893,572,321
"S01001951",842,401,441
"S01001952",763,587,176
"S01001953",861,547,314
"S01001954",440,330,110
"S01001955",1137,490,647
"S01001956",763,324,439
"S01001957",494,142,352
"S01001958",852,371,481
"S01001959",562,393,169
"S01001960",896,590,306
"S01001961",1107,792,315
"S01001962",905,604,301
"S01001963",914,428,486
"S01001964",737,560,177
"S01001965",755,419,336
"S01001966",1545,412,1133
"S01001967",650,444,206
"S01001968",788,568,220
"S01001969",620,406,214
"S01001970",628,528,100
"S01001971",779,269,510
"S01001972",711,579,132
"S01001973",679,562,117
"S01001974",824,560,264
"S01001975",848,616,232
"S01001976",812,354,458
"S01001977",803,362,441
"S01001978",1395,365,1030
"S01001979",679,428,251
"S01001980",833,486,347
"S01001981",863,455,408
"S01001982",396,89,307
"S01001983",702,374,328
"S01001984",944,430,514
"S01001985",764,548,216
"S01001986",635,246,389
"S01001987",829,291,538
"S01001988",801,552,249
"S01001989",880,758,122
"S01001990",869,463,406
"S01001991",834,555,279
"S01001992",797,470,327
"S01001993",727,519,208
"S01001994",755,483,272
"S01001995",653,490,163
"S01001996",825,330,495
"S01001997",793,421,372
"S01001998",743,526,217
"S01001999",739,233,506
"S01002000",768,555,213
"S01002001",786,321,465
"S01002002",733,245,488
"S01002003",850,675,175
"S01002004",812,419,393
"S01002005",773,410,363
"S01002006",888,724,164
"S01002007",956,340,616
"S01002008",932,508,424
"S01002009",831,394,437
"S01002010",520,208,312
"S01002011",1057,914,143
"S01002012",825,439,386
"S01002013",798,450,348
"S01002014",846,359,487
"S01002015",822,788,34
"S01002016",589,312,277
"S01002017",1038,287,751
"S01002018",802,735,67
"S01002019",815,258,557
"S01002020",280,71,209
"S01002021",1002,536,466
"S01002022",984,732,252
"S01002023",776,373,403
"S01002024",702,421,281
"S01002025",841,364,477
"S01002026",663,617,46
"S01002027",1135,270,865
"S01002028",752,245,507
"S01002029",770,266,504
"S01002030",731,311,420
"S01002031",688,297,391
"S01002032",769,337,432
"S01002033",764,301,463
"S01002034",779,188,591
"S01002035",730,589,141
"S01002036",891,306,585
"S01002037",677,182,495
"S01002038",517,254,263
"S01002039",694,536,158
"S01002040",610,201,409
"S01002041",866,471,395
"S01002042",958,701,257
"S01002043",719,550,169
"S01002044",635,171,464
"S01002045",941,625,316
"S01002046",567,151,416
"S01002047",798,269,529
"S01002048",757,162,595
"S01002049",1121,357,764
"S01002050",734,659,75
"S01002051",763,474,289
"S01002052",875,263,612
"S01002053",770,261,509
"S01002054",557,246,311
"S01002055",866,794,72
"S01002056",907,668,239
"S01002057",896,793,103
"S01002058",761,263,498
"S01002059",684,162,522
"S01002060",751,176,575
"S01002061",705,252,453
"S01002062",554,349,205
"S01002063",941,308,633
"S01002064",1130,277,853
"S01002065",725,296,429
"S01002066",1064,290,774
"S01002067",885,601,284
"S01002068",937,293,644
"S01002069",595,498,97
"S01002070",658,192,466
"S01002071",686,213,473
"S01002072",1135,981,154
"S01002073",644,180,464
"S01002074",670,625,45
"S01002075",917,500,417
"S01002076",829,228,601
"S01002077",783,709,74
"S01002078",1068,788,280
"S01002079",825,223,602
"S01002080",996,912,84
"S01002081",664,210,454
"S01002082",848,481,367
"S01002083",545,328,217
"S01002084",796,240,556
"S01002085",512,77,435
"S01002086",597,93,504
"S01002087",1053,230,823
"S01002088",934,787,147
"S01002089",1014,913,101
"S01002090",1057,891,166
"S01002091",825,183,642
"S01002092",907,782,125
"S01002093",754,127,627
"S01002094",713,498,215
"S01002095",520,431,89
"S01002096",1441,1306,135
"S01002097",754,725,29
"S01002098",720,544,176
"S01002099",851,431,420
"S01002100",564,455,109
"S01002101",1048,252,796
"S01002102",620,320,300
"S01002103",616,562,54
"S01002104",992,179,813
"S01002105",879,820,59
"S01002106",784,140,644
"S01002107",507,452,55
"S01002108",721,126,595
"S01002109",936,213,723
"S01002110",688,532,156
"S01002111",1045,1005,40
"S01002112",1095,958,137
"S01002113",742,700,42
"S01002114",697,659,38
"S01002115",1031,604,427
"S01002116",887,648,239
"S01002117",705,152,553
"S01002118",877,113,764
"S01002119",594,416,178
"S01002120",715,619,96
"S01002121",651,515,136
"S01002122",869,787,82
"S01002123",997,940,57
"S01002124",953,837,116
"S01002125",1034,846,188
"S01002126",601,564,37
"S01002127",728,553,175
"S01002128",726,283,443
"S01002129",777,248,529
"S01002130",553,512,41
"S01002131",731,186,545
"S01002132",802,602,200
"S01002133",998,530,468
"S01002134",590,556,34
"S01002135",868,816,52
"S01002136",757,445,312
"S01002137",859,677,182
"S01002138",722,420,302
"S01002139",675,601,74
"S01002140",803,419,384
"S01002141",723,521,202
"S01002142",1088,958,130
"S01002143",731,583,148
"S01002144",706,654,52
"S01002145",992,572,420
"S01002146",1000,612,388
"S01002147",903,600,303
"S01002148",888,813,75
"S01002149",1018,590,428
"S01002150",703,522,181
"S01002151",1455,671,784
"S01002152",804,599,205
"S01002153",501,441,60
"S01002154",822,458,364
"S01002155",946,316,630
"S01002156",727,316,411
"S01002157",760,607,153
"S01002158",800,594,206
"S01002159",708,329,379
"S01002160",883,229,654
"S01002161",690,227,463
"S01002162",1010,636,374
"S01002163",1050,494,556
"S01002164",804,551,253
"S01002165",878,702,176
"S01002166",818,415,403
"S01002167",622,425,197
"S01002168",1021,432,589
"S01002169",850,492,358
