"dz_2001","total","owned","nonowned"
"S01002170",839,520,319
"S01002171",603,497,106
"S01002172",703,660,43
"S01002173",971,694,277
"S01002174",882,494,388
"S01002175",990,523,467
"S01002176",765,623,142
"S01002177",798,479,319
"S01002178",877,396,481
"S01002179",667,601,66
"S01002180",573,269,304
"S01002181",793,547,246
"S01002182",765,408,357
"S01002183",860,380,480
"S01002184",763,736,27
"S01002185",941,381,560
"S01002186",733,380,353
"S01002187",908,417,491
"S01002188",766,659,107
"S01002189",663,343,320
"S01002190",829,392,437
"S01002191",787,305,482
"S01002192",876,672,204
"S01002193",899,848,51
"S01002194",816,599,217
"S01002195",1103,414,689
"S01002196",637,529,108
"S01002197",627,294,333
"S01002198",792,405,387
"S01002199",807,398,409
"S01002200",1096,968,128
"S01002201",1056,539,517
"S01002202",851,330,521
"S01002203",471,246,225
"S01002204",708,340,368
"S01002205",733,449,284
"S01002206",1019,380,639
"S01002207",807,721,86
"S01002208",680,321,359
"S01002209",936,403,533
"S01002210",552,365,187
"S01002211",638,216,422
"S01002212",1126,548,578
"S01002213",824,540,284
"S01002214",764,462,302
"S01002215",1050,944,106
"S01002216",1700,667,1033
"S01002217",1158,360,798
"S01002218",562,277,285
"S01002219",689,630,59
"S01002220",782,739,43
"S01002221",958,392,566
"S01002222",870,824,46
"S01002223",716,661,55
"S01002224",912,818,94
"S01002225",881,417,464
"S01002226",1073,704,369
"S01002227",823,402,421
"S01002228",983,893,90
"S01002229",720,688,32
"S01002230",1024,624,400
"S01002231",721,419,302
"S01002232",846,524,322
"S01002233",952,298,654
"S01002234",783,357,426
"S01002235",1009,584,425
"S01002236",948,592,356
"S01002237",1298,839,459
"S01002238",564,263,301
"S01002239",941,333,608
"S01002240",955,379,576
"S01002241",1012,492,520
"S01002242",797,691,106
"S01002243",841,457,384
"S01002244",926,473,453
"S01002245",2145,1012,1133
"S01002246",947,443,504
"S01002247",843,390,453
"S01002248",1078,850,228
"S01002249",960,385,575
"S01002250",925,739,186
"S01002251",880,777,103
"S01002252",697,568,129
"S01002253",962,664,298
"S01002254",908,399,509
"S01002255",1690,858,832
"S01002256",1134,823,311
"S01002257",714,565,149
"S01002258",888,204,684
"S01002259",542,432,110
"S01002260",870,805,65
"S01002261",1013,888,125
"S01002262",807,725,82
"S01002263",833,758,75
"S01002264",850,670,180
"S01002265",1661,580,1081
"S01002266",749,349,400
"S01002267",1073,439,634
"S01002268",750,692,58
"S01002269",985,730,255
"S01002270",1704,649,1055
"S01002271",813,687,126
"S01002272",775,534,241
"S01002273",774,448,326
"S01002274",1287,595,692
"S01002275",1478,592,886
"S01002276",826,792,34
"S01002277",929,386,543
"S01002278",1104,317,787
"S01002279",1505,287,1218
"S01002280",792,675,117
"S01002281",647,89,558
"S01002282",266,38,228
"S01002283",715,561,154
"S01002284",2021,1207,814
"S01002285",998,276,722
"S01002286",705,482,223
"S01002287",689,591,98
"S01002288",1302,515,787
"S01002289",1223,512,711
"S01002290",969,301,668
"S01002291",762,65,697
"S01002292",1113,475,638
"S01002293",797,547,250
"S01002294",626,526,100
"S01002295",727,630,97
"S01002297",868,649,219
"S01002298",712,597,115
"S01002299",781,711,70
"S01002300",774,687,87
"S01002301",2097,1131,966
"S01002302",982,183,799
"S01002303",785,405,380
"S01002304",1693,751,942
"S01002305",799,313,486
"S01002306",471,356,115
"S01002307",1086,418,668
"S01002308",961,757,204
"S01002309",749,294,455
"S01002310",991,328,663
"S01002311",881,755,126
"S01002312",681,186,495
"S01002313",726,659,67
"S01002314",882,692,190
"S01002315",569,471,98
"S01002316",698,652,46
"S01002317",3680,1615,2065
"S01002318",897,389,508
"S01002319",1085,434,651
"S01002320",610,511,99
"S01002321",1128,126,1002
"S01002322",650,429,221
"S01002323",767,558,209
"S01002324",755,161,594
"S01002325",1684,753,931
"S01002326",1019,539,480
"S01002327",807,433,374
"S01002328",730,640,90
"S01002329",680,586,94
"S01002330",766,579,187
"S01002331",701,542,159
"S01002332",869,804,65
"S01002333",752,694,58
"S01002334",960,835,125
"S01002335",916,728,188
"S01002336",1021,815,206
"S01002337",893,800,93
"S01002338",476,239,237
"S01002339",609,435,174
"S01002340",637,462,175
"S01002341",528,409,119
"S01002342",604,396,208
"S01002343",743,536,207
"S01002344",517,394,123
"S01002345",807,504,303
"S01002346",873,683,190
"S01002347",731,601,130
"S01002348",908,736,172
"S01002349",959,675,284
"S01002350",918,757,161
"S01002351",768,654,114
"S01002352",892,754,138
"S01002353",837,748,89
"S01002354",868,715,153
"S01002355",808,524,284
"S01002356",846,490,356
"S01002357",600,352,248
"S01002358",494,431,63
"S01002359",801,519,282
"S01002360",620,363,257
"S01002361",630,431,199
"S01002362",802,675,127
"S01002363",1081,776,305
"S01002364",656,315,341
"S01002365",616,529,87
"S01002366",893,662,231
"S01002367",1074,793,281
"S01002368",927,782,145
"S01002369",617,487,130
"S01002370",733,588,145
"S01002371",709,596,113
"S01002372",761,602,159
"S01002373",656,556,100
"S01002374",795,697,98
"S01002375",888,458,430
"S01002376",890,527,363
"S01002377",858,441,417
"S01002378",512,418,94
"S01002379",1164,775,389
"S01002380",810,533,277
"S01002381",895,553,342
"S01002382",633,287,346
"S01002383",525,477,48
"S01002384",520,315,205
"S01002385",776,385,391
"S01002386",1002,847,155
"S01002387",726,624,102
"S01002388",737,706,31
"S01002389",693,662,31
"S01002390",1121,991,130
"S01002391",1448,1358,90
"S01002392",1870,1706,164
"S01002393",1027,902,125
"S01002394",791,588,203
"S01002395",730,637,93
"S01002396",693,508,185
"S01002397",1252,1092,160
"S01002398",760,721,39
"S01002399",984,629,355
"S01002400",807,741,66
"S01002401",1141,1081,60
"S01002402",817,472,345
"S01002403",743,377,366
"S01002404",972,826,146
"S01002405",702,654,48
"S01002406",836,494,342
"S01002407",683,475,208
"S01002408",829,505,324
"S01002409",597,530,67
"S01002410",498,449,49
"S01002411",2675,2232,443
"S01002412",918,836,82
"S01002413",628,434,194
"S01002414",623,241,382
"S01002415",721,328,393
"S01002416",569,468,101
"S01002417",631,503,128
"S01002418",886,580,306
"S01002419",554,538,16
"S01002420",585,280,305
"S01002421",809,747,62
"S01002422",548,480,68
"S01002423",890,522,368
"S01002424",838,681,157
"S01002425",916,591,325
"S01002426",667,220,447
"S01002427",821,614,207
"S01002428",536,348,188
"S01002429",747,147,600
"S01002430",652,534,118
"S01002431",859,529,330
"S01002432",1450,1199,251
"S01002433",558,386,172
"S01002434",926,579,347
"S01002435",664,428,236
"S01002436",746,379,367
"S01002437",799,588,211
"S01002438",677,389,288
"S01002439",726,540,186
"S01002440",866,462,404
"S01002441",634,591,43
"S01002442",472,296,176
"S01002443",630,412,218
"S01002444",511,162,349
"S01002445",904,445,459
"S01002446",899,700,199
"S01002447",694,388,306
"S01002448",548,270,278
"S01002449",645,599,46
"S01002450",709,345,364
"S01002451",1003,719,284
"S01002452",538,275,263
"S01002453",688,566,122
"S01002454",725,615,110
"S01002455",553,394,159
"S01002456",969,432,537
"S01002457",750,475,275
"S01002458",931,472,459
"S01002459",501,265,236
"S01002460",839,360,479
"S01002461",478,461,17
"S01002462",700,374,326
"S01002463",895,411,484
"S01002464",574,395,179
"S01002465",712,646,66
"S01002466",1010,624,386
"S01002467",465,346,119
"S01002468",618,312,306
"S01002469",638,426,212
"S01002470",819,515,304
"S01002471",556,367,189
"S01002472",581,194,387
"S01002473",921,474,447
"S01002474",406,141,265
"S01002475",550,327,223
"S01002476",861,713,148
"S01002477",803,519,284
"S01002478",895,612,283
"S01002479",720,308,412
"S01002480",536,371,165
"S01002481",934,559,375
"S01002482",1021,326,695
"S01002483",672,198,474
"S01002484",810,423,387
"S01002485",830,704,126
"S01002486",604,188,416
"S01002487",481,279,202
"S01002488",647,238,409
"S01002489",600,255,345
"S01002490",567,414,153
"S01002491",476,265,211
"S01002492",942,827,115
"S01002493",920,693,227
"S01002494",627,545,82
"S01002495",627,347,280
"S01002496",1243,948,295
"S01002497",780,306,474
"S01002498",631,618,13
"S01002499",909,515,394
"S01002500",567,279,288
"S01002501",478,371,107
"S01002502",822,301,521
"S01002503",640,407,233
"S01002504",1369,1112,257
"S01002505",738,286,452
"S01002506",810,590,220
"S01002507",589,358,231
"S01002508",847,763,84
"S01002509",1121,755,366
"S01002510",958,807,151
"S01002511",483,390,93
"S01002512",633,260,373
"S01002513",1598,1327,271
"S01002514",532,298,234
"S01002515",602,301,301
"S01002516",763,557,206
"S01002517",583,394,189
"S01002518",1069,901,168
"S01002519",806,268,538
"S01002520",579,174,405
"S01002521",579,399,180
"S01002522",733,635,98
"S01002523",682,635,47
"S01002524",558,422,136
"S01002525",686,327,359
"S01002526",509,469,40
"S01002527",822,679,143
"S01002528",807,661,146
"S01002529",1147,631,516
"S01002530",647,384,263
"S01002531",811,590,221
"S01002532",693,426,267
"S01002533",819,270,549
"S01002534",935,479,456
"S01002535",881,690,191
"S01002536",626,191,435
"S01002537",554,263,291
"S01002538",852,805,47
"S01002539",745,332,413
"S01002540",554,238,316
"S01002541",1842,1560,282
"S01002542",684,538,146
"S01002543",532,168,364
"S01002544",857,613,244
"S01002545",786,472,314
"S01002546",796,591,205
"S01002547",786,632,154
"S01002548",1047,760,287
"S01002549",570,517,53
"S01002550",464,445,19
"S01002551",551,384,167
"S01002552",583,366,217
"S01002553",755,520,235
"S01002554",632,587,45
"S01002555",740,599,141
"S01002556",752,403,349
"S01002557",775,486,289
"S01002558",530,335,195
"S01002559",612,564,48
"S01002560",619,411,208
"S01002561",775,412,363
"S01002562",607,463,144
"S01002563",1012,856,156
"S01002564",560,532,28
"S01002565",848,718,130
"S01002566",670,636,34
"S01002567",2452,2240,212
"S01002568",775,620,155
"S01002569",1414,1042,372
"S01002570",663,479,184
"S01002571",659,458,201
"S01002572",560,474,86
"S01002573",512,403,109
"S01002574",811,434,377
"S01002575",971,629,342
"S01002576",703,627,76
"S01002577",989,348,641
"S01002578",736,683,53
"S01002579",891,649,242
"S01002580",767,388,379
"S01002581",777,739,38
"S01002582",690,407,283
"S01002583",994,493,501
"S01002584",1535,1115,420
"S01002585",818,616,202
"S01002586",509,415,94
"S01002587",688,573,115
"S01002588",705,607,98
"S01002589",754,677,77
"S01002590",677,655,22
"S01002591",577,356,221
"S01002592",846,532,314
"S01002593",797,498,299
"S01002594",695,628,67
"S01002595",656,493,163
"S01002596",681,634,47
"S01002597",521,349,172
"S01002598",975,671,304
"S01002599",526,380,146
"S01002600",1038,976,62
"S01002601",628,392,236
"S01002602",519,444,75
"S01002603",708,403,305
"S01002604",944,891,53
"S01002605",598,424,174
"S01002606",581,310,271
"S01002607",833,600,233
"S01002608",539,471,68
"S01002609",758,536,222
"S01002610",828,628,200
"S01002611",860,699,161
"S01002612",829,632,197
"S01002613",847,727,120
"S01002614",878,710,168
"S01002615",444,350,94
"S01002616",592,564,28
"S01002617",931,482,449
"S01002618",854,261,593
"S01002619",768,649,119
"S01002620",865,535,330
"S01002621",593,560,33
"S01002622",8698,7460,1238
"S01002623",1613,1459,154
"S01002624",691,642,49
"S01002625",866,789,77
"S01002626",753,380,373
"S01002627",979,898,81
"S01002628",822,770,52
"S01002629",835,702,133
"S01002630",661,464,197
"S01002631",737,675,62
"S01002632",574,462,112
"S01002633",942,693,249
"S01002634",770,674,96
"S01002635",569,541,28
"S01002636",609,449,160
"S01002637",742,499,243
"S01002638",743,345,398
"S01002639",891,791,100
"S01002640",697,613,84
"S01002641",906,826,80
"S01002642",616,398,218
"S01002643",542,294,248
"S01002644",667,496,171
"S01002645",630,338,292
"S01002646",650,402,248
"S01002647",898,344,554
"S01002648",1140,957,183
"S01002649",596,325,271
"S01002650",646,636,10
"S01002651",583,358,225
"S01002652",650,573,77
"S01002653",738,485,253
"S01002654",748,473,275
"S01002655",853,329,524
"S01002656",725,328,397
"S01002657",791,638,153
"S01002658",1239,723,516
"S01002659",871,793,78
"S01002660",772,467,305
"S01002661",790,601,189
"S01002662",1415,1163,252
"S01002663",749,654,95
"S01002664",847,815,32
"S01002665",792,609,183
"S01002666",1304,1037,267
"S01002667",636,325,311
"S01002668",471,350,121
"S01002669",972,654,318
"S01002670",619,585,34
"S01002671",979,617,362
"S01002672",655,250,405
"S01002673",510,314,196
"S01002674",791,544,247
"S01002675",903,839,64
"S01002676",717,617,100
"S01002677",921,389,532
"S01002678",867,819,48
"S01002679",971,466,505
"S01002680",1094,657,437
"S01002681",704,517,187
"S01002682",546,292,254
"S01002683",578,487,91
"S01002684",736,517,219
"S01002685",845,310,535
"S01002686",1677,1436,241
"S01002687",1229,1070,159
"S01002688",611,578,33
"S01002689",826,761,65
"S01002690",579,497,82
"S01002691",1385,1166,219
"S01002692",828,684,144
"S01002693",506,463,43
"S01002694",704,383,321
"S01002695",587,444,143
"S01002696",702,496,206
"S01002697",889,741,148
"S01002698",704,538,166
"S01002699",511,319,192
"S01002700",892,375,517
"S01002701",885,844,41
"S01002702",595,297,298
"S01002703",1287,1011,276
"S01002704",622,479,143
"S01002705",664,425,239
"S01002706",900,454,446
"S01002707",877,401,476
"S01002708",1002,684,318
"S01002709",902,282,620
"S01002710",798,659,139
"S01002711",875,501,374
"S01002712",665,455,210
"S01002713",659,206,453
"S01002714",932,419,513
"S01002715",848,482,366
"S01002716",527,484,43
"S01002717",822,667,155
"S01002718",853,348,505
"S01002719",740,461,279
"S01002720",681,646,35
"S01002721",775,417,358
"S01002722",777,476,301
"S01002723",677,422,255
"S01002724",739,473,266
"S01002725",868,609,259
"S01002726",701,552,149
"S01002727",947,792,155
"S01002728",911,594,317
"S01002729",871,782,89
"S01002730",832,431,401
"S01002731",786,448,338
"S01002732",584,347,237
"S01002733",650,510,140
"S01002734",1078,641,437
"S01002735",1170,593,577
"S01002736",682,507,175
"S01002737",724,532,192
"S01002738",705,520,185
"S01002739",773,683,90
"S01002740",528,462,66
"S01002741",895,580,315
"S01002742",789,512,277
"S01002743",668,282,386
"S01002744",575,543,32
"S01002745",596,203,393
"S01002746",796,586,210
"S01002747",532,285,247
"S01002748",639,310,329
"S01002749",695,308,387
"S01002750",929,462,467
"S01002751",1006,523,483
"S01002752",528,340,188
"S01002753",643,611,32
"S01002754",535,444,91
"S01002755",817,263,554
"S01002756",708,282,426
"S01002757",565,409,156
"S01002758",654,355,299
"S01002759",1013,483,530
"S01002760",486,296,190
"S01002761",783,342,441
"S01002762",588,262,326
"S01002763",823,399,424
"S01002764",581,263,318
"S01002765",856,207,649
"S01002766",815,402,413
"S01002767",955,734,221
"S01002768",785,500,285
"S01002769",729,468,261
"S01002770",539,333,206
"S01002771",735,321,414
"S01002772",903,748,155
"S01002773",865,628,237
"S01002774",778,369,409
"S01002775",741,314,427
"S01002776",1020,644,376
"S01002777",981,590,391
"S01002778",727,295,432
"S01002779",629,163,466
"S01002780",876,332,544
"S01002781",839,577,262
"S01002782",779,369,410
"S01002783",1527,998,529
"S01002784",548,303,245
"S01002785",722,341,381
"S01002786",846,746,100
"S01002787",673,471,202
"S01002788",837,688,149
"S01002789",700,661,39
"S01002790",776,333,443
"S01002791",632,204,428
"S01002792",1975,1609,366
"S01002793",694,347,347
"S01002794",929,643,286
"S01002795",597,547,50
"S01002796",551,412,139
"S01002797",771,723,48
"S01002798",574,333,241
"S01002799",608,310,298
"S01002800",706,665,41
"S01002801",923,426,497
"S01002802",575,541,34
"S01002803",810,568,242
"S01002804",551,347,204
"S01002805",872,437,435
"S01002806",2496,2049,447
"S01002807",638,307,331
"S01002808",836,240,596
"S01002809",672,399,273
"S01002810",912,450,462
"S01002811",933,650,283
"S01002812",616,465,151
"S01002813",737,387,350
"S01002814",876,513,363
"S01002815",704,327,377
"S01002816",588,350,238
"S01002817",543,287,256
"S01002818",616,400,216
"S01002819",774,229,545
"S01002820",824,376,448
"S01002821",1164,590,574
"S01002822",809,320,489
"S01002823",729,263,466
"S01002824",804,578,226
"S01002825",768,468,300
"S01002826",495,290,205
"S01002827",642,380,262
"S01002828",856,451,405
"S01002829",797,391,406
"S01002830",609,369,240
"S01002831",1114,793,321
"S01002832",771,541,230
"S01002833",985,848,137
"S01002834",792,469,323
"S01002835",682,420,262
"S01002836",523,349,174
"S01002837",572,204,368
"S01002838",531,323,208
"S01002839",586,258,328
"S01002840",647,460,187
"S01002841",1161,1056,105
"S01002842",558,190,368
"S01002843",778,299,479
"S01002844",562,509,53
"S01002845",810,470,340
"S01002846",1059,840,219
"S01002847",890,607,283
"S01002848",812,510,302
"S01002849",969,673,296
"S01002850",842,556,286
"S01002851",426,306,120
"S01002852",1006,582,424
"S01002853",456,147,309
"S01002854",825,497,328
"S01002855",601,233,368
"S01002856",717,298,419
"S01002857",537,470,67
"S01002858",678,528,150
"S01002859",811,350,461
"S01002860",1070,787,283
"S01002861",882,577,305
"S01002862",588,362,226
"S01002863",737,408,329
"S01002864",643,295,348
"S01002865",954,660,294
"S01002866",1030,471,559
"S01002867",515,435,80
"S01002868",743,360,383
"S01002869",559,362,197
"S01002870",862,610,252
"S01002871",626,431,195
"S01002872",573,381,192
"S01002873",736,518,218
"S01002874",767,408,359
"S01002875",536,275,261
"S01002876",686,285,401
"S01002877",748,375,373
"S01002878",533,377,156
"S01002879",812,579,233
"S01002880",506,385,121
"S01002881",910,601,309
"S01002882",770,410,360
"S01002883",977,724,253
"S01002884",793,522,271
"S01002885",1268,1132,136
"S01002886",815,551,264
"S01002887",592,393,199
"S01002888",468,348,120
"S01002889",857,475,382
"S01002890",673,319,354
"S01002891",715,514,201
"S01002892",649,408,241
"S01002893",1126,795,331
"S01002894",755,679,76
"S01002895",562,288,274
"S01002896",681,525,156
"S01002897",586,282,304
"S01002898",982,721,261
"S01002899",528,478,50
"S01002900",675,312,363
"S01002901",788,507,281
"S01002902",732,440,292
"S01002903",852,400,452
"S01002904",705,555,150
"S01002905",735,517,218
"S01002906",807,478,329
"S01002907",606,419,187
"S01002908",755,720,35
"S01002909",763,566,197
"S01002910",1037,684,353
"S01002911",846,460,386
"S01002912",1349,1264,85
"S01002913",730,673,57
"S01002914",634,218,416
"S01002915",888,560,328
"S01002916",728,342,386
"S01002917",584,496,88
"S01002918",696,621,75
"S01002919",875,343,532
"S01002920",569,385,184
"S01002921",647,510,137
"S01002922",480,341,139
"S01002923",625,404,221
"S01002924",649,399,250
"S01002925",1402,1076,326
"S01002926",765,388,377
"S01002927",765,341,424
"S01002928",530,496,34
"S01002929",738,442,296
"S01002930",560,448,112
"S01002931",912,521,391
"S01002932",680,643,37
"S01002933",794,582,212
"S01002934",837,380,457
"S01002935",919,600,319
"S01002936",770,712,58
"S01002937",477,377,100
"S01002938",760,489,271
"S01002939",535,453,82
"S01002940",573,436,137
"S01002941",913,666,247
"S01002942",430,299,131
"S01002943",674,556,118
"S01002944",1160,851,309
"S01002945",562,460,102
"S01002946",1031,869,162
"S01002947",607,426,181
"S01002948",777,590,187
"S01002949",534,360,174
"S01002950",771,600,171
"S01002951",915,722,193
"S01002952",578,443,135
"S01002953",887,626,261
"S01002954",833,606,227
"S01002955",1125,886,239
"S01002956",758,561,197
"S01002957",882,717,165
"S01002958",564,411,153
"S01002959",945,748,197
"S01002960",623,497,126
"S01002961",779,598,181
"S01002962",608,359,249
"S01002963",807,501,306
"S01002964",638,391,247
"S01002965",889,675,214
"S01002966",558,410,148
"S01002967",875,693,182
"S01002968",1375,840,535
"S01002969",962,844,118
"S01002970",624,500,124
"S01002971",1243,1104,139
"S01002972",1123,578,545
"S01002973",765,618,147
"S01002974",1085,858,227
"S01002975",605,312,293
"S01002976",904,269,635
"S01002977",701,460,241
"S01002978",1034,865,169
"S01002979",723,487,236
"S01002980",745,393,352
"S01002981",727,624,103
"S01002982",620,555,65
"S01002983",797,371,426
"S01002984",726,500,226
"S01002985",585,468,117
"S01002986",731,349,382
"S01002987",701,255,446
"S01002988",702,552,150
"S01002989",959,229,730
"S01002990",680,173,507
"S01002991",741,638,103
"S01002992",798,370,428
"S01002993",693,497,196
"S01002994",831,217,614
"S01002995",580,102,478
"S01002996",710,209,501
"S01002997",638,123,515
"S01002998",817,560,257
"S01002999",557,140,417
"S01003000",667,554,113
"S01003001",591,446,145
"S01003002",875,542,333
"S01003003",592,450,142
"S01003004",420,263,157
"S01003005",557,374,183
"S01003006",1078,904,174
"S01003007",782,277,505
"S01003008",583,73,510
"S01003009",541,294,247
"S01003010",698,592,106
"S01003011",761,310,451
"S01003012",946,779,167
"S01003013",634,470,164
"S01003014",665,581,84
"S01003015",740,626,114
"S01003016",457,412,45
"S01003017",694,537,157
"S01003018",804,616,188
"S01003019",778,469,309
"S01003020",679,451,228
"S01003021",660,556,104
"S01003022",954,787,167
"S01003023",703,589,114
"S01003024",656,412,244
"S01003025",857,745,112
"S01003026",814,555,259
"S01003027",979,866,113
"S01003028",800,85,715
"S01003029",1093,397,696
"S01003030",1340,469,871
"S01003032",481,74,407
"S01003033",490,156,334
"S01003034",910,763,147
"S01003035",1019,249,770
"S01003036",926,130,796
"S01003037",2167,1972,195
"S01003038",888,815,73
"S01003039",893,285,608
"S01003040",880,317,563
"S01003041",711,615,96
"S01003042",611,69,542
"S01003043",579,12,567
"S01003044",1261,212,1049
"S01003045",921,113,808
"S01003046",750,382,368
"S01003047",946,197,749
"S01003048",497,106,391
"S01003049",552,88,464
"S01003050",718,654,64
"S01003051",1073,497,576
"S01003052",695,190,505
"S01003053",970,671,299
"S01003054",803,552,251
"S01003055",841,282,559
"S01003056",927,93,834
"S01003057",673,526,147
"S01003058",1144,690,454
"S01003059",902,784,118
"S01003060",1030,496,534
"S01003061",776,739,37
"S01003062",827,602,225
"S01003063",800,621,179
"S01003064",837,274,563
"S01003065",991,564,427
"S01003066",802,759,43
"S01003067",608,573,35
"S01003068",801,732,69
"S01003069",567,353,214
"S01003070",799,507,292
"S01003071",657,604,53
"S01003072",1022,418,604
"S01003073",725,544,181
"S01003074",727,672,55
"S01003075",744,507,237
"S01003076",901,58,843
"S01003077",963,460,503
"S01003078",674,527,147
"S01003079",925,782,143
"S01003080",826,637,189
"S01003081",1033,871,162
"S01003082",1164,371,793
"S01003083",1223,477,746
"S01003084",822,248,574
"S01003085",975,869,106
"S01003086",632,557,75
"S01003087",653,490,163
"S01003088",1128,193,935
"S01003089",733,662,71
"S01003090",750,518,232
"S01003091",575,453,122
"S01003092",815,549,266
"S01003093",968,434,534
"S01003094",948,754,194
"S01003095",769,698,71
"S01003096",702,603,99
"S01003097",277,124,153
"S01003098",1173,580,593
"S01003099",548,159,389
"S01003100",821,535,286
"S01003101",524,125,399
"S01003102",733,654,79
"S01003103",730,691,39
"S01003104",938,440,498
"S01003105",798,564,234
"S01003106",733,664,69
"S01003107",749,108,641
"S01003108",748,396,352
"S01003109",915,862,53
"S01003110",760,702,58
"S01003111",797,281,516
"S01003112",959,822,137
"S01003113",712,642,70
"S01003114",843,728,115
"S01003115",1065,668,397
"S01003116",874,499,375
"S01003117",776,459,317
"S01003118",531,61,470
"S01003119",616,458,158
"S01003120",1498,1369,129
"S01003121",867,339,528
"S01003122",723,503,220
"S01003123",885,747,138
"S01003124",829,556,273
"S01003125",850,497,353
"S01003126",157,33,124
"S01003127",779,613,166
"S01003128",730,332,398
"S01003129",1130,714,416
"S01003130",781,462,319
"S01003131",864,548,316
"S01003132",768,132,636
"S01003133",1296,1026,270
"S01003134",748,272,476
"S01003135",742,444,298
"S01003136",939,588,351
"S01003137",773,468,305
"S01003138",1014,367,647
"S01003139",1016,576,440
"S01003140",925,306,619
"S01003141",751,534,217
"S01003142",945,430,515
"S01003143",854,665,189
"S01003144",896,533,363
"S01003145",624,414,210
"S01003146",658,346,312
"S01003147",832,561,271
"S01003148",686,479,207
"S01003149",855,527,328
"S01003150",725,103,622
"S01003151",793,609,184
"S01003152",908,522,386
"S01003153",709,631,78
"S01003154",957,477,480
"S01003155",1358,1255,103
"S01003156",834,457,377
"S01003157",1099,441,658
"S01003158",618,38,580
"S01003159",188,54,134
"S01003160",661,296,365
"S01003161",629,430,199
"S01003162",614,307,307
"S01003163",709,579,130
"S01003164",813,614,199
"S01003165",940,583,357
"S01003166",627,365,262
"S01003167",956,471,485
"S01003168",831,481,350
"S01003169",2391,2052,339
"S01003170",985,866,119
"S01003171",719,599,120
"S01003172",749,351,398
"S01003173",532,279,253
"S01003174",805,344,461
"S01003175",823,174,649
"S01003176",821,460,361
"S01003177",945,784,161
"S01003178",896,458,438
"S01003179",719,326,393
"S01003180",665,619,46
"S01003181",894,418,476
"S01003182",801,341,460
"S01003183",667,336,331
"S01003184",834,220,614
"S01003185",611,245,366
"S01003186",861,758,103
"S01003187",1027,694,333
"S01003188",976,249,727
"S01003189",837,375,462
"S01003190",717,165,552
"S01003191",535,79,456
"S01003192",779,256,523
"S01003193",1687,1274,413
"S01003194",725,307,418
"S01003195",711,659,52
"S01003196",978,872,106
"S01003197",793,659,134
"S01003198",959,307,652
"S01003199",940,789,151
"S01003200",733,294,439
"S01003201",243,56,187
"S01003202",1040,287,753
"S01003203",876,583,293
"S01003204",945,509,436
"S01003205",747,234,513
"S01003206",781,132,649
"S01003207",815,527,288
"S01003208",1249,292,957
"S01003209",572,422,150
"S01003210",873,743,130
"S01003211",870,632,238
"S01003212",692,595,97
"S01003213",544,257,287
"S01003214",716,497,219
"S01003215",904,381,523
"S01003216",690,479,211
"S01003217",707,138,569
"S01003218",685,424,261
"S01003219",746,547,199
"S01003220",813,495,318
"S01003221",889,339,550
"S01003222",824,445,379
"S01003223",814,181,633
"S01003224",651,618,33
"S01003225",668,226,442
"S01003226",753,263,490
"S01003227",1617,700,917
"S01003228",1260,630,630
"S01003229",892,794,98
"S01003230",907,627,280
"S01003231",878,542,336
"S01003232",905,187,718
"S01003233",923,862,61
"S01003234",876,703,173
"S01003235",796,622,174
"S01003236",705,400,305
"S01003237",915,516,399
"S01003238",710,512,198
"S01003239",1008,590,418
"S01003240",705,574,131
"S01003241",780,687,93
"S01003242",1044,597,447
"S01003243",865,621,244
"S01003244",958,490,468
"S01003245",1195,220,975
"S01003246",941,204,737
"S01003247",781,274,507
"S01003248",1100,427,673
"S01003249",718,312,406
"S01003250",599,414,185
"S01003251",828,153,675
"S01003252",573,545,28
"S01003253",979,113,866
