dz_2011,total,house,nonhouse
S01007507,1489,1369,120
S01007508,696,658,38
S01007509,719,714,5
S01007510,997,920,77
S01007511,1148,1114,34
S01007512,526,502,24
S01007513,1297,1154,143
S01007514,616,473,143
S01007515,657,618,39
S01007516,818,734,84
S01007517,501,449,52
S01007518,1012,972,40
S01007519,495,483,12
S01007520,978,933,45
S01007521,670,652,18
S01007522,1090,1029,61
S01007523,540,526,14
S01007524,897,826,71
S01007525,504,495,9
S01007526,903,589,314
S01007527,1372,1316,56
S01007528,949,743,206
S01007529,864,789,75
S01007530,524,521,3
S01007531,765,736,29
S01007532,597,579,18
S01007533,858,792,66
S01007534,1450,1102,348
S01007535,951,827,124
S01007536,1024,891,133
S01007537,1655,1331,324
S01007538,1078,1053,25
S01007539,823,801,22
S01007540,837,718,119
S01007541,1179,1126,53
S01007542,980,715,265
S01007543,1284,1232,52
S01007544,1240,1212,28
S01007545,1520,1501,19
S01007546,663,662,1
S01007547,549,536,13
S01007548,943,920,23
S01007549,765,747,18
S01007550,1225,1181,44
S01007551,1294,1268,26
S01007552,1042,911,131
S01007553,1059,997,62
S01007554,840,818,22
S01007555,766,750,16
S01007556,702,604,98
S01007557,1131,945,186
S01007558,480,475,5
S01007559,862,842,20
S01007560,1179,1106,73
S01007561,1070,1011,59
S01007562,851,841,10
S01007563,1105,1088,17
S01007564,1270,1182,88
S01007565,1142,1112,30
S01007566,805,789,16
S01007567,588,584,4
S01007568,745,717,28
S01007569,1222,1142,80
S01007570,1077,1050,27
S01007571,539,520,19
S01007572,1693,1534,159
S01007573,84,83,1
S01007574,2322,2272,50
S01007575,854,675,179
S01007576,1025,587,438
S01007577,893,584,309
S01007578,834,543,291
S01007579,663,521,142
S01007580,964,689,275
S01007581,628,456,172
S01007582,873,695,178
S01007583,1310,360,950
S01007584,995,732,263
S01007585,1087,975,112
S01007586,1155,845,310
S01007587,623,523,100
S01007588,905,852,53
S01007589,1108,588,520
S01007590,661,633,28
S01007591,1176,868,308
S01007592,1130,681,449
S01007593,1108,1019,89
S01007594,799,799,0
S01007595,977,961,16
S01007596,714,668,46
S01007597,646,639,7
S01007598,1107,1065,42
S01007599,808,787,21
S01007600,981,771,210
S01007601,631,560,71
S01007602,958,934,24
S01007603,923,894,29
S01007604,1020,1006,14
S01007605,1153,1127,26
S01007606,614,522,92
S01007607,927,921,6
S01007608,958,926,32
S01007609,981,493,488
S01007610,671,255,416
S01007611,1147,359,788
S01007612,1037,341,696
S01007613,972,771,201
S01007614,1111,1033,78
S01007615,1306,963,343
S01007616,917,455,462
S01007617,671,629,42
S01007618,781,740,41
S01007619,735,716,19
S01007620,822,788,34
S01007621,898,889,9
S01007622,1331,1313,18
S01007623,608,598,10
S01007624,741,736,5
S01007625,690,684,6
S01007626,650,636,14
S01007627,547,441,106
S01007628,877,798,79
S01007629,857,840,17
S01007630,809,791,18
S01007631,625,610,15
S01007632,1673,1557,116
S01007633,1549,1450,99
S01007634,803,786,17
S01007635,935,925,10
S01007636,1361,1178,183
S01007637,1375,1196,179
S01007638,1019,742,277
S01007639,1087,1044,43
S01007640,722,712,10
S01007641,854,830,24
S01007642,1107,951,156
S01007643,1061,947,114
S01007644,1094,1014,80
S01007645,895,880,15
S01007646,576,543,33
S01007647,1018,790,228
S01007648,1086,887,199
S01007649,729,690,39
S01007650,1055,1044,11
S01007651,713,712,1
S01007652,869,809,60
S01007653,1159,1137,22
S01007654,1245,1173,72
S01007655,780,774,6
S01007656,933,912,21
S01007657,584,565,19
S01007658,686,677,9
S01007659,1055,1024,31
S01007660,1289,1134,155
S01007661,897,674,223
S01007662,1070,836,234
S01007663,1133,1071,62
S01007664,578,469,109
S01007665,745,731,14
S01007666,502,497,5
S01007667,717,707,10
S01007668,1224,1167,57
S01007669,642,504,138
S01007670,1121,1038,83
S01007671,832,821,11
S01007672,1002,994,8
S01007673,697,657,40
S01007674,1149,1122,27
S01007675,801,785,16
S01007676,567,565,2
S01007677,274,255,19
S01007678,823,766,57
S01007679,1045,937,108
S01007680,916,903,13
S01007681,503,492,11
S01007682,998,737,261
S01007683,1045,865,180
S01007684,1153,965,188
S01007685,905,739,166
S01007686,1091,762,329
S01007687,936,432,504
S01007688,1211,320,891
S01007689,579,149,430
S01007690,1107,276,831
S01007691,1700,263,1437
S01007692,1036,230,806
S01007693,879,64,815
S01007694,890,289,601
S01007695,1031,117,914
S01007696,1033,205,828
S01007697,1329,239,1090
S01007698,1275,286,989
S01007699,808,176,632
S01007700,971,619,352
S01007701,451,38,413
S01007702,757,213,544
S01007703,1176,460,716
S01007704,1316,180,1136
S01007705,845,25,820
S01007706,1031,24,1007
S01007707,1285,214,1071
S01007708,1038,305,733
S01007709,779,243,536
S01007710,2167,259,1908
S01007711,1253,204,1049
S01007712,993,179,814
S01007713,561,222,339
S01007714,637,319,318
S01007715,733,239,494
S01007716,1140,222,918
S01007717,997,250,747
S01007718,957,113,844
S01007719,1534,309,1225
S01007720,1091,412,679
S01007721,1085,283,802
S01007722,940,111,829
S01007723,1020,68,952
S01007724,800,104,696
S01007725,1343,163,1180
S01007726,858,210,648
S01007727,1007,267,740
S01007728,1212,205,1007
S01007729,1002,91,911
S01007730,985,125,860
S01007731,729,146,583
S01007732,908,156,752
S01007733,853,652,201
S01007734,821,667,154
S01007735,827,745,82
S01007736,844,563,281
S01007737,1140,445,695
S01007738,1112,734,378
S01007739,819,450,369
S01007740,675,439,236
S01007741,899,516,383
S01007742,729,438,291
S01007743,895,457,438
S01007744,766,348,418
S01007745,989,460,529
S01007746,889,598,291
S01007747,815,471,344
S01007748,704,286,418
S01007749,845,820,25
S01007750,909,837,72
S01007751,737,577,160
S01007752,1109,691,418
S01007753,961,662,299
S01007754,1313,1093,220
S01007755,877,590,287
S01007756,955,753,202
S01007757,1311,1273,38
S01007758,1040,650,390
S01007759,1242,339,903
S01007760,920,646,274
S01007761,849,614,235
S01007762,761,241,520
S01007763,772,407,365
S01007764,895,861,34
S01007765,969,940,29
S01007766,1083,1047,36
S01007767,1000,938,62
S01007768,765,398,367
S01007769,784,668,116
S01007770,812,680,132
S01007771,823,793,30
S01007772,1185,796,389
S01007773,734,721,13
S01007774,146,144,2
S01007775,1191,1088,103
S01007776,591,536,55
S01007777,562,540,22
S01007778,2295,2264,31
S01007779,774,712,62
S01007780,795,754,41
S01007781,796,734,62
S01007782,709,329,380
S01007783,873,645,228
S01007784,1006,777,229
S01007785,507,209,298
S01007786,900,862,38
S01007787,804,626,178
S01007788,832,485,347
S01007789,1151,1057,94
S01007790,1864,1338,526
S01007791,1135,1100,35
S01007792,998,906,92
S01007793,1046,439,607
S01007794,1109,813,296
S01007795,712,273,439
S01007796,692,341,351
S01007797,635,395,240
S01007798,778,748,30
S01007799,418,375,43
S01007800,995,871,124
S01007801,833,547,286
S01007802,634,538,96
S01007803,1468,1042,426
S01007804,846,721,125
S01007805,928,853,75
S01007806,888,590,298
S01007807,894,827,67
S01007808,933,856,77
S01007809,1249,1214,35
S01007810,983,869,114
S01007811,871,861,10
S01007812,850,835,15
S01007813,1108,1007,101
S01007814,854,643,211
S01007815,1099,1083,16
S01007816,669,654,15
S01007817,826,664,162
S01007818,950,844,106
S01007819,803,758,45
S01007820,1062,932,130
S01007821,793,550,243
S01007822,966,777,189
S01007823,789,649,140
S01007824,1125,904,221
S01007825,1294,836,458
S01007826,573,365,208
S01007827,661,343,318
S01007828,1161,286,875
S01007829,763,335,428
S01007830,1072,303,769
S01007831,1054,303,751
S01007832,951,354,597
S01007833,983,334,649
S01007834,742,97,645
S01007835,784,453,331
S01007836,739,571,168
S01007837,1260,1041,219
S01007838,973,795,178
S01007839,1025,626,399
S01007840,902,340,562
S01007841,951,526,425
S01007842,1215,449,766
S01007843,944,315,629
S01007844,1291,661,630
S01007845,995,526,469
S01007846,852,663,189
S01007847,1474,892,582
S01007848,1070,358,712
S01007849,1112,548,564
S01007850,754,729,25
S01007851,1035,723,312
S01007852,1256,704,552
S01007853,807,211,596
S01007854,1236,508,728
S01007855,658,169,489
S01007856,989,815,174
S01007857,595,511,84
S01007858,2126,1849,277
S01007859,1503,1316,187
S01007860,1165,1049,116
S01007861,1067,927,140
S01007862,1067,868,199
S01007863,895,364,531
S01007864,938,704,234
S01007865,1398,1303,95
S01007866,586,584,2
S01007867,1364,1245,119
S01007868,2028,1871,157
S01007869,2129,1945,184
S01007870,634,609,25
S01007871,1111,1027,84
S01007872,795,551,244
S01007873,729,517,212
S01007874,887,530,357
S01007875,764,733,31
S01007876,1009,952,57
S01007877,888,768,120
S01007878,653,477,176
S01007879,1132,1017,115
S01007880,460,410,50
S01007881,656,519,137
S01007882,1605,1566,39
S01007883,1204,994,210
S01007884,953,877,76
S01007885,976,629,347
S01007886,1168,885,283
S01007887,717,647,70
S01007888,1070,1037,33
S01007889,1119,1027,92
S01007890,695,669,26
S01007891,1333,1194,139
S01007892,1157,983,174
S01007893,1309,1209,100
S01007894,1050,969,81
S01007895,771,588,183
S01007896,1110,698,412
S01007897,1602,1490,112
S01007898,758,728,30
S01007899,502,458,44
S01007900,549,547,2
S01007901,801,778,23
S01007902,980,949,31
S01007903,803,644,159
S01007904,787,740,47
S01007905,827,812,15
S01007906,824,537,287
S01007907,780,675,105
S01007908,1296,1030,266
S01007909,719,695,24
S01007910,1111,723,388
S01007911,1094,851,243
S01007912,865,702,163
S01007913,1069,521,548
S01007914,744,672,72
S01007915,961,888,73
S01007916,1027,770,257
S01007917,1195,901,294
S01007918,1014,744,270
S01007919,949,881,68
S01007920,615,591,24
S01007921,1136,1044,92
S01007922,1361,1151,210
S01007923,1264,1165,99
S01007924,1126,794,332
S01007925,665,632,33
S01007926,917,887,30
S01007927,617,607,10
S01007928,1168,1110,58
S01007929,1612,1530,82
S01007930,722,699,23
S01007931,1345,1194,151
S01007932,831,730,101
S01007933,1339,1217,122
S01007934,720,652,68
S01007935,1271,745,526
S01007936,1233,1146,87
S01007937,1503,1406,97
S01007938,837,449,388
S01007939,1016,837,179
S01007940,1719,1476,243
S01007941,631,621,10
S01007942,508,411,97
S01007943,970,814,156
S01007944,1026,823,203
S01007945,1202,818,384
S01007946,1032,740,292
S01007947,1048,832,216
S01007948,760,531,229
S01007949,954,718,236
S01007950,1135,1025,110
S01007951,1005,736,269
S01007952,847,521,326
S01007953,1022,746,276
S01007954,728,481,247
S01007955,1250,1216,34
S01007956,999,983,16
S01007957,1230,1023,207
S01007958,985,498,487
S01007959,1465,1294,171
S01007960,607,515,92
S01007961,1165,1074,91
S01007962,1096,924,172
S01007963,1158,751,407
S01007964,890,723,167
S01007965,774,445,329
S01007966,1090,951,139
S01007967,860,753,107
S01007968,1038,918,120
S01007969,840,640,200
S01007970,1062,823,239
S01007971,1027,735,292
S01007972,1126,1002,124
S01007973,867,827,40
S01007974,917,334,583
S01007975,655,533,122
S01007976,1085,390,695
S01007977,645,442,203
S01007978,826,356,470
S01007979,903,662,241
S01007980,816,628,188
S01007981,755,697,58
S01007982,695,596,99
S01007983,1415,1164,251
S01007984,896,765,131
S01007985,923,678,245
S01007986,675,660,15
S01007987,1033,952,81
S01007988,906,889,17
S01007989,722,705,17
S01007990,1253,1206,47
S01007991,1003,993,10
S01007992,1058,1043,15
S01007993,908,899,9
S01007994,659,657,2
S01007995,721,703,18
S01007996,338,328,10
S01007997,669,649,20
S01007998,590,459,131
S01007999,801,736,65
S01008000,868,812,56
S01008001,916,769,147
S01008002,1039,849,190
S01008003,690,576,114
S01008004,122,99,23
S01008005,95,74,21
S01008006,864,694,170
S01008007,570,286,284
S01008008,787,694,93
S01008009,1021,702,319
S01008010,1309,930,379
S01008011,846,218,628
S01008012,966,296,670
S01008013,742,284,458
S01008014,800,478,322
S01008015,832,244,588
S01008016,781,238,543
S01008017,879,841,38
S01008018,944,758,186
S01008019,953,673,280
S01008020,891,488,403
S01008021,699,581,118
S01008022,844,821,23
S01008023,1735,1675,60
S01008024,951,916,35
S01008025,891,826,65
S01008026,1280,922,358
S01008027,807,483,324
S01008028,585,518,67
S01008029,3643,3479,164
S01008030,2233,2115,118
S01008031,1573,1347,226
S01008032,1238,1157,81
S01008033,1166,1152,14
S01008034,1176,1123,53
S01008035,1020,944,76
S01008036,669,662,7
S01008037,1446,1237,209
S01008038,999,863,136
S01008039,1079,846,233
S01008040,752,745,7
S01008041,1074,622,452
S01008042,862,672,190
S01008043,1364,1198,166
S01008044,1192,947,245
S01008045,1313,1024,289
S01008046,1157,514,643
S01008047,697,683,14
S01008048,662,656,6
S01008049,1023,943,80
S01008050,682,620,62
S01008051,1229,1218,11
S01008052,829,815,14
S01008053,959,774,185
S01008054,769,521,248
S01008055,1049,1041,8
S01008056,1204,1057,147
S01008057,1358,1170,188
S01008058,895,813,82
S01008059,678,662,16
S01008060,1736,1722,14
S01008061,887,796,91
S01008062,997,988,9
S01008063,874,824,50
S01008064,1013,713,300
S01008065,1219,1147,72
S01008066,1022,967,55
S01008067,691,574,117
S01008068,1203,1180,23
S01008069,1201,1069,132
S01008070,1125,1106,19
S01008071,966,940,26
S01008072,1255,778,477
S01008073,471,422,49
S01008074,972,964,8
S01008075,613,609,4
S01008076,1003,752,251
S01008077,1003,841,162
S01008078,860,742,118
S01008079,905,891,14
S01008080,808,781,27
S01008081,703,562,141
S01008082,1032,977,55
S01008083,839,830,9
S01008084,1033,956,77
S01008085,1314,1263,51
S01008086,1256,1148,108
S01008087,1136,1132,4
S01008088,917,832,85
S01008089,997,990,7
S01008090,771,656,115
S01008091,513,493,20
S01008092,1138,1047,91
S01008093,900,868,32
S01008094,725,721,4
S01008095,1093,982,111
S01008096,790,741,49
S01008097,897,747,150
S01008098,750,746,4
S01008099,521,514,7
S01008100,1035,893,142
S01008101,1184,851,333
S01008102,749,680,69
S01008103,706,236,470
S01008104,1022,746,276
S01008105,1211,914,297
S01008106,1742,1406,336
S01008107,1301,1186,115
S01008108,936,915,21
S01008109,940,934,6
S01008110,941,890,51
S01008111,869,809,60
S01008112,947,940,7
S01008113,1002,900,102
S01008114,899,887,12
S01008115,913,856,57
S01008116,1116,1096,20
S01008117,800,786,14
S01008118,1351,1307,44
S01008119,784,681,103
S01008120,707,516,191
S01008121,662,638,24
S01008122,1128,951,177
S01008123,1063,909,154
S01008124,1012,988,24
S01008125,1170,995,175
S01008126,935,931,4
S01008127,489,483,6
S01008128,1098,1026,72
S01008129,980,678,302
S01008130,1146,610,536
S01008131,766,367,399
S01008132,1106,1035,71
S01008133,829,524,305
S01008134,703,259,444
S01008135,1524,985,539
S01008136,1419,691,728
S01008137,1426,820,606
S01008138,1051,805,246
S01008139,1086,953,133
S01008140,741,504,237
S01008141,1168,1151,17
S01008142,974,959,15
S01008143,1167,912,255
S01008144,1019,981,38
S01008145,1018,756,262
S01008146,649,399,250
S01008147,901,883,18
S01008148,915,820,95
S01008149,960,770,190
S01008150,1409,1135,274
S01008151,1030,800,230
S01008152,1241,1088,153
S01008153,795,717,78
S01008154,1050,952,98
S01008155,836,782,54
S01008156,1062,912,150
S01008157,1083,983,100
S01008158,1002,941,61
S01008159,1208,797,411
S01008160,1366,1157,209
S01008161,1443,1358,85
S01008162,1261,1042,219
S01008163,894,573,321
S01008164,650,337,313
S01008165,855,812,43
S01008166,1322,1236,86
S01008167,1579,1274,305
S01008168,1096,881,215
S01008169,1474,1358,116
S01008170,708,612,96
S01008171,909,386,523
S01008172,557,543,14
S01008173,785,772,13
S01008174,532,480,52
S01008175,750,373,377
S01008176,1490,1178,312
S01008177,864,308,556
S01008178,640,585,55
S01008179,391,380,11
S01008180,473,452,21
S01008181,678,595,83
S01008182,1253,308,945
S01008183,968,410,558
S01008184,881,181,700
S01008185,1235,255,980
S01008186,853,209,644
S01008187,699,310,389
S01008188,1467,377,1090
S01008189,1062,830,232
S01008190,1035,833,202
S01008191,1446,1306,140
S01008192,1052,593,459
S01008193,936,674,262
S01008194,636,385,251
S01008195,1148,627,521
S01008196,923,666,257
S01008197,1894,1633,261
S01008198,693,626,67
S01008199,776,743,33
S01008200,867,709,158
S01008201,1327,943,384
S01008202,803,651,152
S01008203,556,194,362
S01008204,2710,2297,413
S01008205,771,757,14
S01008206,1604,1429,175
S01008207,824,736,88
S01008208,1026,851,175
S01008209,686,608,78
S01008210,1407,878,529
S01008211,991,684,307
S01008212,712,698,14
S01008213,1019,1005,14
S01008214,831,686,145
S01008215,1099,1000,99
S01008216,770,755,15
S01008217,663,586,77
S01008218,2149,1876,273
S01008219,1165,754,411
S01008220,644,579,65
S01008221,832,264,568
S01008222,722,495,227
S01008223,597,518,79
S01008224,907,885,22
S01008225,786,738,48
S01008226,755,598,157
S01008227,986,848,138
S01008228,791,619,172
S01008229,1317,1165,152
S01008230,811,776,35
S01008231,640,504,136
S01008232,244,242,2
S01008233,1740,1608,132
S01008234,2097,1954,143
S01008235,929,889,40
S01008236,1009,861,148
S01008237,929,837,92
S01008238,1038,968,70
S01008239,760,747,13
S01008240,1386,1303,83
S01008241,1039,970,69
S01008242,1211,1191,20
S01008243,1134,1116,18
S01008244,1047,980,67
S01008245,1133,1097,36
S01008246,1218,1188,30
S01008247,982,978,4
S01008248,1309,1236,73
S01008249,883,850,33
S01008250,1117,981,136
S01008251,1038,1015,23
S01008252,1110,1013,97
S01008253,834,740,94
S01008254,1240,1087,153
S01008255,1005,947,58
S01008256,1033,714,319
S01008257,856,557,299
S01008258,1289,1105,184
S01008259,1455,1052,403
S01008260,1054,859,195
S01008261,1197,1175,22
S01008262,914,873,41
S01008263,760,546,214
S01008264,919,830,89
S01008265,706,625,81
S01008266,1061,989,72
S01008267,808,782,26
S01008268,827,500,327
S01008269,1066,859,207
S01008270,1157,685,472
S01008271,744,264,480
S01008272,1002,875,127
S01008273,1026,857,169
S01008274,930,687,243
S01008275,682,459,223
S01008276,681,629,52
S01008277,692,664,28
S01008278,774,724,50
S01008279,733,604,129
S01008280,1268,1044,224
S01008281,830,794,36
S01008282,756,718,38
S01008283,1291,1177,114
S01008284,1651,1624,27
S01008285,754,433,321
S01008286,1345,1213,132
S01008287,850,701,149
S01008288,1000,658,342
S01008289,768,338,430
S01008290,987,496,491
S01008291,1084,870,214
S01008292,1640,1489,151
S01008293,1182,1167,15
S01008294,730,719,11
S01008295,1211,1116,95
S01008296,932,800,132
S01008297,626,471,155
S01008298,1079,926,153
S01008299,1177,704,473
S01008300,940,659,281
S01008301,1015,971,44
S01008302,940,931,9
S01008303,788,388,400
S01008304,476,349,127
S01008305,791,758,33
S01008306,611,578,33
S01008307,754,693,61
S01008308,566,554,12
S01008309,911,375,536
S01008310,949,637,312
S01008311,728,462,266
S01008312,720,397,323
S01008313,970,524,446
S01008314,939,331,608
S01008315,748,145,603
S01008316,943,720,223
S01008317,738,502,236
S01008318,1578,1474,104
S01008319,614,244,370
S01008320,633,514,119
S01008321,729,724,5
S01008322,1906,1436,470
S01008323,881,609,272
S01008324,651,554,97
S01008325,1229,1102,127
S01008326,1164,801,363
S01008327,1094,931,163
S01008328,935,909,26
S01008329,1038,1027,11
S01008330,1088,1071,17
S01008331,785,698,87
S01008332,1039,882,157
S01008333,1114,915,199
S01008334,995,715,280
S01008335,1012,691,321
S01008336,1000,654,346
S01008337,906,789,117
S01008338,876,854,22
S01008339,629,620,9
S01008340,929,874,55
S01008341,700,696,4
S01008342,1167,992,175
S01008343,1115,1024,91
S01008344,872,692,180
S01008345,1273,1141,132
S01008346,1102,1081,21
S01008347,1228,835,393
S01008348,976,753,223
S01008349,1437,1249,188
S01008350,760,684,76
S01008351,1060,980,80
S01008352,926,895,31
S01008353,525,436,89
S01008354,1110,1056,54
S01008355,1123,962,161
S01008356,884,822,62
S01008357,908,769,139
S01008358,870,766,104
S01008359,772,706,66
S01008360,1338,1259,79
S01008361,786,751,35
S01008362,1158,1048,110
S01008363,829,795,34
S01008364,818,677,141
S01008365,972,871,101
S01008366,951,734,217
S01008367,966,548,418
S01008368,905,672,233
S01008369,782,684,98
S01008370,692,480,212
S01008371,913,910,3
S01008372,927,920,7
S01008373,1199,1194,5
S01008374,877,804,73
S01008375,789,786,3
S01008376,655,467,188
S01008377,944,753,191
S01008378,1103,926,177
S01008379,530,524,6
S01008380,649,646,3
S01008381,1070,1066,4
S01008382,921,913,8
S01008383,619,595,24
S01008384,968,956,12
S01008385,674,657,17
S01008386,951,941,10
S01008387,871,845,26
S01008388,637,630,7
S01008389,725,538,187
S01008390,732,724,8
S01008391,785,559,226
S01008392,906,817,89
S01008393,912,700,212
S01008394,1108,1068,40
S01008395,832,778,54
S01008396,807,606,201
S01008397,996,985,11
S01008398,907,814,93
S01008399,700,395,305
S01008400,1101,1023,78
S01008401,1258,1053,205
S01008402,1092,904,188
S01008403,984,843,141
S01008404,1006,939,67
S01008405,878,778,100
S01008406,1188,894,294
S01008407,522,358,164
S01008408,806,751,55
S01008409,1057,758,299
S01008410,835,735,100
S01008411,1121,878,243
S01008412,706,631,75
S01008413,690,467,223
S01008414,660,650,10
S01008415,1058,800,258
S01008416,1164,700,464
S01008417,726,626,100
S01008418,692,475,217
S01008419,500,397,103
S01008420,569,485,84
S01008421,858,696,162
S01008422,972,843,129
S01008423,1063,989,74
S01008424,1120,1087,33
S01008425,1047,1029,18
S01008426,1163,1093,70
S01008427,1249,1219,30
S01008428,884,736,148
S01008429,913,873,40
S01008430,1117,966,151
S01008431,1067,936,131
S01008432,1116,996,120
S01008433,807,765,42
S01008434,1043,1000,43
S01008435,1083,1064,19
S01008436,1025,788,237
S01008437,788,500,288
S01008438,581,489,92
S01008439,1112,1035,77
S01008440,1143,1011,132
S01008441,1014,855,159
S01008442,766,532,234
S01008443,582,518,64
S01008444,703,584,119
S01008445,1066,784,282
S01008446,1359,1072,287
S01008447,675,563,112
S01008448,879,761,118
S01008449,964,446,518
S01008450,555,85,470
S01008451,1018,446,572
S01008452,979,95,884
S01008453,956,113,843
S01008454,1339,800,539
S01008455,1254,123,1131
S01008456,1236,50,1186
S01008457,1038,157,881
S01008458,995,508,487
S01008459,815,90,725
S01008460,1227,203,1024
S01008461,1018,145,873
S01008462,694,303,391
S01008463,937,134,803
S01008464,921,135,786
S01008465,953,207,746
S01008466,840,178,662
S01008467,887,242,645
S01008468,948,407,541
S01008469,804,498,306
S01008470,992,489,503
S01008471,858,135,723
S01008472,811,440,371
S01008473,700,350,350
S01008474,832,165,667
S01008475,1033,114,919
S01008476,779,106,673
S01008477,1167,80,1087
S01008478,984,100,884
S01008479,1090,124,966
S01008480,534,308,226
S01008481,983,780,203
S01008482,859,488,371
S01008483,832,303,529
S01008484,952,627,325
S01008485,1203,864,339
S01008486,867,446,421
S01008487,961,283,678
S01008488,1303,67,1236
S01008489,874,224,650
S01008490,1159,152,1007
S01008491,935,52,883
S01008492,944,47,897
S01008493,913,147,766
S01008494,837,57,780
S01008495,1059,19,1040
S01008496,1160,15,1145
S01008497,927,45,882
S01008498,764,55,709
S01008499,1123,31,1092
S01008500,398,8,390
S01008501,835,112,723
