dz_2011,total,owned,nonowned
S01006506,747,582,165
S01006507,1092,761,331
S01006508,858,738,120
S01006509,715,475,240
S01006510,702,506,196
S01006511,959,777,182
S01006512,383,333,50
S01006513,1006,955,51
S01006514,1076,901,175
S01006515,1168,1031,137
S01006516,886,622,264
S01006517,1049,884,165
S01006518,1045,788,257
S01006519,850,747,103
S01006520,897,670,227
S01006521,490,441,49
S01006522,560,522,38
S01006523,1337,1209,128
S01006524,1223,784,439
S01006525,1305,1014,291
S01006526,1487,779,708
S01006527,1346,661,685
S01006528,1125,586,539
S01006529,1028,597,431
S01006530,1179,598,581
S01006531,1273,583,690
S01006532,776,666,110
S01006533,823,742,81
S01006534,944,803,141
S01006535,1062,863,199
S01006536,1245,956,289
S01006537,847,821,26
S01006538,686,658,28
S01006539,951,891,60
S01006540,1254,1099,155
S01006541,990,860,130
S01006542,955,855,100
S01006543,1007,939,68
S01006544,902,809,93
S01006545,1108,894,214
S01006546,1131,1058,73
S01006547,1409,849,560
S01006548,770,760,10
S01006549,808,762,46
S01006550,1222,1144,78
S01006551,921,483,438
S01006552,1099,943,156
S01006553,978,718,260
S01006554,907,522,385
S01006555,840,363,477
S01006556,1032,501,531
S01006557,862,338,524
S01006558,880,713,167
S01006559,639,552,87
S01006560,987,849,138
S01006561,891,841,50
S01006562,1008,777,231
S01006563,1026,826,200
S01006564,1172,473,699
S01006565,1201,571,630
S01006566,843,616,227
S01006567,1149,413,736
S01006568,1096,716,380
S01006569,749,485,264
S01006570,867,698,169
S01006571,1168,894,274
S01006572,1284,1100,184
S01006573,706,580,126
S01006574,929,761,168
S01006575,1137,1025,112
S01006576,869,678,191
S01006577,919,714,205
S01006578,1455,973,482
S01006579,1299,833,466
S01006580,806,625,181
S01006581,1222,1111,111
S01006582,526,254,272
S01006583,964,542,422
S01006584,872,571,301
S01006585,809,245,564
S01006586,793,303,490
S01006587,464,167,297
S01006588,650,298,352
S01006589,1003,321,682
S01006590,543,335,208
S01006591,530,359,171
S01006592,434,352,82
S01006593,551,356,195
S01006594,761,535,226
S01006595,722,494,228
S01006596,882,647,235
S01006597,810,537,273
S01006598,1053,920,133
S01006599,1036,616,420
S01006600,1283,958,325
S01006601,947,680,267
S01006602,934,814,120
S01006603,1369,772,597
S01006604,936,632,304
S01006605,868,342,526
S01006606,1367,1066,301
S01006607,1302,829,473
S01006608,869,799,70
S01006609,1343,862,481
S01006610,752,323,429
S01006611,1183,625,558
S01006612,995,724,271
S01006613,474,449,25
S01006614,929,889,40
S01006615,445,426,19
S01006616,811,789,22
S01006617,1018,875,143
S01006618,568,549,19
S01006619,995,847,148
S01006620,1146,987,159
S01006621,831,719,112
S01006622,655,629,26
S01006623,1436,820,616
S01006624,750,463,287
S01006625,858,479,379
S01006626,839,343,496
S01006627,665,405,260
S01006628,1110,640,470
S01006629,882,354,528
S01006630,824,404,420
S01006631,1129,542,587
S01006632,960,218,742
S01006633,967,352,615
S01006634,804,145,659
S01006635,975,294,681
S01006636,980,188,792
S01006637,537,270,267
S01006638,1061,504,557
S01006639,938,343,595
S01006640,201,38,163
S01006641,898,422,476
S01006642,805,386,419
S01006643,1026,551,475
S01006644,590,208,382
S01006645,1185,321,864
S01006646,982,365,617
S01006647,671,172,499
S01006648,1083,441,642
S01006649,696,200,496
S01006650,909,448,461
S01006651,725,275,450
S01006652,678,340,338
S01006653,714,575,139
S01006654,861,353,508
S01006655,333,243,90
S01006656,888,472,416
S01006657,595,297,298
S01006658,1179,349,830
S01006659,895,623,272
S01006660,639,145,494
S01006661,726,501,225
S01006662,636,122,514
S01006663,938,393,545
S01006664,417,254,163
S01006665,699,385,314
S01006666,1321,179,1142
S01006667,1054,216,838
S01006668,757,380,377
S01006669,866,246,620
S01006670,471,224,247
S01006671,538,223,315
S01006672,767,187,580
S01006673,729,200,529
S01006674,930,107,823
S01006675,520,70,450
S01006676,763,142,621
S01006677,697,235,462
S01006678,1092,314,778
S01006679,884,693,191
S01006680,801,122,679
S01006681,1022,503,519
S01006682,812,154,658
S01006683,1164,545,619
S01006684,708,323,385
S01006685,807,331,476
S01006686,931,412,519
S01006687,987,513,474
S01006688,1064,722,342
S01006689,297,266,31
S01006690,772,548,224
S01006691,873,594,279
S01006692,918,743,175
S01006693,1130,722,408
S01006694,1219,428,791
S01006695,750,507,243
S01006696,1116,471,645
S01006697,1122,443,679
S01006698,913,383,530
S01006699,820,579,241
S01006700,1319,799,520
S01006701,1102,460,642
S01006702,996,543,453
S01006703,804,365,439
S01006704,896,350,546
S01006705,1004,464,540
S01006706,854,348,506
S01006707,772,283,489
S01006708,892,444,448
S01006709,1107,622,485
S01006710,1164,764,400
S01006711,1146,659,487
S01006712,664,416,248
S01006713,997,478,519
S01006714,934,538,396
S01006715,1104,329,775
S01006716,654,274,380
S01006717,1060,550,510
S01006718,713,299,414
S01006719,1015,514,501
S01006720,786,378,408
S01006721,1005,551,454
S01006722,852,440,412
S01006723,1008,607,401
S01006724,1262,245,1017
S01006725,1029,444,585
S01006726,987,134,853
S01006727,1130,290,840
S01006728,944,547,397
S01006729,863,218,645
S01006730,779,520,259
S01006731,557,274,283
S01006732,917,706,211
S01006733,945,854,91
S01006734,1078,992,86
S01006735,952,890,62
S01006736,920,850,70
S01006737,822,709,113
S01006738,655,500,155
S01006739,525,466,59
S01006740,1067,652,415
S01006741,807,486,321
S01006742,507,356,151
S01006743,968,626,342
S01006744,661,520,141
S01006745,1061,571,490
S01006746,732,483,249
S01006747,1077,888,189
S01006748,1053,863,190
S01006749,1368,979,389
S01006750,770,516,254
S01006751,486,336,150
S01006752,893,598,295
S01006753,946,816,130
S01006754,1225,1166,59
S01006755,815,603,212
S01006756,269,176,93
S01006757,1343,1269,74
S01006758,710,685,25
S01006759,646,609,37
S01006760,628,572,56
S01006761,1017,907,110
S01006762,1058,856,202
S01006763,1176,1072,104
S01006764,867,844,23
S01006765,781,688,93
S01006766,666,642,24
S01006767,939,692,247
S01006768,746,726,20
S01006769,1345,1176,169
S01006770,767,738,29
S01006771,570,557,13
S01006772,1452,1389,63
S01006773,736,718,18
S01006774,894,883,11
S01006775,805,565,240
S01006776,735,364,371
S01006777,1080,1058,22
S01006778,955,818,137
S01006779,1099,571,528
S01006780,899,593,306
S01006781,1030,918,112
S01006782,985,683,302
S01006783,680,565,115
S01006784,726,667,59
S01006785,714,698,16
S01006786,1124,1043,81
S01006787,1121,1008,113
S01006788,694,596,98
S01006789,889,587,302
S01006790,892,477,415
S01006791,504,239,265
S01006792,630,296,334
S01006793,611,316,295
S01006794,841,637,204
S01006795,699,650,49
S01006796,378,333,45
S01006797,656,392,264
S01006798,691,442,249
S01006799,928,597,331
S01006800,899,713,186
S01006801,678,531,147
S01006802,679,264,415
S01006803,751,451,300
S01006804,731,443,288
S01006805,1072,857,215
S01006806,1015,750,265
S01006807,523,379,144
S01006808,890,762,128
S01006809,960,630,330
S01006810,1009,712,297
S01006811,881,625,256
S01006812,739,503,236
S01006813,856,568,288
S01006814,954,853,101
S01006815,612,280,332
S01006816,911,790,121
S01006817,698,453,245
S01006818,672,528,144
S01006819,819,587,232
S01006820,561,505,56
S01006821,938,779,159
S01006822,774,572,202
S01006823,838,776,62
S01006824,679,276,403
S01006825,1098,861,237
S01006826,1184,1034,150
S01006827,990,642,348
S01006828,969,719,250
S01006829,257,187,70
S01006830,637,516,121
S01006831,1353,1266,87
S01006832,931,844,87
S01006833,689,652,37
S01006834,255,232,23
S01006835,1192,858,334
S01006836,51,28,23
S01006837,488,401,87
S01006838,1067,786,281
S01006839,922,734,188
S01006840,1184,1136,48
S01006841,1438,1210,228
S01006842,1101,988,113
S01006843,1017,994,23
S01006844,722,707,15
S01006845,1016,946,70
S01006846,849,768,81
S01006847,794,781,13
S01006848,798,613,185
S01006849,399,309,90
S01006850,1213,966,247
S01006851,763,514,249
S01006852,581,547,34
S01006853,828,627,201
S01006854,1352,1006,346
S01006855,746,536,210
S01006856,881,469,412
S01006857,971,552,419
S01006858,611,511,100
S01006859,1047,953,94
S01006860,692,423,269
S01006861,243,226,17
S01006862,962,764,198
S01006863,618,446,172
S01006864,145,53,92
S01006865,914,805,109
S01006866,668,643,25
S01006867,1069,929,140
S01006868,888,559,329
S01006869,548,309,239
S01006870,545,470,75
S01006871,958,769,189
S01006872,933,627,306
S01006873,1081,785,296
S01006874,609,441,168
S01006875,666,361,305
S01006876,1008,802,206
S01006877,1023,795,228
S01006878,988,517,471
S01006879,848,457,391
S01006880,574,444,130
S01006881,561,421,140
S01006882,931,669,262
S01006883,571,433,138
S01006884,1000,771,229
S01006885,688,540,148
S01006886,755,544,211
S01006887,422,391,31
S01006888,704,576,128
S01006889,681,428,253
S01006890,976,885,91
S01006891,675,533,142
S01006892,622,310,312
S01006893,1095,604,491
S01006894,628,433,195
S01006895,558,352,206
S01006896,744,723,21
S01006897,1073,968,105
S01006898,491,451,40
S01006899,394,389,5
S01006900,514,506,8
S01006901,883,573,310
S01006902,688,467,221
S01006903,874,526,348
S01006904,474,308,166
S01006905,904,734,170
S01006906,1058,579,479
S01006907,619,434,185
S01006908,869,601,268
S01006909,264,241,23
S01006910,333,300,33
S01006911,316,262,54
S01006912,262,202,60
S01006913,549,473,76
S01006914,777,636,141
S01006915,835,773,62
S01006916,267,208,59
S01006917,113,98,15
S01006918,472,433,39
S01006919,541,478,63
S01006920,583,398,185
S01006921,415,396,19
S01006922,587,480,107
S01006923,700,632,68
S01006924,429,374,55
S01006925,553,506,47
S01006926,310,302,8
S01006927,275,236,39
S01006928,1132,885,247
S01006929,1337,1261,76
S01006930,803,784,19
S01006931,420,231,189
S01006932,479,445,34
S01006933,896,882,14
S01006934,597,388,209
S01006935,1025,1015,10
S01006936,739,719,20
S01006937,904,861,43
S01006938,932,828,104
S01006939,707,681,26
S01006940,1111,1066,45
S01006941,880,793,87
S01006942,1089,983,106
S01006943,264,179,85
S01006944,87,86,1
S01006945,1094,1024,70
S01006946,795,721,74
S01006947,1110,940,170
S01006948,966,885,81
S01006949,680,624,56
S01006950,222,187,35
S01006951,827,692,135
S01006952,1092,858,234
S01006953,1237,1160,77
S01006954,1090,996,94
S01006955,574,372,202
S01006956,708,658,50
S01006957,810,712,98
S01006958,1060,943,117
S01006959,789,523,266
S01006960,363,335,28
S01006961,322,245,77
S01006962,782,735,47
S01006963,1103,1053,50
S01006964,870,758,112
S01006965,557,536,21
S01006966,811,484,327
S01006967,820,791,29
S01006968,1029,822,207
S01006969,1036,938,98
S01006970,720,671,49
S01006971,915,632,283
S01006972,474,408,66
S01006973,564,447,117
S01006974,1319,1117,202
S01006975,1067,818,249
S01006976,573,468,105
S01006977,838,538,300
S01006978,790,553,237
S01006979,1349,1034,315
S01006980,627,462,165
S01006981,787,556,231
S01006982,960,709,251
S01006983,1054,776,278
S01006984,793,617,176
S01006985,1317,1004,313
S01006986,419,312,107
S01006987,1005,795,210
S01006988,472,400,72
S01006989,716,617,99
S01006990,448,337,111
S01006991,701,370,331
S01006992,854,706,148
S01006993,705,596,109
S01006994,623,461,162
S01006995,897,685,212
S01006996,706,509,197
S01006997,601,505,96
S01006998,974,779,195
S01006999,789,566,223
S01007000,1151,800,351
S01007001,935,692,243
S01007002,428,254,174
S01007003,533,396,137
S01007004,1048,835,213
S01007005,917,732,185
S01007006,963,636,327
S01007007,741,537,204
S01007008,829,489,340
S01007009,1306,965,341
S01007010,916,750,166
S01007011,1106,669,437
S01007012,999,377,622
S01007013,828,733,95
S01007014,991,816,175
S01007015,735,469,266
S01007016,538,403,135
S01007017,1137,679,458
S01007018,1207,933,274
S01007019,1010,696,314
S01007020,969,681,288
S01007021,1311,940,371
S01007022,448,384,64
S01007023,719,476,243
S01007024,1067,743,324
S01007025,1050,655,395
S01007026,916,720,196
S01007027,1228,930,298
S01007028,1129,877,252
S01007029,506,449,57
S01007030,965,654,311
S01007031,611,386,225
S01007032,1137,755,382
S01007033,1137,766,371
S01007034,983,636,347
S01007035,956,472,484
S01007036,977,745,232
S01007037,1126,734,392
S01007038,815,616,199
S01007039,726,410,316
S01007040,1067,699,368
S01007041,976,694,282
S01007042,889,671,218
S01007043,1037,760,277
S01007044,1059,880,179
S01007045,857,753,104
S01007046,523,424,99
S01007047,950,712,238
S01007048,1310,1058,252
S01007049,1014,608,406
S01007050,973,769,204
S01007051,906,726,180
S01007052,556,456,100
S01007053,760,660,100
S01007054,1041,778,263
S01007055,476,414,62
S01007056,781,643,138
S01007057,870,703,167
S01007058,822,555,267
S01007059,1148,853,295
S01007060,675,297,378
S01007061,1100,940,160
S01007062,696,593,103
S01007063,1376,1129,247
S01007064,692,549,143
S01007065,738,609,129
S01007066,664,542,122
S01007067,1291,1157,134
S01007068,738,420,318
S01007069,910,462,448
S01007070,754,505,249
S01007071,1151,853,298
S01007072,1203,910,293
S01007073,1508,1057,451
S01007074,1225,893,332
S01007075,1091,682,409
S01007076,926,681,245
S01007077,883,708,175
S01007078,1040,644,396
S01007079,1201,737,464
S01007080,869,515,354
S01007081,1093,588,505
S01007082,705,411,294
S01007083,869,323,546
S01007084,818,545,273
S01007085,1110,690,420
S01007086,969,435,534
S01007087,859,534,325
S01007088,706,297,409
S01007089,587,569,18
S01007090,541,515,26
S01007091,283,270,13
S01007092,703,401,302
S01007093,1080,1045,35
S01007094,1144,1003,141
S01007095,667,561,106
S01007096,952,753,199
S01007097,842,734,108
S01007098,484,424,60
S01007099,654,531,123
S01007100,884,696,188
S01007101,1221,697,524
S01007102,774,575,199
S01007103,814,637,177
S01007104,477,395,82
S01007105,654,544,110
S01007106,929,760,169
S01007107,650,574,76
S01007108,654,459,195
S01007109,983,582,401
S01007110,964,604,360
S01007111,547,445,102
S01007112,888,783,105
S01007113,770,649,121
S01007114,867,731,136
S01007115,719,701,18
S01007116,687,654,33
S01007117,667,654,13
S01007118,978,504,474
S01007119,1043,405,638
S01007120,1130,614,516
S01007121,682,434,248
S01007122,585,435,150
S01007123,950,545,405
S01007124,1080,796,284
S01007125,759,455,304
S01007126,1025,413,612
S01007127,590,372,218
S01007128,1047,524,523
S01007129,681,605,76
S01007130,675,559,116
S01007131,795,716,79
S01007132,707,679,28
S01007133,525,472,53
S01007134,800,634,166
S01007135,664,517,147
S01007136,320,201,119
S01007137,154,114,40
S01007138,454,395,59
S01007139,741,655,86
S01007140,822,607,215
S01007141,580,426,154
S01007142,162,160,2
S01007143,448,321,127
S01007144,1476,1136,340
S01007145,939,751,188
S01007146,876,745,131
S01007147,927,861,66
S01007148,600,590,10
S01007149,991,958,33
S01007150,786,732,54
S01007151,945,870,75
S01007152,796,730,66
S01007153,1022,926,96
S01007154,917,690,227
S01007155,693,582,111
S01007156,984,741,243
S01007157,850,563,287
S01007158,872,730,142
S01007159,871,485,386
S01007160,823,539,284
S01007161,920,668,252
S01007162,398,265,133
S01007163,1044,861,183
S01007164,812,715,97
S01007165,856,784,72
S01007166,1079,936,143
S01007167,945,897,48
S01007168,1065,1048,17
S01007169,946,809,137
S01007170,709,504,205
S01007171,903,554,349
S01007172,815,676,139
S01007173,632,564,68
S01007174,696,594,102
S01007175,707,524,183
S01007176,1092,648,444
S01007177,791,373,418
S01007178,1007,324,683
S01007179,1265,1096,169
S01007180,1018,895,123
S01007181,1087,912,175
S01007182,1194,964,230
S01007183,1243,837,406
S01007184,995,662,333
S01007185,884,436,448
S01007186,600,291,309
S01007187,773,351,422
S01007188,733,475,258
S01007189,884,410,474
S01007190,917,667,250
S01007191,740,467,273
S01007192,821,516,305
S01007193,880,514,366
S01007194,629,217,412
S01007195,904,512,392
S01007196,730,362,368
S01007197,408,91,317
S01007198,473,199,274
S01007199,1102,315,787
S01007200,931,628,303
S01007201,1057,734,323
S01007202,822,491,331
S01007203,908,691,217
S01007204,937,635,302
S01007205,800,515,285
S01007206,336,235,101
S01007207,1074,798,276
S01007208,790,391,399
S01007209,641,369,272
S01007210,1042,529,513
S01007211,778,419,359
S01007212,786,635,151
S01007213,807,653,154
S01007214,881,412,469
S01007215,944,647,297
S01007216,808,642,166
S01007217,896,505,391
S01007218,787,718,69
S01007219,1085,718,367
S01007220,820,545,275
S01007221,659,522,137
S01007222,1175,768,407
S01007223,636,605,31
S01007224,704,558,146
S01007225,1015,685,330
S01007226,897,702,195
S01007227,1368,1045,323
S01007228,788,444,344
S01007229,1207,633,574
S01007230,1290,372,918
S01007231,752,294,458
S01007232,587,180,407
S01007233,745,506,239
S01007234,623,380,243
S01007235,1023,584,439
S01007236,1110,752,358
S01007237,770,663,107
S01007238,986,711,275
S01007239,1246,980,266
S01007240,589,334,255
S01007241,1185,921,264
S01007242,1087,918,169
S01007243,1290,1058,232
S01007244,635,468,167
S01007245,762,525,237
S01007246,632,450,182
S01007247,1061,564,497
S01007248,857,703,154
S01007249,545,504,41
S01007250,751,574,177
S01007251,654,453,201
S01007252,794,616,178
S01007253,748,666,82
S01007254,849,485,364
S01007255,1061,395,666
S01007256,754,418,336
S01007257,837,373,464
S01007258,783,456,327
S01007259,941,530,411
S01007260,1178,555,623
S01007261,1015,850,165
S01007262,737,481,256
S01007263,1238,871,367
S01007264,887,673,214
S01007265,1108,672,436
S01007266,798,491,307
S01007267,579,256,323
S01007268,582,305,277
S01007269,653,542,111
S01007270,486,237,249
S01007271,1115,807,308
S01007272,1163,534,629
S01007273,667,456,211
S01007274,854,544,310
S01007275,749,518,231
S01007276,1129,851,278
S01007277,991,947,44
S01007278,934,764,170
S01007279,650,404,246
S01007280,622,261,361
S01007281,984,650,334
S01007282,534,211,323
S01007283,864,569,295
S01007284,880,603,277
S01007285,1003,613,390
S01007286,1333,919,414
S01007287,531,347,184
S01007288,742,463,279
S01007289,975,872,103
S01007290,352,227,125
S01007291,528,378,150
S01007292,757,654,103
S01007293,1218,550,668
S01007294,949,736,213
S01007295,642,141,501
S01007296,560,345,215
S01007297,913,752,161
S01007298,551,377,174
S01007299,898,589,309
S01007300,750,368,382
S01007301,848,619,229
S01007302,896,572,324
S01007303,989,765,224
S01007304,569,399,170
S01007305,927,670,257
S01007306,1013,628,385
S01007307,945,775,170
S01007308,783,516,267
S01007309,735,497,238
S01007310,943,711,232
S01007311,933,466,467
S01007312,851,610,241
S01007313,871,628,243
S01007314,890,688,202
S01007315,768,553,215
S01007316,1103,680,423
S01007317,1082,731,351
S01007318,628,363,265
S01007319,813,604,209
S01007320,1022,710,312
S01007321,618,419,199
S01007322,839,524,315
S01007323,579,437,142
S01007324,294,115,179
S01007325,757,480,277
S01007326,1066,530,536
S01007327,938,493,445
S01007328,1126,591,535
S01007329,658,356,302
S01007330,850,599,251
S01007331,935,579,356
S01007332,725,580,145
S01007333,1149,786,363
S01007334,944,337,607
S01007335,1026,462,564
S01007336,729,367,362
S01007337,651,358,293
S01007338,1189,753,436
S01007339,846,693,153
S01007340,748,445,303
S01007341,806,668,138
S01007342,788,725,63
S01007343,768,302,466
S01007344,579,397,182
S01007345,597,180,417
S01007346,897,205,692
S01007347,1156,468,688
S01007348,879,295,584
S01007349,688,319,369
S01007350,684,418,266
S01007351,669,463,206
S01007352,526,338,188
S01007353,671,495,176
S01007354,806,649,157
S01007355,1263,991,272
S01007356,717,505,212
S01007357,822,596,226
S01007358,1492,1003,489
S01007359,930,627,303
S01007360,808,507,301
S01007361,995,831,164
S01007362,1001,867,134
S01007363,1025,671,354
S01007364,1095,436,659
S01007365,439,282,157
S01007366,581,289,292
S01007367,633,395,238
S01007368,690,278,412
S01007369,1098,829,269
S01007370,908,579,329
S01007371,893,694,199
S01007372,898,774,124
S01007373,593,525,68
S01007374,881,742,139
S01007375,506,443,63
S01007376,1093,610,483
S01007377,690,670,20
S01007378,715,595,120
S01007379,893,649,244
S01007380,783,454,329
S01007381,470,359,111
S01007382,1041,710,331
S01007383,784,639,145
S01007384,1088,791,297
S01007385,1345,1032,313
S01007386,877,860,17
S01007387,906,832,74
S01007388,788,731,57
S01007389,966,96,870
S01007390,440,30,410
S01007391,671,647,24
S01007392,448,437,11
S01007393,887,768,119
S01007394,763,694,69
S01007395,1206,759,447
S01007396,1112,760,352
S01007397,923,788,135
S01007398,715,318,397
S01007399,731,159,572
S01007400,894,720,174
S01007401,775,695,80
S01007402,755,727,28
S01007403,801,355,446
S01007404,685,365,320
S01007405,513,431,82
S01007406,689,638,51
S01007407,804,724,80
S01007408,919,654,265
S01007409,677,608,69
S01007410,917,317,600
S01007411,872,308,564
S01007412,582,344,238
S01007413,805,723,82
S01007414,343,271,72
S01007415,944,462,482
S01007416,566,160,406
S01007417,249,177,72
S01007418,756,429,327
S01007419,999,346,653
S01007420,950,541,409
S01007421,615,395,220
S01007422,763,501,262
S01007423,377,196,181
S01007424,778,738,40
S01007425,1053,819,234
S01007426,909,549,360
S01007427,809,430,379
S01007428,1121,803,318
S01007429,1030,625,405
S01007430,580,399,181
S01007431,719,644,75
S01007432,730,527,203
S01007433,960,618,342
S01007434,634,256,378
S01007435,860,632,228
S01007436,1062,500,562
S01007437,558,328,230
S01007438,717,392,325
S01007439,976,649,327
S01007440,868,591,277
S01007441,676,629,47
S01007442,790,748,42
S01007443,938,717,221
S01007444,1373,1152,221
S01007445,793,763,30
S01007446,734,643,91
S01007447,638,530,108
S01007448,1000,830,170
S01007449,1044,513,531
S01007450,1329,702,627
S01007451,723,516,207
S01007452,797,344,453
S01007453,116,18,98
S01007454,568,252,316
S01007455,933,346,587
S01007456,1079,408,671
S01007457,692,314,378
S01007458,846,740,106
S01007459,920,685,235
S01007460,862,537,325
S01007461,956,358,598
S01007462,948,548,400
S01007463,1149,283,866
S01007464,1136,308,828
S01007465,847,249,598
S01007466,937,387,550
S01007467,979,618,361
S01007468,1215,1085,130
S01007469,731,448,283
S01007470,657,226,431
S01007471,539,341,198
S01007472,1153,629,524
S01007473,485,165,320
S01007474,435,359,76
S01007475,502,378,124
S01007476,787,607,180
S01007477,773,633,140
S01007478,934,763,171
S01007479,462,317,145
S01007480,886,673,213
S01007481,992,912,80
S01007482,740,513,227
S01007483,1049,723,326
S01007484,894,587,307
S01007485,909,321,588
S01007486,923,242,681
S01007487,1194,646,548
S01007488,1026,818,208
S01007489,926,680,246
S01007490,1251,683,568
S01007491,710,451,259
S01007492,687,433,254
S01007493,977,632,345
S01007494,811,529,282
S01007495,720,534,186
S01007496,1041,732,309
S01007497,637,285,352
S01007498,1116,733,383
S01007499,870,459,411
S01007500,779,351,428
S01007501,685,442,243
S01007502,675,377,298
S01007503,1087,659,428
S01007504,1147,724,423
S01007505,448,304,144
S01007506,552,459,93
S01007507,1485,1036,449
S01007508,689,468,221
S01007509,736,565,171
S01007510,958,614,344
S01007511,1201,665,536
S01007512,576,380,196
S01007513,1098,715,383
S01007514,584,374,210
S01007515,600,504,96
S01007516,816,420,396
S01007517,524,394,130
S01007518,895,559,336
S01007519,584,420,164
S01007520,979,631,348
S01007521,723,457,266
S01007522,1105,728,377
S01007523,506,277,229
S01007524,918,569,349
S01007525,536,365,171
S01007526,942,585,357
S01007527,1456,981,475
S01007528,943,544,399
S01007529,823,652,171
S01007530,530,310,220
S01007531,772,418,354
S01007532,505,325,180
S01007533,753,520,233
S01007534,1363,818,545
S01007535,902,606,296
S01007536,1057,801,256
S01007537,1417,965,452
S01007538,753,514,239
S01007539,844,757,87
S01007540,833,542,291
S01007541,1118,857,261
S01007542,960,645,315
S01007543,1278,746,532
S01007544,1393,1103,290
S01007545,1253,925,328
S01007546,582,450,132
S01007547,546,364,182
S01007548,891,668,223
S01007549,781,503,278
S01007550,1281,811,470
S01007551,1282,876,406
S01007552,1037,550,487
S01007553,1058,512,546
S01007554,889,347,542
S01007555,763,580,183
S01007556,766,436,330
S01007557,1201,598,603
S01007558,570,440,130
S01007559,796,393,403
S01007560,1028,675,353
S01007561,973,593,380
S01007562,783,451,332
S01007563,1021,642,379
S01007564,1225,849,376
S01007565,997,685,312
S01007566,732,521,211
S01007567,547,395,152
S01007568,765,459,306
S01007569,931,576,355
S01007570,963,681,282
S01007571,549,335,214
S01007572,712,501,211
S01007573,87,86,1
S01007574,1380,900,480
S01007575,879,425,454
S01007576,1113,319,794
S01007577,918,329,589
S01007578,885,338,547
S01007579,538,246,292
S01007580,985,422,563
S01007581,651,322,329
S01007582,875,455,420
S01007583,1222,300,922
S01007584,857,482,375
S01007585,1040,776,264
S01007586,1003,611,392
S01007587,692,546,146
S01007588,1013,906,107
S01007589,1106,729,377
S01007590,653,618,35
S01007591,883,601,282
S01007592,964,497,467
S01007593,974,730,244
S01007594,858,702,156
S01007595,932,638,294
S01007596,802,486,316
S01007597,646,442,204
S01007598,1068,766,302
S01007599,616,390,226
S01007600,856,705,151
S01007601,673,605,68
S01007602,1050,993,57
S01007603,973,919,54
S01007604,1099,1079,20
S01007605,1188,1077,111
S01007606,614,546,68
S01007607,1038,1004,34
S01007608,1080,1003,77
S01007609,905,524,381
S01007610,749,404,345
S01007611,1017,463,554
S01007612,982,377,605
S01007613,961,783,178
S01007614,807,734,73
S01007615,1213,969,244
S01007616,907,572,335
S01007617,736,383,353
S01007618,866,559,307
S01007619,808,524,284
S01007620,844,764,80
S01007621,771,666,105
S01007622,860,615,245
S01007623,501,434,67
S01007624,777,749,28
S01007625,721,700,21
S01007626,496,475,21
S01007627,242,204,38
S01007628,859,746,113
S01007629,740,552,188
S01007630,833,690,143
S01007631,592,478,114
S01007632,1641,1150,491
S01007633,1508,1079,429
S01007634,666,415,251
S01007635,776,641,135
S01007636,1237,906,331
S01007637,1420,764,656
S01007638,1044,722,322
S01007639,1007,445,562
S01007640,562,225,337
S01007641,679,430,249
S01007642,1082,882,200
S01007643,958,653,305
S01007644,888,521,367
S01007645,775,441,334
S01007646,609,290,319
S01007647,1080,745,335
S01007648,1106,817,289
S01007649,776,478,298
S01007650,1065,576,489
S01007651,735,407,328
S01007652,776,561,215
S01007653,1111,839,272
S01007654,1177,704,473
S01007655,777,422,355
S01007656,961,415,546
S01007657,679,458,221
S01007658,661,455,206
S01007659,988,587,401
S01007660,1320,705,615
S01007661,800,547,253
S01007662,994,670,324
S01007663,1107,862,245
S01007664,576,345,231
S01007665,675,475,200
