dz_2011,total,married,single
S01007667,431,318,113
S01007668,1037,525,512
S01007669,475,187,288
S01007670,750,343,407
S01007671,581,342,239
S01007672,878,639,239
S01007673,547,346,201
S01007674,923,530,393
S01007675,569,365,204
S01007676,440,299,141
S01007677,119,84,35
S01007678,641,327,314
S01007679,728,364,364
S01007680,766,493,273
S01007681,456,251,205
S01007682,907,509,398
S01007683,1004,549,455
S01007684,1050,650,400
S01007685,1022,510,512
S01007686,980,487,493
S01007687,893,308,585
S01007688,1036,189,847
S01007689,604,119,485
S01007690,1218,252,966
S01007691,1918,179,1739
S01007692,893,160,733
S01007693,677,93,584
S01007694,374,43,331
S01007695,953,244,709
S01007696,792,160,632
S01007697,1144,318,826
S01007698,1008,194,814
S01007699,676,138,538
S01007700,815,405,410
S01007701,386,88,298
S01007702,304,54,250
S01007703,1025,380,645
S01007704,1176,283,893
S01007705,760,32,728
S01007706,729,46,683
S01007707,237,38,199
S01007708,953,291,662
S01007709,696,174,522
S01007710,1025,137,888
S01007711,1140,219,921
S01007712,889,188,701
S01007713,532,166,366
S01007714,528,219,309
S01007715,524,130,394
S01007716,1000,222,778
S01007717,765,169,596
S01007718,878,194,684
S01007719,1325,425,900
S01007720,998,531,467
S01007721,974,407,567
S01007722,843,258,585
S01007723,937,294,643
S01007724,599,121,478
S01007725,1152,360,792
S01007726,738,228,510
S01007727,643,132,511
S01007728,885,190,695
S01007729,783,179,604
S01007730,760,230,530
S01007731,421,107,314
S01007732,559,85,474
S01007733,748,410,338
S01007734,733,438,295
S01007735,714,419,295
S01007736,724,442,282
S01007737,842,373,469
S01007738,995,519,476
S01007739,695,325,370
S01007740,619,331,288
S01007741,790,363,427
S01007742,654,332,322
S01007743,770,325,445
S01007744,663,260,403
S01007745,846,312,534
S01007746,744,345,399
S01007747,693,259,434
S01007748,528,179,349
S01007749,808,523,285
S01007750,917,595,322
S01007751,693,429,264
S01007752,1046,584,462
S01007753,777,377,400
S01007754,1108,521,587
S01007755,690,304,386
S01007756,785,364,421
S01007757,1139,796,343
S01007758,1004,526,478
S01007759,1124,377,747
S01007760,882,542,340
S01007761,803,466,337
S01007762,720,250,470
S01007763,716,363,353
S01007764,805,553,252
S01007765,848,600,248
S01007766,948,650,298
S01007767,868,566,302
S01007768,655,323,332
S01007769,712,477,235
S01007770,689,447,242
S01007771,759,538,221
S01007772,1090,563,527
S01007773,688,465,223
S01007774,105,74,31
S01007775,814,511,303
S01007776,388,288,100
S01007777,283,202,81
S01007778,346,163,183
S01007779,694,423,271
S01007780,639,401,238
S01007781,599,332,267
S01007782,520,186,334
S01007783,739,280,459
S01007784,611,313,298
S01007785,359,118,241
S01007786,773,408,365
S01007787,624,306,318
S01007788,515,122,393
S01007789,438,130,308
S01007790,542,168,374
S01007791,208,113,95
S01007792,855,450,405
S01007793,829,325,504
S01007794,1018,529,489
S01007795,723,334,389
S01007796,741,264,477
S01007797,659,259,400
S01007798,291,177,114
S01007799,173,92,81
S01007800,742,300,442
S01007801,805,221,584
S01007802,483,270,213
S01007803,893,299,594
S01007804,548,186,362
S01007805,618,226,392
S01007806,795,362,433
S01007807,721,428,293
S01007808,680,305,375
S01007809,1136,731,405
S01007810,793,384,409
S01007811,660,293,367
S01007812,542,174,368
S01007813,822,342,480
S01007814,694,303,391
S01007815,1012,559,453
S01007816,605,401,204
S01007817,747,412,335
S01007818,750,431,319
S01007819,683,393,290
S01007820,887,492,395
S01007821,739,386,353
S01007822,867,501,366
S01007823,720,425,295
S01007824,1039,637,402
S01007825,1102,608,494
S01007826,515,149,366
S01007827,567,247,320
S01007828,1130,395,735
S01007829,720,340,380
S01007830,994,364,630
S01007831,794,292,502
S01007832,813,353,460
S01007833,994,491,503
S01007834,685,217,468
S01007835,676,316,360
S01007836,773,416,357
S01007837,1077,611,466
S01007838,1128,568,560
S01007839,746,365,381
S01007840,826,368,458
S01007841,773,378,395
S01007842,990,320,670
S01007843,846,280,566
S01007844,1097,459,638
S01007845,769,302,467
S01007846,634,262,372
S01007847,1196,465,731
S01007848,854,249,605
S01007849,846,361,485
S01007850,655,307,348
S01007851,906,463,443
S01007852,1035,409,626
S01007853,687,249,438
S01007854,1000,337,663
S01007855,657,176,481
S01007856,767,373,394
S01007857,389,124,265
S01007858,761,269,492
S01007859,449,178,271
S01007860,164,31,133
S01007861,892,381,511
S01007862,894,423,471
S01007863,684,230,454
S01007864,827,431,396
S01007865,545,317,228
S01007866,427,296,131
S01007867,433,229,204
S01007868,1123,699,424
S01007869,993,564,429
S01007870,527,283,244
S01007871,958,473,485
S01007872,621,279,342
S01007873,637,314,323
S01007874,735,357,378
S01007875,601,340,261
S01007876,638,339,299
S01007877,723,400,323
S01007878,679,313,366
S01007879,1026,494,532
S01007880,498,288,210
S01007881,513,282,231
S01007882,782,520,262
S01007883,762,420,342
S01007884,707,425,282
S01007885,817,374,443
S01007886,784,398,386
S01007887,581,359,222
S01007888,882,460,422
S01007889,970,491,479
S01007890,589,336,253
S01007891,676,386,290
S01007892,952,618,334
S01007893,979,636,343
S01007894,869,511,358
S01007895,649,384,265
S01007896,914,504,410
S01007897,605,406,199
S01007898,564,363,201
S01007899,445,286,159
S01007900,459,233,226
S01007901,624,330,294
S01007902,860,449,411
S01007903,709,381,328
S01007904,634,395,239
S01007905,648,313,335
S01007906,750,377,373
S01007907,733,393,340
S01007908,997,602,395
S01007909,398,257,141
S01007910,891,451,440
S01007911,747,416,331
S01007912,735,407,328
S01007913,1018,503,515
S01007914,691,347,344
S01007915,729,404,325
S01007916,996,531,465
S01007917,1117,619,498
S01007918,992,501,491
S01007919,585,407,178
S01007920,500,324,176
S01007921,996,516,480
S01007922,1112,516,596
S01007923,614,342,272
S01007924,937,451,486
S01007925,490,337,153
S01007926,591,378,213
S01007927,451,304,147
S01007928,1033,552,481
S01007929,825,518,307
S01007930,442,305,137
S01007931,852,520,332
S01007932,798,511,287
S01007933,1055,608,447
S01007934,521,279,242
S01007935,924,451,473
S01007936,705,487,218
S01007937,967,602,365
S01007938,723,363,360
S01007939,872,447,425
S01007940,1387,801,586
S01007941,546,372,174
S01007942,186,78,108
S01007943,851,518,333
S01007944,842,467,375
S01007945,978,493,485
S01007946,855,433,422
S01007947,891,526,365
S01007948,651,331,320
S01007949,841,483,358
S01007950,857,561,296
S01007951,753,409,344
S01007952,722,301,421
S01007953,850,429,421
S01007954,593,270,323
S01007955,1421,521,900
S01007956,784,401,383
S01007957,1049,557,492
S01007958,903,380,523
S01007959,1693,760,933
S01007960,518,248,270
S01007961,1470,658,812
S01007962,772,402,370
S01007963,792,312,480
S01007964,676,328,348
S01007965,665,299,366
S01007966,781,346,435
S01007967,665,310,355
S01007968,897,434,463
S01007969,703,384,319
S01007970,905,458,447
S01007971,924,423,501
S01007972,982,550,432
S01007973,877,550,327
S01007974,866,337,529
S01007975,595,275,320
S01007976,925,358,567
S01007977,446,234,212
S01007978,746,306,440
S01007979,664,418,246
S01007980,729,382,347
S01007981,735,445,290
S01007982,609,355,254
S01007983,1264,705,559
S01007984,815,490,325
S01007985,766,411,355
S01007986,496,311,185
S01007987,926,557,369
S01007988,824,481,343
S01007989,607,334,273
S01007990,907,524,383
S01007991,540,373,167
S01007992,546,387,159
S01007993,828,577,251
S01007994,238,173,65
S01007995,593,401,192
S01007996,319,211,108
S01007997,641,388,253
S01007998,572,302,270
S01007999,689,307,382
S01008000,688,299,389
S01008001,718,289,429
S01008002,820,328,492
S01008003,572,274,298
S01008004,86,37,49
S01008005,102,44,58
S01008006,461,159,302
S01008007,484,199,285
S01008008,433,151,282
S01008009,657,234,423
S01008010,920,304,616
S01008011,693,183,510
S01008012,758,250,508
S01008013,645,213,432
S01008014,651,351,300
S01008015,731,271,460
S01008016,712,313,399
S01008017,794,556,238
S01008018,833,552,281
S01008019,910,450,460
S01008020,761,352,409
S01008021,575,374,201
S01008022,763,493,270
S01008023,766,528,238
S01008024,119,89,30
S01008025,723,490,233
S01008026,1090,565,525
S01008027,773,398,375
S01008028,291,171,120
S01008029,941,546,395
S01008030,836,512,324
S01008031,883,460,423
S01008032,1032,585,447
S01008033,871,655,216
S01008034,816,578,238
S01008035,835,493,342
S01008036,559,396,163
S01008037,1178,581,597
S01008038,854,434,420
S01008039,818,417,401
S01008040,671,435,236
S01008041,811,419,392
S01008042,764,470,294
S01008043,1009,643,366
S01008044,1015,642,373
S01008045,1036,640,396
S01008046,1118,492,626
S01008047,595,379,216
S01008048,585,388,197
S01008049,853,563,290
S01008050,562,375,187
S01008051,985,667,318
S01008052,684,464,220
S01008053,724,471,253
S01008054,678,391,287
S01008055,717,508,209
S01008056,1019,622,397
S01008057,1081,691,390
S01008058,721,488,233
S01008059,594,412,182
S01008060,1615,980,635
S01008061,816,431,385
S01008062,881,578,303
S01008063,770,503,267
S01008064,799,397,402
S01008065,966,638,328
S01008066,833,544,289
S01008067,523,341,182
S01008068,1023,671,352
S01008069,973,602,371
S01008070,971,606,365
S01008071,801,493,308
S01008072,721,458,263
S01008073,386,288,98
S01008074,790,506,284
S01008075,514,340,174
S01008076,857,536,321
S01008077,866,529,337
S01008078,680,457,223
S01008079,788,522,266
S01008080,674,437,237
S01008081,577,354,223
S01008082,852,546,306
S01008083,723,479,244
S01008084,751,446,305
S01008085,971,656,315
S01008086,936,564,372
S01008087,986,668,318
S01008088,782,507,275
S01008089,846,580,266
S01008090,634,386,248
S01008091,475,330,145
S01008092,898,610,288
S01008093,729,484,245
S01008094,855,426,429
S01008095,871,555,316
S01008096,689,445,244
S01008097,648,411,237
S01008098,627,417,210
S01008099,398,246,152
S01008100,887,577,310
S01008101,944,465,479
S01008102,638,331,307
S01008103,583,233,350
S01008104,885,470,415
S01008105,987,412,575
S01008106,793,340,453
S01008107,453,245,208
S01008108,807,509,298
S01008109,789,517,272
S01008110,729,470,259
S01008111,793,526,267
S01008112,854,588,266
S01008113,818,516,302
S01008114,769,510,259
S01008115,762,430,332
S01008116,1275,713,562
S01008117,723,487,236
S01008118,1454,751,703
S01008119,638,325,313
S01008120,589,346,243
S01008121,579,404,175
S01008122,1234,672,562
S01008123,879,584,295
S01008124,824,554,270
S01008125,1024,630,394
S01008126,807,512,295
S01008127,438,290,148
S01008128,941,622,319
S01008129,789,367,422
S01008130,815,334,481
S01008131,633,208,425
S01008132,921,625,296
S01008133,677,326,351
S01008134,599,215,384
S01008135,1202,542,660
S01008136,1242,498,744
S01008137,871,337,534
S01008138,673,245,428
S01008139,994,458,536
S01008140,704,296,408
S01008141,952,656,296
S01008142,831,554,277
S01008143,1087,564,523
S01008144,916,636,280
S01008145,892,431,461
S01008146,642,261,381
S01008147,802,431,371
S01008148,804,489,315
S01008149,754,415,339
S01008150,1085,600,485
S01008151,845,424,421
S01008152,1034,539,495
S01008153,661,420,241
S01008154,886,536,350
S01008155,715,460,255
S01008156,860,475,385
S01008157,813,458,355
S01008158,852,487,365
S01008159,911,378,533
S01008160,795,339,456
S01008161,965,463,502
S01008162,1179,557,622
S01008163,724,389,335
S01008164,506,246,260
S01008165,205,119,86
S01008166,561,316,245
S01008167,765,386,379
S01008168,852,447,405
S01008169,599,316,283
S01008170,559,348,211
S01008171,785,361,424
S01008172,480,290,190
S01008173,604,421,183
S01008174,459,276,183
S01008175,623,287,336
S01008176,654,402,252
S01008177,685,325,360
S01008178,590,378,212
S01008179,256,191,65
S01008180,374,262,112
S01008181,526,359,167
S01008182,1052,381,671
S01008183,852,443,409
S01008184,768,257,511
S01008185,1040,412,628
S01008186,827,293,534
S01008187,518,216,302
S01008188,1197,501,696
S01008189,835,514,321
S01008190,818,405,413
S01008191,663,375,288
S01008192,939,423,516
S01008193,748,389,359
S01008194,505,253,252
S01008195,863,371,492
S01008196,640,293,347
S01008197,208,115,93
S01008198,585,320,265
S01008199,593,310,283
S01008200,730,369,361
S01008201,1041,511,530
S01008202,636,381,255
S01008203,453,172,281
S01008204,885,504,381
S01008205,643,357,286
S01008206,918,505,413
S01008207,575,273,302
S01008208,273,138,135
S01008209,136,66,70
S01008210,1155,598,557
S01008211,831,396,435
S01008212,522,394,128
S01008213,611,427,184
S01008214,667,376,291
S01008215,893,551,342
S01008216,660,457,203
S01008217,551,392,159
S01008218,419,279,140
S01008219,877,439,438
S01008220,468,195,273
S01008221,624,259,365
S01008222,615,303,312
S01008223,513,284,229
S01008224,746,448,298
S01008225,661,397,264
S01008226,683,303,380
S01008227,772,409,363
S01008228,515,302,213
S01008229,669,384,285
S01008230,403,237,166
S01008231,70,34,36
S01008232,217,160,57
S01008233,299,188,111
S01008234,603,333,270
S01008235,759,460,299
S01008236,869,522,347
S01008237,708,407,301
S01008238,813,486,327
S01008239,496,298,198
S01008240,1158,828,330
S01008241,881,654,227
S01008242,1049,653,396
S01008243,644,392,252
S01008244,670,416,254
S01008245,926,597,329
S01008246,1010,672,338
S01008247,657,410,247
S01008248,973,610,363
S01008249,641,389,252
S01008250,689,447,242
S01008251,653,487,166
S01008252,901,604,297
S01008253,672,384,288
S01008254,1092,587,505
S01008255,840,488,352
S01008256,831,410,421
S01008257,735,318,417
S01008258,934,545,389
S01008259,889,413,476
S01008260,709,365,344
S01008261,890,529,361
S01008262,627,381,246
S01008263,399,190,209
S01008264,495,278,217
S01008265,534,356,178
S01008266,653,440,213
S01008267,530,321,209
S01008268,574,359,215
S01008269,792,554,238
S01008270,905,540,365
S01008271,606,229,377
S01008272,690,428,262
S01008273,786,487,299
S01008274,772,402,370
S01008275,618,394,224
S01008276,490,360,130
S01008277,519,343,176
S01008278,629,447,182
S01008279,601,370,231
S01008280,1028,577,451
S01008281,653,403,250
S01008282,523,330,193
S01008283,374,213,161
S01008284,555,276,279
S01008285,631,328,303
S01008286,1113,569,544
S01008287,693,389,304
S01008288,818,451,367
S01008289,610,251,359
S01008290,752,351,401
S01008291,974,590,384
S01008292,506,335,171
S01008293,191,114,77
S01008294,315,211,104
S01008295,939,566,373
S01008296,592,284,308
S01008297,450,257,193
S01008298,940,542,398
S01008299,855,379,476
S01008300,724,392,332
S01008301,881,553,328
S01008302,664,455,209
S01008303,631,294,337
S01008304,426,245,181
S01008305,694,459,235
S01008306,528,358,170
S01008307,657,391,266
S01008308,519,349,170
S01008309,751,300,451
S01008310,821,426,395
S01008311,471,230,241
S01008312,485,236,249
S01008313,857,331,526
S01008314,684,229,455
S01008315,539,145,394
S01008316,626,224,402
S01008317,401,177,224
S01008318,1127,707,420
S01008319,557,295,262
S01008320,611,374,237
S01008321,579,409,170
S01008322,1333,704,629
S01008323,700,315,385
S01008324,507,277,230
S01008325,866,447,419
S01008326,807,365,442
S01008327,941,490,451
S01008328,630,450,180
S01008329,847,589,258
S01008330,867,601,266
S01008331,569,327,242
S01008332,912,514,398
S01008333,957,529,428
S01008334,663,425,238
S01008335,696,343,353
S01008336,692,312,380
S01008337,401,254,147
S01008338,545,361,184
S01008339,434,269,165
S01008340,612,409,203
S01008341,445,345,100
S01008342,854,509,345
S01008343,976,597,379
S01008344,579,395,184
S01008345,1041,702,339
S01008346,821,592,229
S01008347,1060,630,430
S01008348,818,536,282
S01008349,805,572,233
S01008350,697,490,207
S01008351,880,591,289
S01008352,711,502,209
S01008353,312,228,84
S01008354,680,432,248
S01008355,953,514,439
S01008356,717,442,275
S01008357,728,472,256
S01008358,753,419,334
S01008359,642,414,228
S01008360,883,599,284
S01008361,634,443,191
S01008362,789,441,348
S01008363,660,371,289
S01008364,671,431,240
S01008365,827,549,278
S01008366,834,412,422
S01008367,758,299,459
S01008368,690,371,319
S01008369,682,411,271
S01008370,543,303,240
S01008371,690,480,210
S01008372,687,440,247
S01008373,895,628,267
S01008374,681,460,221
S01008375,604,422,182
S01008376,445,265,180
S01008377,744,411,333
S01008378,740,489,251
S01008379,435,301,134
S01008380,488,340,148
S01008381,820,556,264
S01008382,727,493,234
S01008383,493,328,165
S01008384,750,481,269
S01008385,519,341,178
S01008386,775,505,270
S01008387,669,444,225
S01008388,448,273,175
S01008389,657,388,269
S01008390,612,443,169
S01008391,613,378,235
S01008392,682,450,232
S01008393,653,401,252
S01008394,837,585,252
S01008395,625,411,214
S01008396,724,429,295
S01008397,825,558,267
S01008398,739,475,264
S01008399,646,348,298
S01008400,896,571,325
S01008401,997,585,412
S01008402,787,572,215
S01008403,757,516,241
S01008404,915,594,321
S01008405,708,483,225
S01008406,984,573,411
S01008407,464,226,238
S01008408,588,371,217
S01008409,834,435,399
S01008410,656,365,291
S01008411,906,512,394
S01008412,500,305,195
S01008413,440,251,189
S01008414,500,352,148
S01008415,795,461,334
S01008416,935,437,498
S01008417,588,392,196
S01008418,627,384,243
S01008419,370,260,110
S01008420,480,296,184
S01008421,643,306,337
S01008422,767,480,287
S01008423,776,507,269
S01008424,969,729,240
S01008425,2507,657,1850
S01008426,983,564,419
S01008427,1010,687,323
S01008428,765,399,366
S01008429,783,531,252
S01008430,940,593,347
S01008431,887,596,291
S01008432,948,648,300
S01008433,753,510,243
S01008434,940,673,267
S01008435,978,684,294
S01008436,764,487,277
S01008437,1023,369,654
S01008438,858,329,529
S01008439,828,568,260
S01008440,936,645,291
S01008441,639,465,174
S01008442,453,277,176
S01008443,525,339,186
S01008444,931,401,530
S01008445,1092,538,554
S01008446,1299,716,583
S01008447,576,398,178
S01008448,654,455,199
S01008449,483,223,260
S01008450,327,94,233
S01008451,743,313,430
S01008452,537,136,401
S01008453,345,88,257
S01008454,897,295,602
S01008455,1013,387,626
S01008456,833,239,594
S01008457,806,305,501
S01008458,689,333,356
S01008459,605,188,417
S01008460,806,191,615
S01008461,711,196,515
S01008462,539,177,362
S01008463,723,249,474
S01008464,825,454,371
S01008465,804,383,421
S01008466,699,344,355
S01008467,713,414,299
S01008468,793,355,438
S01008469,450,226,224
S01008470,745,324,421
S01008471,577,198,379
S01008472,550,227,323
S01008473,546,203,343
S01008474,727,252,475
S01008475,694,321,373
S01008476,676,277,399
S01008477,999,359,640
S01008478,840,308,532
S01008479,989,424,565
S01008480,364,163,201
S01008481,1123,447,676
S01008482,1090,396,694
S01008483,753,347,406
S01008484,799,450,349
S01008485,898,578,320
S01008486,762,404,358
S01008487,428,196,232
S01008488,684,257,427
S01008489,823,324,499
S01008490,1040,350,690
S01008491,663,204,459
S01008492,429,69,360
S01008493,763,286,477
S01008494,713,168,545
S01008495,933,128,805
S01008496,1074,154,920
S01008497,856,140,716
S01008498,705,117,588
S01008499,943,132,811
S01008500,250,39,211
S01008501,513,114,399
S01008502,604,106,498
S01008503,753,273,480
S01008504,1200,480,720
S01008505,855,335,520
S01008506,983,371,612
S01008507,752,217,535
S01008508,887,525,362
S01008509,803,482,321
S01008510,692,426,266
S01008511,812,545,267
S01008512,848,587,261
S01008513,771,437,334
S01008514,678,335,343
S01008515,795,433,362
S01008516,1503,329,1174
S01008517,871,209,662
S01008518,942,508,434
S01008519,824,533,291
S01008520,1036,762,274
S01008521,710,499,211
S01008522,499,321,178
S01008523,217,155,62
S01008524,977,418,559
S01008525,793,319,474
S01008526,722,304,418
S01008527,607,309,298
S01008528,549,285,264
S01008529,717,397,320
S01008530,895,390,505
S01008531,824,304,520
S01008532,556,263,293
S01008533,353,307,46
S01008534,644,498,146
S01008535,570,405,165
S01008536,604,381,223
S01008537,580,412,168
S01008538,558,378,180
S01008539,882,573,309
S01008540,862,588,274
S01008541,788,530,258
S01008542,923,609,314
S01008543,773,541,232
S01008544,443,324,119
S01008545,588,410,178
S01008546,740,535,205
S01008547,941,555,386
S01008548,858,388,470
S01008549,1015,563,452
S01008550,846,497,349
S01008551,854,468,386
S01008552,930,554,376
S01008553,636,307,329
S01008554,639,268,371
S01008555,787,296,491
S01008556,973,428,545
S01008557,713,253,460
S01008558,764,275,489
S01008559,671,322,349
S01008560,644,297,347
S01008561,801,420,381
S01008562,607,180,427
S01008563,1010,420,590
S01008564,869,466,403
S01008565,854,352,502
S01008566,827,386,441
S01008567,535,239,296
S01008568,669,351,318
S01008569,585,151,434
S01008570,830,330,500
S01008571,743,361,382
S01008572,804,413,391
S01008573,745,455,290
S01008574,809,441,368
S01008575,619,433,186
S01008576,869,488,381
S01008577,1016,577,439
S01008578,815,543,272
S01008579,758,486,272
S01008580,715,361,354
S01008581,932,366,566
S01008582,1172,559,613
S01008583,719,307,412
S01008584,959,411,548
S01008585,755,295,460
S01008586,773,354,419
S01008587,744,408,336
S01008588,874,496,378
S01008589,305,184,121
S01008590,495,190,305
S01008591,850,382,468
S01008592,819,350,469
S01008593,710,454,256
S01008594,708,336,372
S01008595,1022,396,626
S01008596,850,285,565
S01008597,926,529,397
S01008598,1011,379,632
S01008599,797,350,447
S01008600,2803,389,2414
S01008601,2627,120,2507
S01008602,525,110,415
S01008603,958,116,842
S01008604,878,260,618
S01008605,736,211,525
S01008606,826,432,394
S01008607,528,332,196
S01008608,672,353,319
S01008609,932,494,438
S01008610,1051,326,725
S01008611,1164,229,935
S01008612,662,92,570
S01008613,909,257,652
S01008614,873,121,752
S01008615,816,164,652
S01008616,819,135,684
S01008617,904,150,754
S01008618,703,78,625
S01008619,479,100,379
S01008620,737,119,618
S01008621,820,130,690
S01008622,872,156,716
S01008623,1004,295,709
S01008624,670,349,321
S01008625,483,312,171
S01008626,889,435,454
S01008627,665,387,278
S01008628,640,185,455
S01008629,906,290,616
S01008630,598,121,477
S01008631,805,193,612
S01008632,1341,378,963
S01008633,984,484,500
S01008634,616,290,326
S01008635,693,225,468
S01008636,758,292,466
S01008637,644,178,466
S01008638,1200,242,958
S01008639,1145,279,866
S01008640,1128,247,881
S01008641,1013,226,787
S01008642,892,223,669
S01008643,909,244,665
S01008644,561,130,431
S01008645,916,217,699
S01008646,1132,282,850
S01008647,631,126,505
S01008648,831,136,695
S01008649,1148,192,956
S01008650,871,157,714
S01008651,786,120,666
S01008652,719,85,634
S01008653,631,117,514
S01008654,1082,149,933
S01008655,619,113,506
S01008656,934,179,755
S01008657,747,124,623
S01008658,1001,150,851
S01008659,1090,150,940
S01008660,1050,150,900
S01008661,955,148,807
S01008662,916,52,864
S01008663,954,120,834
S01008664,906,120,786
S01008665,1052,139,913
S01008666,771,119,652
S01008667,841,159,682
S01008668,955,122,833
S01008669,605,45,560
S01008670,1103,124,979
S01008671,1117,134,983
S01008672,579,70,509
S01008673,743,124,619
S01008674,1030,106,924
S01008675,782,147,635
S01008676,858,130,728
S01008677,694,122,572
S01008678,1014,92,922
S01008679,1025,136,889
S01008680,778,121,657
S01008681,899,123,776
S01008682,816,155,661
S01008683,1470,272,1198
S01008684,2779,205,2574
S01008685,721,200,521
S01008686,951,193,758
S01008687,779,145,634
S01008688,806,146,660
S01008689,1132,304,828
S01008690,901,248,653
S01008691,1136,222,914
S01008692,919,210,709
S01008693,523,283,240
S01008694,1157,366,791
S01008695,811,311,500
S01008696,554,333,221
S01008697,716,491,225
S01008698,605,356,249
S01008699,960,446,514
S01008700,560,312,248
S01008701,311,63,248
S01008702,263,82,181
S01008703,585,196,389
S01008704,740,292,448
S01008705,342,131,211
S01008706,571,169,402
S01008707,790,270,520
S01008708,589,157,432
S01008709,810,337,473
S01008710,257,83,174
S01008711,629,240,389
S01008712,906,344,562
S01008713,501,155,346
S01008714,589,256,333
S01008715,687,308,379
S01008716,599,279,320
S01008717,422,265,157
S01008718,500,258,242
S01008719,859,504,355
S01008720,485,227,258
S01008721,638,433,205
S01008722,907,541,366
S01008723,605,349,256
S01008724,816,456,360
S01008725,607,303,304
S01008726,927,512,415
S01008727,1032,464,568
S01008728,428,193,235
S01008729,639,334,305
S01008730,826,300,526
S01008731,470,218,252
S01008732,665,277,388
S01008733,755,255,500
S01008734,691,382,309
S01008735,961,645,316
S01008736,586,374,212
S01008737,648,435,213
S01008738,764,522,242
S01008739,498,287,211
S01008740,638,416,222
S01008741,946,656,290
S01008742,653,350,303
S01008743,895,326,569
S01008744,851,415,436
S01008745,455,210,245
S01008746,878,274,604
S01008747,513,308,205
S01008748,891,592,299
S01008749,1001,655,346
S01008750,658,478,180
S01008751,967,427,540
S01008752,850,362,488
S01008753,595,241,354
S01008754,598,182,416
S01008755,715,188,527
S01008756,726,229,497
S01008757,605,191,414
S01008758,853,311,542
S01008759,619,259,360
S01008760,997,426,571
S01008761,459,167,292
S01008762,507,265,242
S01008763,721,375,346
S01008764,548,287,261
S01008765,1040,441,599
S01008766,1197,647,550
S01008767,728,399,329
S01008768,564,193,371
S01008769,187,52,135
S01008770,69,23,46
S01008771,69,23,46
S01008772,933,417,516
S01008773,798,237,561
S01008774,693,204,489
S01008775,465,167,298
S01008776,1092,286,806
S01008777,816,188,628
S01008778,567,131,436
S01008779,383,97,286
S01008780,320,62,258
S01008781,298,60,238
S01008782,458,115,343
S01008783,277,55,222
S01008784,492,96,396
S01008785,710,186,524
S01008786,775,193,582
S01008787,458,130,328
S01008788,362,96,266
S01008789,579,215,364
S01008790,596,129,467
S01008791,335,123,212
S01008792,852,294,558
S01008793,760,190,570
S01008794,719,201,518
S01008795,911,278,633
S01008796,882,151,731
S01008797,862,229,633
S01008798,881,200,681
S01008799,215,65,150
S01008800,761,162,599
S01008801,778,138,640
S01008802,972,194,778
S01008803,986,219,767
S01008804,690,97,593
S01008805,564,109,455
S01008806,668,187,481
S01008807,920,206,714
S01008808,669,156,513
S01008809,754,274,480
S01008810,949,245,704
S01008811,689,171,518
S01008812,788,201,587
S01008813,689,201,488
S01008814,1028,304,724
S01008815,987,239,748
S01008816,216,60,156
S01008817,571,180,391
S01008818,794,347,447
S01008819,884,313,571
S01008820,1056,305,751
S01008821,630,344,286
S01008822,656,363,293
S01008823,837,371,466
S01008824,1018,507,511
S01008825,531,289,242
S01008826,578,213,365
S01008827,844,423,421
