"dz_2011","total","llti","no_llti"
"S01007509",657,145,512
"S01007510",968,244,724
"S01007511",867,236,631
"S01007512",488,104,384
"S01007513",814,197,617
"S01007514",503,122,381
"S01007515",511,121,390
"S01007516",583,130,453
"S01007517",353,115,238
"S01007518",714,195,519
"S01007519",648,146,502
"S01007520",979,230,749
"S01007521",640,112,528
"S01007522",892,228,664
"S01007523",511,101,410
"S01007524",934,150,784
"S01007525",565,124,441
"S01007526",773,173,600
"S01007527",800,161,639
"S01007528",773,165,608
"S01007529",611,119,492
"S01007530",534,92,442
"S01007531",701,125,576
"S01007532",505,91,414
"S01007533",917,194,723
"S01007534",748,160,588
"S01007535",660,154,506
"S01007536",988,205,783
"S01007537",818,186,632
"S01007538",874,173,701
"S01007539",678,150,528
"S01007540",833,233,600
"S01007541",799,223,576
"S01007542",824,163,661
"S01007543",1091,196,895
"S01007544",1371,291,1080
"S01007545",1012,207,805
"S01007546",488,77,411
"S01007547",546,82,464
"S01007548",466,89,377
"S01007549",635,135,500
"S01007550",991,211,780
"S01007551",857,192,665
"S01007552",953,265,688
"S01007553",847,238,609
"S01007554",451,166,285
"S01007555",470,113,357
"S01007556",494,144,350
"S01007557",1201,253,948
"S01007558",454,109,345
"S01007559",854,136,718
"S01007560",689,178,511
"S01007561",454,138,316
"S01007562",875,150,725
"S01007563",784,155,629
"S01007564",732,148,584
"S01007565",979,168,811
"S01007566",671,143,528
"S01007567",715,87,628
"S01007568",704,121,583
"S01007569",950,199,751
"S01007570",633,104,529
"S01007571",549,96,453
"S01007572",881,222,659
"S01007574",1080,180,900
"S01007575",773,216,557
"S01007576",823,185,638
"S01007577",617,112,505
"S01007578",733,159,574
"S01007579",538,118,420
"S01007580",860,191,669
"S01007581",543,106,437
"S01007582",639,143,496
"S01007583",979,219,760
"S01007584",602,142,460
"S01007585",851,207,644
"S01007586",710,144,566
"S01007587",814,164,650
"S01007588",737,119,618
"S01007589",737,130,607
"S01007590",653,122,531
"S01007591",531,123,408
"S01007592",772,149,623
"S01007593",908,245,663
"S01007594",1055,199,856
"S01007595",956,189,767
"S01007596",461,134,327
"S01007597",646,116,530
"S01007598",627,111,516
"S01007599",636,156,480
"S01007600",879,271,608
"S01007601",673,56,617
"S01007602",696,88,608
"S01007603",831,61,770
"S01007604",992,143,849
"S01007605",1043,130,913
"S01007606",500,88,412
"S01007607",771,87,684
"S01007608",845,132,713
"S01007609",792,158,634
"S01007610",613,202,411
"S01007611",780,233,547
"S01007612",1001,251,750
"S01007613",828,150,678
"S01007614",469,73,396
"S01007615",855,191,664
"S01007616",653,180,473
"S01007617",567,95,472
"S01007618",694,174,520
"S01007619",689,155,534
"S01007620",624,106,518
"S01007621",567,108,459
"S01007622",440,107,333
"S01007623",501,80,421
"S01007624",699,90,609
"S01007625",537,67,470
"S01007626",328,20,308
"S01007627",372,49,323
"S01007628",673,114,559
"S01007629",613,100,513
"S01007630",833,127,706
"S01007631",593,112,481
"S01007632",907,175,732
"S01007633",1045,191,854
"S01007634",564,98,466
"S01007635",542,130,412
"S01007636",776,204,572
"S01007637",913,182,731
"S01007638",771,153,618
"S01007639",1007,142,865
"S01007640",582,94,488
"S01007641",679,126,553
"S01007642",795,179,616
"S01007643",839,182,657
"S01007644",608,107,501
"S01007645",565,86,479
"S01007646",672,126,546
"S01007647",768,123,645
"S01007648",862,144,718
"S01007649",790,139,651
"S01007650",942,192,750
"S01007651",745,130,615
"S01007652",397,84,313
"S01007653",823,127,696
"S01007654",1031,237,794
"S01007655",777,125,652
"S01007656",848,146,702
"S01007657",507,72,435
"S01007658",494,102,392
"S01007659",871,173,698
"S01007660",627,137,490
"S01007661",572,116,456
"S01007662",849,219,630
"S01007663",853,167,686
"S01007664",576,150,426
"S01007665",592,112,480
"S01007666",229,47,182
"S01007667",535,107,428
"S01007668",1080,260,820
"S01007669",665,115,550
"S01007670",685,114,571
"S01007671",679,145,534
"S01007672",906,161,745
"S01007673",688,119,569
"S01007674",827,156,671
"S01007675",527,89,438
"S01007676",699,114,585
"S01007677",295,42,253
"S01007678",793,197,596
"S01007679",744,180,564
"S01007680",977,142,835
"S01007681",423,93,330
"S01007682",1264,187,1077
"S01007683",854,79,775
"S01007684",923,149,774
"S01007685",933,107,826
"S01007686",806,104,702
"S01007687",925,118,807
"S01007688",879,129,750
"S01007689",662,119,543
"S01007690",1045,134,911
"S01007691",1736,174,1562
"S01007692",606,62,544
"S01007693",459,74,385
"S01007694",475,93,382
"S01007695",922,275,647
"S01007696",702,124,578
"S01007697",987,259,728
"S01007698",1020,197,823
"S01007699",820,139,681
"S01007700",939,161,778
"S01007701",444,133,311
"S01007702",197,17,180
"S01007703",805,166,639
"S01007704",902,279,623
"S01007705",593,98,495
"S01007706",432,26,406
"S01007707",267,34,233
"S01007708",783,177,606
"S01007709",547,143,404
"S01007710",391,77,314
"S01007711",1073,239,834
"S01007712",613,121,492
"S01007713",533,150,383
"S01007714",673,129,544
"S01007715",452,116,336
"S01007716",903,339,564
"S01007717",967,267,700
"S01007718",611,212,399
"S01007719",981,323,658
"S01007720",723,257,466
"S01007721",747,209,538
"S01007722",874,326,548
"S01007723",997,406,591
"S01007724",623,106,517
"S01007725",784,264,520
"S01007726",781,181,600
"S01007727",771,179,592
"S01007728",664,131,533
"S01007729",772,106,666
"S01007730",675,109,566
"S01007731",369,96,273
"S01007732",581,171,410
"S01007733",939,138,801
"S01007734",865,154,711
"S01007735",865,133,732
"S01007736",767,144,623
"S01007737",916,216,700
"S01007738",742,203,539
"S01007739",454,153,301
"S01007740",664,129,535
"S01007741",671,232,439
"S01007742",641,186,455
"S01007743",908,273,635
"S01007744",795,250,545
"S01007745",669,232,437
"S01007746",963,238,725
"S01007747",546,119,427
"S01007748",709,171,538
"S01007749",818,103,715
"S01007750",807,144,663
"S01007751",919,193,726
"S01007752",795,211,584
"S01007753",545,158,387
"S01007754",976,250,726
"S01007755",866,254,612
"S01007756",605,181,424
"S01007757",894,155,739
"S01007758",966,245,721
"S01007759",955,273,682
"S01007760",795,146,649
"S01007761",990,115,875
"S01007762",825,217,608
"S01007763",593,203,390
"S01007764",862,92,770
"S01007765",731,100,631
"S01007766",677,90,587
"S01007767",1097,174,923
"S01007768",655,146,509
"S01007769",740,145,595
"S01007770",761,106,655
"S01007771",583,90,493
"S01007772",984,307,677
"S01007773",830,123,707
"S01007774",313,22,291
"S01007775",502,62,440
"S01007776",662,42,620
"S01007777",258,16,242
"S01007778",273,74,199
"S01007779",782,102,680
"S01007780",876,89,787
"S01007781",919,93,826
"S01007782",346,63,283
"S01007783",786,289,497
"S01007784",792,85,707
"S01007785",488,132,356
"S01007786",810,215,595
"S01007787",700,168,532
"S01007788",585,137,448
"S01007789",627,120,507
"S01007790",659,93,566
"S01007791",164,70,94
"S01007792",974,219,755
"S01007793",991,278,713
"S01007794",642,121,521
"S01007795",793,163,630
"S01007796",856,191,665
"S01007797",715,163,552
"S01007798",269,33,236
"S01007800",938,234,704
"S01007801",1030,310,720
"S01007802",600,40,560
"S01007803",1016,349,667
"S01007804",547,117,430
"S01007805",375,92,283
"S01007806",736,162,574
"S01007807",752,97,655
"S01007808",851,146,705
"S01007809",974,190,784
"S01007810",933,251,682
"S01007811",947,214,733
"S01007812",813,160,653
"S01007813",805,167,638
"S01007814",663,126,537
"S01007815",924,167,757
"S01007816",764,96,668
"S01007817",511,99,412
"S01007818",886,108,778
"S01007819",689,175,514
"S01007820",975,226,749
"S01007821",575,125,450
"S01007822",834,205,629
"S01007823",762,117,645
"S01007824",805,150,655
"S01007825",960,214,746
"S01007826",648,210,438
"S01007827",634,97,537
"S01007828",1024,357,667
"S01007829",598,211,387
"S01007830",977,297,680
"S01007831",809,242,567
"S01007832",589,195,394
"S01007833",862,335,527
"S01007834",811,208,603
"S01007835",735,154,581
"S01007836",633,167,466
"S01007837",916,138,778
"S01007838",1078,178,900
"S01007839",590,200,390
"S01007840",836,186,650
"S01007841",674,147,527
"S01007842",726,139,587
"S01007843",805,190,615
"S01007844",961,180,781
"S01007845",890,201,689
"S01007846",695,169,526
"S01007847",914,253,661
"S01007848",829,245,584
"S01007849",892,239,653
"S01007850",852,230,622
"S01007851",971,318,653
"S01007852",660,143,517
"S01007853",643,239,404
"S01007854",931,320,611
"S01007855",661,193,468
"S01007856",749,135,614
"S01007857",397,102,295
"S01007858",778,292,486
"S01007859",252,39,213
"S01007861",702,155,547
"S01007862",747,176,571
"S01007863",933,225,708
"S01007864",988,260,728
"S01007866",594,38,556
"S01007867",386,158,228
"S01007868",1003,91,912
"S01007869",564,90,474
"S01007870",544,142,402
"S01007871",817,302,515
"S01007872",748,228,520
"S01007873",706,229,477
"S01007874",701,277,424
"S01007875",491,128,363
"S01007876",654,147,507
"S01007877",685,209,476
"S01007878",517,161,356
"S01007879",734,204,530
"S01007880",824,230,594
"S01007881",644,166,478
"S01007882",722,90,632
"S01007883",693,165,528
"S01007884",606,133,473
"S01007885",774,221,553
"S01007886",673,213,460
"S01007887",647,131,516
"S01007888",1172,267,905
"S01007889",593,174,419
"S01007890",594,130,464
"S01007891",541,158,383
"S01007892",444,97,347
"S01007893",1241,210,1031
"S01007894",932,174,758
"S01007895",553,91,462
"S01007896",775,194,581
"S01007897",665,101,564
"S01007898",711,136,575
"S01007899",606,111,495
"S01007900",476,113,363
"S01007901",701,177,524
"S01007902",981,312,669
"S01007903",649,229,420
"S01007904",822,209,613
"S01007905",729,165,564
"S01007906",835,292,543
"S01007907",608,176,432
"S01007908",532,177,355
"S01007909",421,91,330
"S01007910",1012,212,800
"S01007911",430,134,296
"S01007912",787,238,549
"S01007913",694,207,487
"S01007914",769,175,594
"S01007915",790,165,625
"S01007916",905,303,602
"S01007917",943,237,706
"S01007918",1008,306,702
"S01007919",595,83,512
"S01007920",611,106,505
"S01007921",999,293,706
"S01007922",932,309,623
"S01007923",570,160,410
"S01007924",842,235,607
"S01007925",768,116,652
"S01007926",690,94,596
"S01007927",578,69,509
"S01007928",1058,232,826
"S01007929",604,87,517
"S01007930",549,76,473
"S01007931",839,164,675
"S01007932",944,141,803
"S01007933",746,103,643
"S01007934",685,143,542
"S01007935",796,180,616
"S01007936",763,63,700
"S01007937",923,107,816
"S01007938",779,201,578
"S01007939",946,221,725
"S01007940",960,229,731
"S01007941",450,46,404
"S01007942",216,67,149
"S01007943",551,125,426
"S01007944",804,170,634
"S01007945",880,210,670
"S01007946",794,197,597
"S01007947",766,167,599
"S01007948",730,198,532
"S01007949",833,122,711
"S01007950",772,108,664
"S01007951",759,159,600
"S01007952",623,180,443
"S01007953",990,226,764
"S01007954",732,156,576
"S01007955",658,130,528
"S01007956",778,178,600
"S01007957",961,293,668
"S01007958",920,276,644
"S01007959",784,141,643
"S01007960",644,159,485
"S01007961",1784,394,1390
"S01007962",623,130,493
"S01007963",946,216,730
"S01007964",775,181,594
"S01007965",603,147,456
"S01007966",916,221,695
"S01007967",638,119,519
"S01007968",985,184,801
"S01007969",695,158,537
"S01007970",908,197,711
"S01007971",985,284,701
"S01007972",920,209,711
"S01007973",979,104,875
"S01007974",979,298,681
"S01007975",611,165,446
"S01007976",663,214,449
"S01007977",558,85,473
"S01007978",595,105,490
"S01007979",735,142,593
"S01007980",725,209,516
"S01007981",622,99,523
"S01007982",601,74,527
"S01007983",805,222,583
"S01007984",760,155,605
"S01007985",950,191,759
"S01007986",600,113,487
"S01007987",718,126,592
"S01007988",868,151,717
"S01007989",656,103,553
"S01007990",1136,134,1002
"S01007991",600,37,563
"S01007992",610,38,572
"S01007993",773,82,691
"S01007994",338,8,330
"S01007995",652,39,613
"S01007996",533,58,475
"S01007997",648,86,562
"S01007998",550,93,457
"S01007999",854,178,676
"S01008000",927,210,717
"S01008001",925,221,704
"S01008002",695,159,536
"S01008003",650,126,524
"S01008004",127,32,95
"S01008006",520,147,373
"S01008007",545,93,452
"S01008008",413,96,317
"S01008009",504,144,360
"S01008010",872,208,664
"S01008011",618,289,329
"S01008012",741,176,565
"S01008013",604,190,414
"S01008014",600,106,494
"S01008015",785,196,589
"S01008016",825,227,598
"S01008017",969,160,809
"S01008018",488,81,407
"S01008019",747,122,625
"S01008020",598,93,505
"S01008021",747,100,647
"S01008022",813,122,691
"S01008023",509,31,478
"S01008024",170,12,158
"S01008025",773,110,663
"S01008026",871,205,666
"S01008027",683,158,525
"S01008028",358,79,279
"S01008029",1191,283,908
"S01008030",774,136,638
"S01008031",848,195,653
"S01008032",908,175,733
"S01008033",1461,140,1321
"S01008034",801,43,758
"S01008035",645,88,557
"S01008036",705,84,621
"S01008037",1014,182,832
"S01008038",883,162,721
"S01008039",865,125,740
"S01008040",995,120,875
"S01008041",661,140,521
"S01008042",587,86,501
"S01008043",745,112,633
"S01008044",955,127,828
"S01008045",1152,168,984
"S01008046",887,318,569
"S01008047",729,102,627
"S01008048",624,70,554
"S01008049",834,126,708
"S01008050",612,98,514
"S01008051",907,90,817
"S01008052",855,116,739
"S01008053",579,87,492
"S01008054",962,186,776
"S01008055",751,85,666
"S01008056",848,205,643
"S01008057",910,166,744
"S01008058",962,79,883
"S01008059",606,52,554
"S01008060",810,54,756
"S01008061",949,107,842
"S01008062",1105,160,945
"S01008063",829,95,734
"S01008064",772,142,630
"S01008065",1063,112,951
"S01008066",1009,63,946
"S01008067",562,54,508
"S01008068",963,141,822
"S01008069",954,141,813
"S01008070",980,111,869
"S01008071",749,99,650
"S01008072",397,100,297
"S01008073",478,44,434
"S01008074",990,123,867
"S01008075",620,102,518
"S01008076",659,155,504
"S01008077",914,140,774
"S01008078",978,101,877
"S01008079",918,139,779
"S01008080",702,90,612
"S01008081",602,73,529
"S01008082",672,95,577
"S01008083",632,78,554
"S01008084",851,136,715
"S01008085",1014,110,904
"S01008086",1038,169,869
"S01008087",915,125,790
"S01008088",974,141,833
"S01008089",706,87,619
"S01008090",798,149,649
"S01008091",455,52,403
"S01008092",912,191,721
"S01008093",805,139,666
"S01008094",653,97,556
"S01008095",714,102,612
"S01008096",829,180,649
"S01008097",564,96,468
"S01008098",784,118,666
"S01008099",498,78,420
"S01008100",985,163,822
"S01008101",812,118,694
"S01008102",787,167,620
"S01008103",616,168,448
"S01008104",1014,266,748
"S01008105",1085,282,803
"S01008106",732,212,520
"S01008107",379,56,323
"S01008108",600,46,554
"S01008109",1027,125,902
"S01008110",930,128,802
"S01008111",974,150,824
"S01008112",917,124,793
"S01008113",894,117,777
"S01008114",744,89,655
"S01008115",1015,103,912
"S01008116",1060,95,965
"S01008117",876,160,716
"S01008118",1194,301,893
"S01008119",678,160,518
"S01008120",789,149,640
"S01008121",695,98,597
"S01008122",601,58,543
"S01008123",875,112,763
"S01008124",726,71,655
"S01008125",924,106,818
"S01008126",898,89,809
"S01008127",532,86,446
"S01008128",841,118,723
"S01008129",892,232,660
"S01008130",881,190,691
"S01008131",762,159,603
"S01008132",1018,195,823
"S01008133",594,150,444
"S01008134",644,108,536
"S01008135",1221,298,923
"S01008136",846,220,626
"S01008137",868,206,662
"S01008138",761,206,555
"S01008139",1132,283,849
"S01008140",628,164,464
"S01008141",1135,168,967
"S01008142",688,70,618
"S01008143",1003,225,778
"S01008144",946,108,838
"S01008145",842,208,634
"S01008146",619,170,449
"S01008147",844,166,678
"S01008148",836,133,703
"S01008149",712,137,575
"S01008150",963,214,749
"S01008151",691,178,513
"S01008152",995,277,718
"S01008153",599,64,535
"S01008154",878,149,729
"S01008155",740,96,644
"S01008156",949,183,766
"S01008157",762,109,653
"S01008158",811,57,754
"S01008159",935,222,713
"S01008160",938,241,697
"S01008161",688,82,606
"S01008162",1048,338,710
"S01008163",781,188,593
"S01008164",669,135,534
"S01008165",163,18,145
"S01008166",568,109,459
"S01008167",602,151,451
"S01008168",998,254,744
"S01008169",610,136,474
"S01008170",638,97,541
"S01008171",774,188,586
"S01008172",582,107,475
"S01008173",672,81,591
"S01008174",581,75,506
"S01008175",780,133,647
"S01008176",675,80,595
"S01008177",769,189,580
"S01008178",729,90,639
"S01008179",539,25,514
"S01008180",518,34,484
"S01008181",637,114,523
"S01008182",887,208,679
"S01008183",856,107,749
"S01008184",703,193,510
"S01008185",1043,280,763
"S01008186",702,129,573
"S01008187",547,134,413
"S01008188",875,252,623
"S01008189",601,131,470
"S01008190",924,220,704
"S01008191",484,100,384
"S01008192",880,163,717
"S01008193",805,168,637
"S01008194",565,138,427
"S01008195",768,159,609
"S01008196",782,134,648
"S01008198",723,169,554
"S01008199",861,169,692
"S01008200",561,151,410
"S01008201",756,206,550
"S01008202",615,148,467
"S01008203",548,130,418
"S01008204",813,294,519
"S01008205",763,164,599
"S01008206",585,169,416
"S01008207",585,89,496
"S01008208",130,22,108
"S01008210",970,270,700
"S01008211",883,193,690
"S01008212",478,35,443
"S01008213",975,105,870
"S01008214",675,186,489
"S01008215",640,126,514
"S01008216",677,59,618
"S01008217",738,94,644
"S01008218",506,52,454
"S01008219",827,180,647
"S01008220",682,119,563
"S01008221",786,170,616
"S01008222",760,220,540
"S01008223",462,156,306
"S01008224",962,89,873
"S01008225",776,130,646
"S01008226",823,235,588
"S01008227",784,178,606
"S01008228",570,82,488
"S01008229",492,116,376
"S01008230",536,45,491
"S01008231",96,10,86
"S01008233",246,53,193
"S01008234",344,84,260
"S01008235",829,192,637
"S01008236",925,161,764
"S01008237",862,126,736
"S01008238",689,136,553
"S01008239",607,121,486
"S01008240",848,105,743
"S01008241",689,86,603
"S01008242",950,244,706
"S01008243",754,149,605
"S01008244",456,64,392
"S01008245",993,159,834
"S01008246",1056,153,903
"S01008247",657,99,558
"S01008248",755,108,647
"S01008249",886,145,741
"S01008250",777,91,686
"S01008251",587,43,544
"S01008252",955,95,860
"S01008253",725,182,543
"S01008254",878,172,706
"S01008255",797,172,625
"S01008256",931,167,764
"S01008257",634,183,451
"S01008258",793,110,683
"S01008259",568,125,443
"S01008260",932,182,750
"S01008261",942,166,776
"S01008262",581,76,505
"S01008263",470,125,345
"S01008264",498,108,390
"S01008265",645,121,524
"S01008266",561,78,483
"S01008267",739,139,600
"S01008268",692,152,540
"S01008269",761,165,596
"S01008270",771,173,598
"S01008271",639,127,512
"S01008272",925,146,779
"S01008273",782,111,671
"S01008274",769,161,608
"S01008275",612,104,508
"S01008276",543,59,484
"S01008277",512,70,442
"S01008278",876,100,776
"S01008279",762,121,641
"S01008280",862,157,705
"S01008281",749,78,671
"S01008282",721,121,600
"S01008283",199,63,136
"S01008284",521,112,409
"S01008285",759,198,561
"S01008286",776,170,606
"S01008287",898,94,804
"S01008288",908,184,724
"S01008289",518,89,429
"S01008290",691,116,575
"S01008291",751,138,613
"S01008292",380,47,333
"S01008294",385,68,317
"S01008295",830,84,746
"S01008296",584,153,431
"S01008297",543,91,452
"S01008298",934,134,800
"S01008299",732,222,510
"S01008300",785,163,622
"S01008301",942,81,861
"S01008302",784,93,691
"S01008303",547,108,439
"S01008304",396,73,323
"S01008305",874,120,754
"S01008306",679,81,598
"S01008307",629,119,510
"S01008308",642,98,544
"S01008309",691,202,489
"S01008310",993,281,712
"S01008311",431,100,331
"S01008312",267,55,212
"S01008313",1055,347,708
"S01008314",542,118,424
"S01008315",670,173,497
"S01008316",487,100,387
"S01008317",531,101,430
"S01008318",1038,141,897
"S01008319",761,204,557
"S01008320",594,127,467
"S01008321",616,61,555
"S01008322",1018,238,780
"S01008323",851,208,643
"S01008324",516,127,389
"S01008325",726,185,541
"S01008326",911,186,725
"S01008327",992,263,729
"S01008328",824,94,730
"S01008329",960,82,878
"S01008330",957,96,861
"S01008331",605,48,557
"S01008332",943,225,718
"S01008333",954,259,695
"S01008334",584,101,483
"S01008335",680,146,534
"S01008336",608,121,487
"S01008337",545,89,456
"S01008338",808,62,746
"S01008339",590,34,556
"S01008340",757,60,697
"S01008341",666,29,637
"S01008342",807,94,713
"S01008343",819,95,724
"S01008344",840,68,772
"S01008345",806,92,714
"S01008346",980,120,860
"S01008347",992,203,789
"S01008348",763,105,658
"S01008349",696,42,654
"S01008350",574,64,510
"S01008351",937,134,803
"S01008352",649,61,588
"S01008353",408,46,362
"S01008354",558,158,400
"S01008355",589,133,456
"S01008356",562,59,503
"S01008357",464,70,394
"S01008358",711,167,544
"S01008359",689,88,601
"S01008360",835,80,755
"S01008361",885,83,802
"S01008362",838,83,755
"S01008363",762,81,681
"S01008364",744,82,662
"S01008365",830,104,726
"S01008366",889,238,651
"S01008367",693,166,527
"S01008368",454,74,380
"S01008369",657,103,554
"S01008370",719,96,623
"S01008371",776,81,695
"S01008372",765,71,694
"S01008373",795,76,719
"S01008374",707,92,615
"S01008375",784,98,686
"S01008376",505,54,451
"S01008377",754,88,666
"S01008378",880,88,792
"S01008379",527,81,446
"S01008380",559,59,500
"S01008381",518,55,463
"S01008382",784,109,675
"S01008383",506,67,439
"S01008384",970,130,840
"S01008385",635,77,558
"S01008386",696,91,605
"S01008387",842,84,758
"S01008388",534,49,485
"S01008389",530,147,383
"S01008390",640,81,559
"S01008391",766,150,616
"S01008392",924,104,820
"S01008393",629,93,536
"S01008394",963,93,870
"S01008395",530,42,488
"S01008396",906,133,773
"S01008397",994,107,887
"S01008398",628,91,537
"S01008399",703,159,544
"S01008400",504,58,446
"S01008401",870,161,709
"S01008402",999,118,881
"S01008403",619,63,556
"S01008404",1019,206,813
"S01008405",820,49,771
"S01008406",987,258,729
"S01008407",539,179,360
"S01008408",631,66,565
"S01008409",1037,200,837
"S01008410",587,120,467
"S01008411",617,82,535
"S01008412",658,111,547
"S01008413",379,78,301
"S01008414",485,47,438
"S01008415",896,170,726
"S01008416",840,177,663
"S01008417",748,57,691
"S01008418",762,80,682
"S01008419",521,68,453
"S01008420",521,61,460
"S01008421",707,139,568
"S01008422",718,85,633
"S01008423",804,88,716
"S01008424",813,108,705
"S01008425",2647,198,2449
"S01008426",641,148,493
"S01008427",1142,98,1044
"S01008428",701,158,543
"S01008429",700,137,563
"S01008430",801,137,664
"S01008431",879,124,755
"S01008432",736,88,648
"S01008433",916,109,807
"S01008434",1043,100,943
"S01008435",808,92,716
"S01008436",740,128,612
"S01008437",705,139,566
"S01008438",875,109,766
"S01008439",1022,86,936
"S01008440",1086,139,947
"S01008441",401,48,353
"S01008442",568,54,514
"S01008443",631,100,531
"S01008444",645,65,580
"S01008445",1178,208,970
"S01008446",1074,112,962
"S01008447",704,79,625
"S01008448",674,92,582
"S01008449",466,90,376
"S01008450",428,96,332
"S01008451",707,154,553
"S01008452",525,99,426
"S01008453",195,31,164
"S01008454",986,180,806
"S01008455",973,249,724
"S01008456",769,188,581
"S01008457",590,187,403
"S01008458",927,160,767
"S01008459",611,143,468
"S01008460",739,180,559
"S01008461",884,188,696
"S01008462",548,180,368
"S01008463",669,170,499
"S01008464",908,148,760
"S01008465",793,137,656
"S01008466",766,88,678
"S01008467",796,126,670
"S01008468",644,138,506
"S01008469",341,92,249
"S01008470",754,216,538
"S01008471",923,207,716
"S01008472",536,114,422
"S01008473",724,152,572
"S01008474",774,228,546
"S01008475",559,149,410
"S01008476",689,260,429
"S01008477",912,296,616
"S01008478",667,216,451
"S01008479",790,248,542
"S01008480",361,83,278
"S01008481",1338,320,1018
"S01008482",602,180,422
"S01008483",637,177,460
"S01008484",783,161,622
"S01008485",983,123,860
"S01008486",900,199,701
"S01008487",277,59,218
"S01008488",516,164,352
"S01008489",648,135,513
"S01008490",907,173,734
"S01008491",766,152,614
"S01008492",531,98,433
"S01008493",744,149,595
"S01008494",659,103,556
"S01008495",825,113,712
"S01008496",934,98,836
"S01008497",766,90,676
"S01008498",753,134,619
"S01008499",884,116,768
"S01008500",257,57,200
