output_area,total,active,inactive
S00090144,67,45,22
S00090145,85,62,23
S00090146,53,28,25
S00090147,57,33,24
S00090148,60,36,24
S00090149,120,88,32
S00090150,62,30,32
S00090151,57,42,15
S00090152,73,50,23
S00090153,90,66,24
S00090154,91,68,23
S00090155,78,64,14
S00090156,72,54,18
S00090157,120,92,28
S00090158,84,65,19
S00090159,103,63,40
S00090160,90,64,26
S00090161,83,66,17
S00090162,110,88,22
S00090163,77,57,20
S00090164,113,98,15
S00090165,111,85,26
S00090166,110,100,10
S00090167,85,80,5
S00090168,67,49,18
S00090169,67,36,31
S00090170,81,61,20
S00090171,43,37,6
S00090172,97,62,35
S00090173,97,67,30
S00090174,106,64,42
S00090175,99,70,29
S00090176,53,35,18
S00090177,95,69,26
S00090178,105,66,39
S00090179,110,81,29
S00090180,104,72,32
S00090181,104,76,28
S00090182,108,85,23
S00090183,128,113,15
S00090184,75,65,10
S00090185,64,48,16
S00090186,89,62,27
S00090187,89,77,12
S00090188,89,68,21
S00090189,64,59,5
S00090190,108,71,37
S00090191,102,80,22
S00090192,73,56,17
S00090193,89,75,14
S00090194,75,55,20
S00090195,84,77,7
S00090196,79,61,18
S00090197,79,60,19
S00090198,82,54,28
S00090199,65,47,18
S00090200,77,59,18
S00090201,99,82,17
S00090202,95,82,13
S00090203,99,79,20
S00090204,94,50,44
S00090205,76,59,17
S00090206,69,46,23
S00090207,76,50,26
S00090208,76,49,27
S00090209,77,54,23
S00090210,72,51,21
S00090211,56,52,4
S00090212,51,32,19
S00090213,55,44,11
S00090214,80,50,30
S00090215,117,78,39
S00090216,86,54,32
S00090217,83,70,13
S00090218,88,70,18
S00090219,91,62,29
S00090220,87,66,21
S00090221,109,82,27
S00090222,147,104,43
S00090223,123,85,38
S00090224,120,80,40
S00090225,62,48,14
S00090226,126,105,21
S00090227,180,135,45
S00090228,133,93,40
S00090229,153,119,34
S00090230,87,85,2
S00090231,95,82,13
S00090232,69,49,20
S00090233,73,51,22
S00090234,79,62,17
S00090235,112,89,23
S00090236,66,56,10
S00090237,64,44,20
S00090238,60,59,1
S00090239,97,70,27
S00090240,112,88,24
S00090241,117,97,20
S00090242,109,88,21
S00090243,72,52,20
S00090244,75,65,10
S00090245,135,102,33
S00090246,40,32,8
S00090247,101,87,14
S00090248,40,24,16
S00090249,145,129,16
S00090250,101,80,21
S00090251,116,99,17
S00090252,140,123,17
S00090253,144,107,37
S00090254,94,69,25
S00090255,122,97,25
S00090256,129,75,54
S00090257,114,73,41
S00090258,140,111,29
S00090259,79,53,26
S00090260,106,68,38
S00090261,82,60,22
S00090262,54,41,13
S00090263,120,77,43
S00090264,94,61,33
S00090265,95,82,13
S00090266,88,63,25
S00090267,63,48,15
S00090268,82,51,31
S00090269,102,88,14
S00090270,88,75,13
S00090271,120,103,17
S00090272,77,53,24
S00090273,22,9,13
S00090274,57,44,13
S00090275,44,39,5
S00090276,78,55,23
S00090277,98,74,24
S00090278,104,75,29
S00090279,101,63,38
S00090280,64,38,26
S00090281,96,78,18
S00090282,86,63,23
S00090283,57,40,17
S00090284,66,49,17
S00090285,67,52,15
S00090286,81,56,25
S00090287,91,73,18
S00090288,116,88,28
S00090289,59,50,9
S00090290,59,45,14
S00090291,74,46,28
S00090292,86,48,38
S00090293,83,56,27
S00090294,86,63,23
S00090295,96,82,14
S00090296,83,57,26
S00090297,111,75,36
S00090298,61,45,16
S00090299,91,64,27
S00090300,86,57,29
S00090301,52,34,18
S00090302,67,41,26
S00090303,123,78,45
S00090304,117,90,27
S00090305,140,91,49
S00090306,135,101,34
S00090307,108,85,23
S00090308,93,60,33
S00090309,103,75,28
S00090310,91,63,28
S00090311,118,95,23
S00090312,74,50,24
S00090313,135,95,40
S00090314,134,70,64
S00090315,81,64,17
S00090316,128,73,55
S00090317,125,81,44
S00090318,159,102,57
S00090319,64,43,21
S00090320,60,48,12
S00090321,96,69,27
S00090322,91,70,21
S00090323,66,40,26
S00090324,58,38,20
S00090325,65,48,17
S00090326,57,35,22
S00090327,67,54,13
S00090328,41,31,10
S00090329,67,55,12
S00090330,49,40,9
S00090331,130,96,34
S00090332,94,68,26
S00090333,99,63,36
S00090334,39,22,17
S00090335,55,40,15
S00090336,79,48,31
S00090337,113,89,24
S00090338,37,30,7
S00090339,33,25,8
S00090340,68,45,23
S00090341,58,46,12
S00090342,57,46,11
S00090343,69,45,24
S00090344,54,44,10
S00090345,101,87,14
S00090346,70,45,25
S00090347,122,93,29
S00090348,127,92,35
S00090349,67,36,31
S00090350,68,57,11
S00090351,49,34,15
S00090352,72,48,24
S00090353,57,48,9
S00090354,147,124,23
S00090355,49,32,17
S00090356,77,63,14
S00090357,177,140,37
S00090358,124,96,28
S00090359,109,87,22
S00090360,71,56,15
S00090361,68,49,19
S00090362,113,80,33
S00090363,23,17,6
S00090364,61,43,18
S00090365,90,72,18
S00090366,61,45,16
S00090367,42,29,13
S00090368,39,34,5
S00090369,109,79,30
S00090370,103,86,17
S00090371,91,70,21
S00090372,75,68,7
S00090373,47,38,9
S00090374,94,57,37
S00090375,52,34,18
S00090376,93,78,15
S00090377,72,60,12
S00090378,62,54,8
S00090379,61,37,24
S00090380,69,48,21
S00090381,96,57,39
S00090382,42,21,21
S00090383,69,60,9
S00090384,50,38,12
S00090385,126,98,28
S00090386,55,48,7
S00090387,57,37,20
S00090388,115,91,24
S00090389,92,68,24
S00090390,72,54,18
S00090391,66,48,18
S00090392,75,47,28
S00090393,90,64,26
S00090394,68,39,29
S00090395,83,49,34
S00090396,61,44,17
S00090397,63,51,12
S00090398,57,47,10
S00090399,144,99,45
S00090400,98,61,37
S00090401,56,40,16
S00090402,69,48,21
S00090403,109,96,13
S00090404,151,109,42
S00090405,109,95,14
S00090406,93,80,13
S00090407,145,118,27
S00090408,58,52,6
S00090409,97,83,14
S00090410,82,55,27
S00090411,72,66,6
S00090412,51,40,11
S00090413,73,55,18
S00090414,76,63,13
S00090415,104,75,29
S00090416,85,62,23
S00090417,50,31,19
S00090418,38,28,10
S00090419,74,58,16
S00090420,66,42,24
S00090421,103,77,26
S00090422,65,42,23
S00090423,198,139,59
S00090424,46,33,13
S00090425,74,50,24
S00090426,83,65,18
S00090427,59,37,22
S00090428,159,115,44
S00090429,73,49,24
S00090430,68,42,26
S00090431,100,71,29
S00090432,45,34,11
S00090433,74,49,25
S00090434,68,49,19
S00090435,53,40,13
S00090436,113,92,21
S00090437,105,78,27
S00090438,57,48,9
S00090439,68,54,14
S00090440,105,77,28
S00090441,125,93,32
S00090442,81,40,41
S00090443,48,23,25
S00090444,213,82,131
S00090445,79,55,24
S00090446,71,55,16
S00090447,97,78,19
S00090448,46,37,9
S00090449,63,48,15
S00090450,62,37,25
S00090451,58,49,9
S00090452,65,52,13
S00090453,47,40,7
S00090454,137,109,28
S00090455,60,49,11
S00090456,41,29,12
S00090457,43,39,4
S00090458,80,61,19
S00090459,68,45,23
S00090460,86,51,35
S00090461,58,38,20
S00090462,106,71,35
S00090463,69,48,21
S00090464,60,52,8
S00090465,103,65,38
S00090466,56,39,17
S00090467,79,58,21
S00090468,100,80,20
S00090469,73,59,14
S00090470,67,40,27
S00090471,79,54,25
S00090472,80,61,19
S00090473,69,50,19
S00090474,84,70,14
S00090475,71,51,20
S00090476,79,57,22
S00090477,77,58,19
S00090478,96,67,29
S00090479,40,4,36
S00090480,28,4,24
S00090481,55,38,17
S00090482,59,43,16
S00090483,63,45,18
S00090484,85,59,26
S00090485,63,49,14
S00090486,63,28,35
S00090487,45,26,19
S00090488,82,58,24
S00090489,58,48,10
S00090490,92,64,28
S00090491,41,31,10
S00090492,46,29,17
S00090493,68,44,24
S00090494,67,51,16
S00090495,59,37,22
S00090496,187,151,36
S00090497,74,65,9
S00090498,78,68,10
S00090499,139,118,21
S00090500,99,76,23
S00090501,92,85,7
S00090502,69,59,10
S00090503,57,42,15
S00090504,128,92,36
S00090505,97,66,31
S00090506,80,65,15
S00090507,147,115,32
S00090508,81,60,21
S00090509,111,89,22
S00090510,90,66,24
S00090511,59,53,6
S00090512,59,49,10
S00090513,82,55,27
S00090514,79,57,22
S00090515,94,69,25
S00090516,92,75,17
S00090517,100,63,37
S00090518,90,77,13
S00090519,63,31,32
S00090520,92,46,46
S00090521,60,56,4
S00090522,66,50,16
S00090523,832,401,431
S00090524,99,78,21
S00090525,75,53,22
S00090526,80,54,26
S00090527,119,97,22
S00090528,93,57,36
S00090529,81,58,23
S00090530,78,60,18
S00090531,92,65,27
S00090532,66,49,17
S00090533,43,30,13
S00090534,75,53,22
S00090535,58,44,14
S00090536,64,44,20
S00090537,87,65,22
S00090538,119,96,23
S00090539,110,96,14
S00090540,87,65,22
S00090541,115,96,19
S00090542,64,49,15
S00090543,108,85,23
S00090544,81,62,19
S00090545,68,56,12
S00090546,20,5,15
S00090547,65,47,18
S00090548,66,47,19
S00090549,50,40,10
S00090550,84,80,4
S00090551,82,67,15
S00090552,79,66,13
S00090553,170,148,22
S00090554,83,71,12
S00090555,43,39,4
S00090556,105,73,32
S00090557,61,51,10
S00090558,80,73,7
S00090559,80,58,22
S00090560,99,86,13
S00090561,116,104,12
S00090562,131,117,14
S00090563,77,56,21
S00090564,102,87,15
S00090565,79,63,16
S00090566,66,58,8
S00090567,99,93,6
S00090568,99,57,42
S00090569,82,71,11
S00090570,94,77,17
S00090571,81,58,23
S00090572,112,89,23
S00090573,86,61,25
S00090574,66,62,4
S00090575,165,133,32
S00090576,83,65,18
S00090577,111,98,13
S00090578,55,52,3
S00090579,88,69,19
S00090580,133,111,22
S00090581,59,42,17
S00090582,134,109,25
S00090583,48,39,9
S00090584,76,68,8
S00090585,93,70,23
S00090586,107,88,19
S00090587,69,59,10
S00090588,61,51,10
S00090589,76,60,16
S00090590,101,74,27
S00090591,79,66,13
S00090592,63,44,19
S00090593,57,37,20
S00090594,69,28,41
S00090595,54,36,18
S00090596,127,99,28
S00090597,97,90,7
S00090598,77,58,19
S00090599,94,73,21
S00090600,59,36,23
S00090601,80,57,23
S00090602,61,55,6
S00090603,76,51,25
S00090604,69,48,21
S00090605,73,58,15
S00090606,64,31,33
S00090607,114,83,31
S00090608,44,33,11
S00090609,114,78,36
S00090610,45,27,18
S00090611,81,61,20
S00090612,61,47,14
S00090613,63,45,18
S00090614,89,70,19
S00090615,116,104,12
S00090616,72,57,15
S00090617,54,53,1
S00090618,70,63,7
S00090619,72,59,13
S00090620,108,93,15
S00090621,86,75,11
S00090622,100,90,10
S00090623,48,38,10
S00090624,75,69,6
S00090625,55,47,8
S00090626,87,63,24
S00090627,52,40,12
S00090628,74,65,9
S00090629,97,74,23
S00090630,61,48,13
S00090631,71,64,7
S00090632,96,78,18
S00090633,94,80,14
S00090634,82,70,12
S00090635,85,65,20
S00090636,80,53,27
S00090637,54,46,8
S00090638,113,102,11
S00090639,47,44,3
S00090640,46,40,6
S00090641,101,72,29
S00090642,156,124,32
S00090643,30,10,20
S00090644,74,60,14
S00090645,76,66,10
S00090646,71,45,26
S00090647,64,38,26
S00090648,79,57,22
S00090649,76,36,40
S00090650,106,66,40
S00090651,48,29,19
S00090652,85,62,23
S00090653,69,51,18
S00090654,103,85,18
S00090655,83,54,29
S00090656,66,55,11
S00090657,65,43,22
S00090658,114,73,41
S00090659,86,75,11
S00090660,42,36,6
S00090661,77,64,13
S00090662,62,47,15
S00090663,129,87,42
S00090664,134,97,37
S00090665,89,55,34
S00090666,129,93,36
S00090667,143,101,42
S00090668,127,83,44
S00090669,67,40,27
S00090670,73,57,16
S00090671,90,66,24
S00090672,80,53,27
S00090673,111,91,20
S00090674,88,74,14
S00090675,87,77,10
S00090676,105,72,33
S00090677,88,75,13
S00090678,117,97,20
S00090679,145,122,23
S00090680,51,41,10
S00090681,69,38,31
S00090682,87,74,13
S00090683,87,72,15
S00090684,129,90,39
S00090685,79,64,15
S00090686,50,35,15
S00090687,64,47,17
S00090688,95,54,41
S00090689,162,117,45
S00090690,481,299,182
S00090691,45,27,18
S00090692,120,97,23
S00090693,114,83,31
S00090694,141,99,42
S00090695,168,87,81
S00090696,102,71,31
S00090697,66,44,22
S00090698,69,44,25
S00090699,71,58,13
S00090700,63,49,14
S00090701,2065,818,1247
S00090702,87,46,41
S00090703,52,41,11
S00090704,80,54,26
S00090705,103,79,24
S00090706,47,40,7
S00090707,79,57,22
S00090708,84,72,12
S00090709,80,58,22
S00090710,104,86,18
S00090711,62,56,6
S00090712,133,84,49
S00090713,82,39,43
S00090714,71,49,22
S00090715,65,47,18
S00090716,164,123,41
S00090717,368,172,196
S00090718,96,65,31
S00090719,105,76,29
S00090720,44,29,15
S00090721,125,104,21
S00090722,70,57,13
S00090723,72,55,17
S00090724,61,55,6
S00090725,86,64,22
S00090726,65,48,17
S00090727,51,37,14
S00090728,91,74,17
S00090729,81,55,26
S00090730,96,54,42
S00090731,80,58,22
S00090732,96,72,24
S00090733,71,58,13
S00090734,92,78,14
S00090735,66,46,20
S00090736,67,54,13
S00090737,89,72,17
S00090738,85,52,33
S00090739,92,68,24
S00090740,69,47,22
S00090741,53,38,15
S00090742,107,78,29
S00090743,84,66,18
S00090744,74,57,17
S00090745,70,48,22
S00090746,115,69,46
S00090747,71,54,17
S00090748,87,75,12
S00090749,88,73,15
S00090750,79,75,4
S00090751,128,100,28
S00090752,51,40,11
S00090753,83,61,22
S00090754,96,69,27
S00090755,70,54,16
S00090756,54,44,10
S00090757,84,64,20
S00090758,83,58,25
S00090759,56,50,6
S00090760,113,94,19
S00090761,57,33,24
S00090762,66,55,11
S00090763,54,44,10
S00090764,60,55,5
S00090765,61,54,7
S00090766,73,58,15
S00090767,83,76,7
S00090768,67,47,20
S00090769,109,96,13
S00090770,48,35,13
S00090771,16,0,16
S00090772,72,55,17
S00090773,44,26,18
S00090774,80,53,27
S00090775,69,55,14
S00090776,68,47,21
S00090777,59,32,27
S00090778,63,51,12
S00090779,91,73,18
S00090780,35,3,32
S00090781,91,70,21
S00090782,116,78,38
S00090783,104,86,18
S00090784,96,71,25
S00090785,47,29,18
S00090786,64,35,29
S00090787,88,62,26
S00090788,59,43,16
S00090789,88,66,22
S00090790,71,53,18
S00090791,69,56,13
S00090792,135,94,41
S00090793,98,80,18
S00090794,123,91,32
S00090795,36,19,17
S00090796,60,41,19
S00090797,106,77,29
S00090798,49,29,20
S00090799,73,55,18
S00090800,76,69,7
S00090801,82,62,20
S00090802,129,103,26
S00090803,134,110,24
S00090804,107,74,33
S00090805,97,83,14
S00090806,98,86,12
S00090807,121,90,31
S00090808,108,98,10
S00090809,44,38,6
S00090810,97,66,31
S00090811,123,99,24
S00090812,147,109,38
S00090813,47,37,10
S00090814,69,45,24
S00090815,17,8,9
S00090816,196,150,46
S00090817,83,55,28
S00090818,99,80,19
S00090819,69,48,21
S00090820,138,116,22
S00090821,128,105,23
S00090822,94,74,20
S00090823,122,107,15
S00090824,107,88,19
S00090825,193,154,39
S00090826,65,49,16
S00090827,101,73,28
S00090828,69,62,7
S00090829,108,88,20
S00090830,70,59,11
S00090831,96,74,22
S00090832,36,21,15
S00090833,56,46,10
S00090834,60,55,5
S00090835,93,86,7
S00090836,57,50,7
S00090837,110,99,11
S00090838,88,79,9
S00090839,69,58,11
S00090840,146,112,34
S00090841,91,58,33
S00090842,39,29,10
S00090843,119,102,17
S00090844,113,72,41
S00090845,108,87,21
S00090846,136,119,17
S00090847,89,75,14
S00090848,100,86,14
S00090849,117,105,12
S00090850,94,78,16
S00090851,109,85,24
S00090852,94,84,10
S00090853,91,70,21
S00090854,88,71,17
S00090855,170,156,14
S00090856,105,73,32
S00090857,63,44,19
S00090858,89,78,11
S00090859,103,84,19
S00090860,46,42,4
S00090861,49,45,4
S00090862,113,99,14
S00090863,119,103,16
S00090864,96,87,9
S00090865,102,89,13
S00090866,149,132,17
S00090867,108,98,10
S00090868,65,64,1
S00090869,95,76,19
S00090870,98,72,26
S00090871,88,73,15
S00090872,45,40,5
S00090873,80,66,14
S00090874,65,51,14
S00090875,68,65,3
S00090876,167,144,23
S00090877,72,50,22
S00090878,92,63,29
S00090879,73,41,32
S00090880,70,55,15
S00090881,52,41,11
S00090882,109,85,24
S00090883,142,112,30
S00090884,137,100,37
S00090885,84,58,26
S00090886,151,86,65
S00090887,101,80,21
S00090888,72,51,21
S00090889,111,82,29
S00090890,83,57,26
S00090891,130,91,39
S00090892,52,32,20
S00090893,72,48,24
S00090894,94,64,30
S00090895,65,48,17
S00090896,114,88,26
S00090897,53,33,20
S00090898,64,51,13
S00090899,134,96,38
S00090900,103,77,26
S00090901,74,59,15
S00090902,66,59,7
S00090903,44,38,6
S00090904,181,159,22
S00090905,73,56,17
S00090906,71,49,22
S00090907,54,45,9
S00090908,88,82,6
S00090909,117,92,25
S00090910,110,98,12
S00090911,92,81,11
S00090912,92,89,3
S00090913,68,54,14
S00090914,141,129,12
S00090915,89,79,10
S00090916,148,108,40
S00090917,77,62,15
S00090918,63,56,7
S00090919,105,88,17
S00090920,77,57,20
S00090921,100,91,9
S00090922,86,66,20
S00090923,87,54,33
S00090924,161,134,27
S00090925,99,66,33
S00090926,67,47,20
S00090927,74,65,9
S00090928,94,74,20
S00090929,117,81,36
S00090930,100,87,13
S00090931,145,122,23
S00090932,74,67,7
S00090933,107,97,10
S00090934,121,108,13
S00090935,93,86,7
S00090936,101,82,19
S00090937,122,107,15
S00090938,105,80,25
S00090939,77,57,20
S00090940,60,49,11
S00090941,109,83,26
S00090942,99,82,17
S00090943,93,63,30
S00090944,68,54,14
S00090945,66,44,22
S00090946,105,83,22
S00090947,61,48,13
S00090948,64,56,8
S00090949,88,63,25
S00090950,118,80,38
S00090951,111,84,27
S00090952,104,64,40
S00090953,133,96,37
S00090954,106,75,31
S00090955,105,74,31
S00090956,64,49,15
S00090957,80,61,19
S00090958,125,100,25
S00090959,122,93,29
S00090960,87,75,12
S00090961,65,54,11
S00090962,135,99,36
S00090963,91,66,25
S00090964,70,54,16
S00090965,132,95,37
S00090966,49,35,14
S00090967,62,41,21
S00090968,74,53,21
S00090969,98,67,31
S00090970,119,80,39
S00090971,99,79,20
S00090972,52,37,15
S00090973,70,41,29
S00090974,79,59,20
S00090975,141,103,38
S00090976,79,61,18
S00090977,137,112,25
S00090978,141,99,42
S00090979,142,100,42
S00090980,164,100,64
S00090981,63,53,10
S00090982,108,83,25
S00090983,87,70,17
S00090984,139,113,26
S00090985,93,68,25
S00090986,46,26,20
S00090987,71,45,26
S00090988,138,116,22
S00090989,129,84,45
S00090990,51,37,14
S00090991,141,92,49
S00090992,130,91,39
S00090993,107,68,39
S00090994,129,86,43
S00090995,111,83,28
S00090996,151,118,33
S00090997,153,120,33
S00090998,72,50,22
S00090999,147,119,28
S00091000,157,106,51
S00091001,104,70,34
S00091002,125,94,31
S00091003,133,118,15
S00091004,113,95,18
S00091005,134,109,25
S00091006,100,77,23
S00091007,115,95,20
S00091008,49,31,18
S00091009,91,57,34
S00091010,72,48,24
S00091011,75,52,23
S00091012,57,39,18
S00091013,86,65,21
S00091014,79,60,19
S00091015,100,82,18
S00091016,61,48,13
S00091017,86,57,29
S00091018,63,47,16
S00091019,76,63,13
S00091020,88,79,9
S00091021,79,69,10
S00091022,42,30,12
S00091023,69,44,25
S00091024,140,104,36
S00091025,58,36,22
S00091026,105,83,22
S00091027,111,88,23
S00091028,135,100,35
S00091029,94,73,21
S00091030,85,59,26
S00091031,94,78,16
S00091032,139,106,33
S00091033,88,72,16
S00091034,73,50,23
S00091035,49,45,4
S00091036,93,66,27
S00091037,127,96,31
S00091038,108,81,27
S00091039,147,103,44
S00091040,142,104,38
S00091041,94,68,26
S00091042,78,52,26
S00091043,122,103,19
S00091044,93,78,15
S00091045,146,116,30
S00091046,107,82,25
S00091047,123,103,20
S00091048,66,56,10
S00091049,117,85,32
S00091050,106,79,27
S00091051,55,40,15
S00091052,102,82,20
S00091053,105,71,34
S00091054,145,103,42
S00091055,74,39,35
S00091056,91,63,28
S00091057,134,113,21
S00091058,110,90,20
S00091059,156,119,37
S00091060,52,43,9
S00091061,132,100,32
S00091062,111,88,23
S00091063,101,75,26
S00091064,97,72,25
S00091065,88,68,20
S00091066,81,61,20
S00091067,117,86,31
S00091068,128,99,29
S00091069,87,64,23
S00091070,97,72,25
S00091071,50,34,16
S00091072,78,58,20
S00091073,115,89,26
S00091074,148,106,42
S00091075,57,48,9
S00091076,63,49,14
S00091077,129,101,28
S00091078,62,54,8
S00091079,57,38,19
S00091080,65,49,16
S00091081,147,114,33
S00091082,140,111,29
S00091083,111,83,28
S00091084,41,35,6
S00091085,69,53,16
S00091086,48,40,8
S00091087,97,78,19
S00091088,102,73,29
S00091089,105,94,11
S00091090,130,106,24
S00091091,95,88,7
S00091092,145,112,33
S00091093,102,86,16
S00091094,90,67,23
S00091095,66,49,17
S00091096,125,101,24
S00091097,52,43,9
S00091098,50,46,4
S00091099,67,56,11
S00091100,114,81,33
S00091101,79,59,20
S00091102,70,51,19
S00091103,78,56,22
S00091104,53,41,12
S00091105,113,89,24
S00091106,102,80,22
S00091107,113,89,24
S00091108,128,94,34
S00091109,122,96,26
S00091110,121,88,33
S00091111,90,83,7
S00091112,83,76,7
S00091113,119,102,17
S00091114,87,74,13
S00091115,100,82,18
S00091116,76,60,16
S00091117,94,76,18
S00091118,133,112,21
S00091119,104,84,20
S00091120,104,80,24
S00091121,99,75,24
S00091122,108,100,8
S00091123,103,89,14
S00091124,100,89,11
S00091125,86,66,20
S00091126,202,161,41
S00091127,65,50,15
S00091128,91,78,13
S00091129,75,65,10
S00091130,102,85,17
S00091131,128,101,27
S00091132,105,79,26
S00091133,89,69,20
S00091134,72,43,29
S00091135,90,67,23
S00091136,133,103,30
S00091137,135,98,37
S00091138,67,47,20
S00091139,60,43,17
S00091140,119,99,20
S00091141,49,43,6
S00091142,89,68,21
S00091143,94,79,15
S00091144,108,91,17
S00091145,135,116,19
S00091146,97,72,25
S00091147,88,62,26
S00091148,98,65,33
S00091149,129,102,27
S00091150,97,79,18
S00091151,132,95,37
S00091152,108,90,18
S00091153,81,63,18
S00091154,104,84,20
S00091155,81,69,12
S00091156,73,55,18
S00091157,114,78,36
S00091158,100,77,23
S00091159,71,50,21
S00091160,120,98,22
S00091161,121,99,22
S00091162,132,108,24
S00091163,105,90,15
S00091164,71,50,21
S00091165,140,118,22
S00091166,115,91,24
S00091167,66,52,14
S00091168,110,86,24
S00091169,51,40,11
S00091170,137,97,40
S00091171,80,59,21
S00091172,46,38,8
S00091173,104,77,27
S00091174,84,64,20
S00091175,116,94,22
S00091176,96,81,15
S00091177,84,59,25
S00091178,139,103,36
S00091179,49,36,13
S00091180,53,41,12
S00091181,123,99,24
S00091182,97,70,27
S00091183,61,50,11
S00091184,73,46,27
S00091185,89,59,30
S00091186,95,70,25
S00091187,104,83,21
S00091188,111,81,30
S00091189,90,62,28
S00091190,80,60,20
S00091191,112,89,23
S00091192,116,79,37
S00091193,103,81,22
S00091194,78,40,38
S00091195,82,60,22
S00091196,102,82,20
S00091197,104,82,22
S00091198,120,99,21
S00091199,111,81,30
S00091200,98,66,32
S00091201,86,71,15
S00091202,108,85,23
S00091203,95,75,20
S00091204,95,64,31
S00091205,80,60,20
S00091206,71,47,24
S00091207,93,68,25
S00091208,80,61,19
S00091209,139,105,34
S00091210,115,92,23
S00091211,130,110,20
S00091212,97,84,13
S00091213,140,99,41
S00091214,66,57,9
S00091215,90,72,18
S00091216,106,77,29
S00091217,113,91,22
S00091218,137,116,21
S00091219,75,51,24
S00091220,93,66,27
S00091221,48,41,7
S00091222,107,94,13
S00091223,130,106,24
S00091224,105,85,20
S00091225,71,47,24
S00091226,84,68,16
S00091227,158,128,30
S00091228,141,110,31
S00091229,104,85,19
S00091230,125,105,20
S00091231,125,98,27
S00091232,80,67,13
S00091233,161,143,18
S00091234,110,95,15
S00091235,94,84,10
S00091236,108,100,8
S00091237,149,120,29
S00091238,76,54,22
S00091239,94,77,17
S00091240,84,75,9
S00091241,91,73,18
S00091242,110,101,9
S00091243,72,56,16
S00091244,138,99,39
S00091245,99,79,20
S00091246,72,44,28
S00091247,98,78,20
S00091248,104,96,8
S00091249,123,111,12
S00091250,115,83,32
S00091251,88,61,27
S00091252,122,90,32
S00091253,148,123,25
S00091254,86,65,21
S00091255,114,93,21
S00091256,52,43,9
S00091257,112,87,25
S00091258,108,100,8
S00091259,102,79,23
S00091260,112,99,13
S00091261,103,90,13
S00091262,86,77,9
S00091263,149,131,18
S00091264,98,75,23
S00091265,94,78,16
S00091266,72,50,22
S00091267,127,108,19
S00091268,129,117,12
S00091269,59,47,12
S00091270,61,44,17
S00091271,142,115,27
S00091272,103,72,31
S00091273,91,72,19
S00091274,157,122,35
S00091275,150,123,27
S00091276,101,87,14
S00091277,117,102,15
S00091278,101,91,10
S00091279,94,75,19
S00091280,100,69,31
S00091281,124,108,16
S00091282,120,86,34
S00091283,121,95,26
S00091284,136,112,24
S00091285,137,112,25
S00091286,115,97,18
S00091287,132,103,29
S00091288,105,78,27
S00091289,69,58,11
S00091290,95,76,19
S00091291,132,87,45
S00091292,47,33,14
S00091293,96,80,16
S00091294,110,84,26
S00091295,104,86,18
S00091296,112,87,25
S00091297,163,144,19
S00091298,49,42,7
S00091299,86,66,20
S00091300,125,100,25
S00091301,55,44,11
S00091302,147,113,34
S00091303,84,62,22
S00091304,89,74,15
S00091305,88,64,24
S00091306,113,85,28
S00091307,96,71,25
S00091308,88,72,16
S00091309,79,56,23
S00091310,99,88,11
S00091311,141,109,32
S00091312,119,98,21
S00091313,125,117,8
S00091314,54,45,9
S00091315,55,40,15
S00091316,59,47,12
S00091317,98,76,22
S00091318,73,50,23
S00091319,206,133,73
S00091320,101,73,28
S00091321,94,66,28
S00091322,121,92,29
S00091323,105,89,16
S00091324,116,95,21
S00091325,111,96,15
