output_area,total,active,inactive
S00109162,81,57,24
S00109163,61,44,17
S00109164,53,33,20
S00109165,103,53,50
S00109166,104,53,51
S00109167,96,53,43
S00109168,92,57,35
S00109169,82,46,36
S00109170,97,65,32
S00109171,107,70,37
S00109172,97,66,31
S00109173,87,53,34
S00109174,57,44,13
S00109175,93,72,21
S00109176,54,33,21
S00109177,127,93,34
S00109178,58,47,11
S00109179,145,88,57
S00109180,105,82,23
S00109181,96,79,17
S00109182,66,51,15
S00109183,78,70,8
S00109184,71,59,12
S00109185,89,77,12
S00109186,89,70,19
S00109187,353,341,12
S00109188,52,47,5
S00109189,112,84,28
S00109190,161,95,66
S00109191,142,114,28
S00109192,70,59,11
S00109193,66,62,4
S00109194,117,101,16
S00109195,154,111,43
S00109196,123,97,26
S00109197,127,81,46
S00109198,76,66,10
S00109199,79,71,8
S00109200,92,74,18
S00109201,181,157,24
S00109202,136,98,38
S00109203,104,76,28
S00109204,99,50,49
S00109205,132,94,38
S00109206,67,33,34
S00109207,76,58,18
S00109208,72,50,22
S00109209,46,21,25
S00109210,85,57,28
S00109211,63,43,20
S00109212,59,35,24
S00109213,69,45,24
S00109214,116,89,27
S00109215,101,63,38
S00109216,68,53,15
S00109217,63,46,17
S00109218,73,45,28
S00109219,103,82,21
S00109220,88,54,34
S00109221,96,64,32
S00109222,90,61,29
S00109223,107,82,25
S00109224,101,72,29
S00109225,106,81,25
S00109226,109,73,36
S00109227,95,74,21
S00109228,82,59,23
S00109229,82,53,29
S00109230,92,61,31
S00109231,73,57,16
S00109232,78,56,22
S00109233,72,41,31
S00109234,83,54,29
S00109235,57,39,18
S00109236,98,67,31
S00109237,91,69,22
S00109238,92,67,25
S00109239,76,57,19
S00109240,73,50,23
S00109241,69,49,20
S00109242,92,62,30
S00109243,116,82,34
S00109244,111,90,21
S00109245,61,34,27
S00109246,73,51,22
S00109247,119,88,31
S00109248,92,66,26
S00109249,104,69,35
S00109250,81,54,27
S00109251,72,49,23
S00109252,76,42,34
S00109253,63,45,18
S00109254,92,73,19
S00109255,58,42,16
S00109256,54,40,14
S00109257,111,70,41
S00109258,109,70,39
S00109259,73,53,20
S00109260,113,82,31
S00109261,94,56,38
S00109262,85,54,31
S00109263,78,62,16
S00109264,108,72,36
S00109265,105,85,20
S00109266,73,50,23
S00109267,95,66,29
S00109268,72,45,27
S00109269,103,83,20
S00109270,59,52,7
S00109271,50,35,15
S00109272,55,46,9
S00109273,76,48,28
S00109274,56,33,23
S00109275,104,70,34
S00109276,118,79,39
S00109277,98,63,35
S00109278,77,45,32
S00109279,53,44,9
S00109280,99,71,28
S00109281,86,67,19
S00109282,94,69,25
S00109283,59,34,25
S00109284,120,103,17
S00109285,65,47,18
S00109286,77,67,10
S00109287,84,61,23
S00109288,102,79,23
S00109289,75,56,19
S00109290,73,59,14
S00109291,84,61,23
S00109292,66,47,19
S00109293,18,3,15
S00109294,69,44,25
S00109295,68,55,13
S00109296,115,69,46
S00109297,41,28,13
S00109298,123,71,52
S00109299,63,45,18
S00109300,80,49,31
S00109301,93,65,28
S00109302,70,50,20
S00109303,93,56,37
S00109304,92,67,25
S00109305,56,37,19
S00109306,44,26,18
S00109307,136,85,51
S00109308,92,61,31
S00109309,53,40,13
S00109310,64,47,17
S00109311,74,39,35
S00109312,92,65,27
S00109313,49,29,20
S00109314,61,40,21
S00109315,63,46,17
S00109316,50,36,14
S00109317,113,89,24
S00109318,112,88,24
S00109319,112,76,36
S00109320,70,44,26
S00109321,73,60,13
S00109322,109,68,41
S00109323,83,47,36
S00109324,84,55,29
S00109325,70,43,27
S00109326,69,43,26
S00109327,76,49,27
S00109328,97,58,39
S00109329,93,69,24
S00109330,80,53,27
S00109331,39,28,11
S00109332,59,26,33
S00109333,78,51,27
S00109334,125,78,47
S00109335,71,48,23
S00109336,91,61,30
S00109337,82,44,38
S00109338,121,81,40
S00109339,92,48,44
S00109340,69,30,39
S00109341,98,56,42
S00109342,85,53,32
S00109343,55,26,29
S00109344,60,41,19
S00109345,65,33,32
S00109346,91,50,41
S00109347,91,58,33
S00109348,73,51,22
S00109349,110,64,46
S00109350,58,32,26
S00109351,85,54,31
S00109352,60,39,21
S00109353,90,62,28
S00109354,81,60,21
S00109355,80,52,28
S00109356,81,57,24
S00109357,50,34,16
S00109358,73,46,27
S00109359,80,51,29
S00109360,80,58,22
S00109361,64,46,18
S00109362,119,69,50
S00109363,128,85,43
S00109364,101,68,33
S00109365,103,74,29
S00109366,135,101,34
S00109367,67,41,26
S00109368,130,79,51
S00109369,90,83,7
S00109370,116,76,40
S00109371,110,70,40
S00109372,56,36,20
S00109373,79,56,23
S00109374,87,48,39
S00109375,68,59,9
S00109376,81,60,21
S00109377,64,47,17
S00109378,129,85,44
S00109379,118,76,42
S00109380,102,77,25
S00109381,85,56,29
S00109382,132,95,37
S00109383,71,50,21
S00109384,93,77,16
S00109385,86,72,14
S00109386,62,53,9
S00109387,54,45,9
S00109388,81,69,12
S00109389,69,59,10
S00109390,136,80,56
S00109391,86,65,21
S00109392,94,65,29
S00109393,85,58,27
S00109394,86,60,26
S00109395,48,35,13
S00109396,47,29,18
S00109397,121,90,31
S00109398,77,58,19
S00109399,82,57,25
S00109400,83,52,31
S00109401,61,38,23
S00109402,72,39,33
S00109403,87,59,28
S00109404,82,57,25
S00109405,87,70,17
S00109406,116,92,24
S00109407,29,12,17
S00109408,115,84,31
S00109409,60,44,16
S00109410,104,72,32
S00109411,64,59,5
S00109412,94,70,24
S00109413,77,67,10
S00109414,79,64,15
S00109415,72,57,15
S00109416,89,64,25
S00109417,73,52,21
S00109418,76,54,22
S00109419,93,63,30
S00109420,105,53,52
S00109421,64,45,19
S00109422,100,69,31
S00109423,54,24,30
S00109424,60,35,25
S00109425,112,85,27
S00109426,146,110,36
S00109427,125,98,27
S00109428,130,95,35
S00109429,89,60,29
S00109430,72,43,29
S00109431,91,62,29
S00109432,56,36,20
S00109433,69,44,25
S00109434,76,53,23
S00109435,87,59,28
S00109436,73,52,21
S00109437,61,25,36
S00109438,39,28,11
S00109439,64,37,27
S00109440,68,36,32
S00109441,38,27,11
S00109442,117,80,37
S00109443,44,35,9
S00109444,55,38,17
S00109445,42,27,15
S00109446,107,74,33
S00109447,37,25,12
S00109448,53,34,19
S00109449,70,41,29
S00109450,63,47,16
S00109451,69,39,30
S00109452,72,42,30
S00109453,89,58,31
S00109454,135,93,42
S00109455,82,60,22
S00109456,63,38,25
S00109457,73,49,24
S00109458,86,53,33
S00109459,65,39,26
S00109460,51,28,23
S00109461,88,48,40
S00109462,54,32,22
S00109463,84,42,42
S00109464,138,91,47
S00109465,84,58,26
S00109466,124,83,41
S00109467,45,35,10
S00109468,93,64,29
S00109469,81,54,27
S00109470,76,53,23
S00109471,108,70,38
S00109472,62,53,9
S00109473,127,92,35
S00109474,141,101,40
S00109475,124,84,40
S00109476,91,60,31
S00109477,120,94,26
S00109478,97,63,34
S00109479,93,64,29
S00109480,131,86,45
S00109481,47,36,11
S00109482,131,97,34
S00109483,68,56,12
S00109484,81,46,35
S00109485,124,84,40
S00109486,135,96,39
S00109487,85,63,22
S00109488,128,90,38
S00109489,84,58,26
S00109490,149,112,37
S00109491,61,48,13
S00109492,63,37,26
S00109493,102,68,34
S00109494,134,93,41
S00109495,79,43,36
S00109496,114,85,29
S00109497,114,104,10
S00109498,70,60,10
S00109499,72,62,10
S00109500,83,52,31
S00109501,66,56,10
S00109502,65,51,14
S00109503,17,10,7
S00109504,68,49,19
S00109505,90,58,32
S00109506,76,65,11
S00109507,100,71,29
S00109508,111,78,33
S00109509,63,43,20
S00109510,128,96,32
S00109511,145,114,31
S00109512,102,82,20
S00109513,76,59,17
S00109514,153,117,36
S00109515,145,106,39
S00109516,140,111,29
S00109517,121,91,30
S00109518,92,71,21
S00109519,86,58,28
S00109520,99,60,39
S00109521,90,50,40
S00109522,91,62,29
S00109523,106,66,40
S00109524,110,74,36
S00109525,48,28,20
S00109526,72,45,27
S00109527,86,56,30
S00109528,46,35,11
S00109529,42,36,6
S00109530,87,73,14
S00109531,40,27,13
S00109532,105,74,31
S00109533,77,58,19
S00109534,105,83,22
S00109535,111,90,21
S00109536,106,83,23
S00109537,106,73,33
S00109538,88,65,23
S00109539,98,72,26
S00109540,113,89,24
S00109541,93,54,39
S00109542,69,48,21
S00109543,86,76,10
S00109544,85,55,30
S00109545,73,62,11
S00109546,83,59,24
S00109547,63,46,17
S00109548,107,78,29
S00109549,66,47,19
S00109550,114,82,32
S00109551,41,22,19
S00109552,85,54,31
S00109553,73,37,36
S00109554,66,41,25
S00109555,48,24,24
S00109556,38,31,7
S00109557,72,44,28
S00109558,147,95,52
S00109559,111,70,41
S00109560,73,46,27
S00109561,77,57,20
S00109562,106,85,21
S00109563,110,75,35
S00109564,160,109,51
S00109565,88,62,26
S00109566,66,30,36
S00109567,108,71,37
S00109568,62,50,12
S00109569,114,77,37
S00109570,103,78,25
S00109571,100,50,50
S00109572,84,53,31
S00109573,59,55,4
S00109574,75,60,15
S00109575,44,31,13
S00109576,91,69,22
S00109577,87,72,15
S00109578,88,81,7
S00109579,71,63,8
S00109580,82,65,17
S00109581,57,54,3
S00109582,116,94,22
S00109583,77,61,16
S00109584,121,88,33
S00109585,104,74,30
S00109586,63,50,13
S00109587,82,53,29
S00109588,117,75,42
S00109589,102,66,36
S00109590,106,78,28
S00109591,140,118,22
S00109592,68,54,14
S00109593,93,66,27
S00109594,96,73,23
S00109595,53,36,17
S00109596,83,60,23
S00109597,60,38,22
S00109598,103,83,20
S00109599,88,69,19
S00109600,49,41,8
S00109601,80,59,21
S00109602,78,46,32
S00109603,92,75,17
S00109604,52,32,20
S00109605,46,24,22
S00109606,94,67,27
S00109607,94,68,26
S00109608,62,51,11
S00109609,61,38,23
S00109610,58,33,25
S00109611,68,41,27
S00109612,105,70,35
S00109613,99,72,27
S00109614,107,79,28
S00109615,85,54,31
S00109616,45,36,9
S00109617,113,73,40
S00109618,96,65,31
S00109619,106,65,41
S00109620,102,80,22
S00109621,79,61,18
S00109622,101,81,20
S00109623,50,36,14
S00109624,86,62,24
S00109625,96,73,23
S00109626,146,97,49
S00109627,79,54,25
S00109628,63,36,27
S00109629,82,58,24
S00109630,95,61,34
S00109631,80,48,32
S00109632,58,37,21
S00109633,117,69,48
S00109634,93,53,40
S00109635,78,47,31
S00109636,59,36,23
S00109637,137,95,42
S00109638,71,52,19
S00109639,79,60,19
S00109640,63,53,10
S00109641,64,36,28
S00109642,100,71,29
S00109643,70,44,26
S00109644,65,42,23
S00109645,91,54,37
S00109646,81,52,29
S00109647,104,72,32
S00109648,112,94,18
S00109649,118,80,38
S00109650,95,58,37
S00109651,65,41,24
S00109652,101,69,32
S00109653,92,58,34
S00109654,55,31,24
S00109655,90,66,24
S00109656,65,41,24
S00109657,105,73,32
S00109658,91,59,32
S00109659,98,60,38
S00109660,94,64,30
S00109661,122,78,44
S00109662,82,50,32
S00109663,117,79,38
S00109664,101,71,30
S00109665,71,51,20
S00109666,67,41,26
S00109667,82,57,25
S00109668,82,53,29
S00109669,76,39,37
S00109670,116,79,37
S00109671,86,55,31
S00109672,59,35,24
S00109673,63,50,13
S00109674,93,59,34
S00109675,96,67,29
S00109676,85,52,33
S00109677,91,65,26
S00109678,98,61,37
S00109679,119,83,36
S00109680,59,21,38
S00109681,81,64,17
S00109682,93,69,24
S00109683,55,29,26
S00109684,67,43,24
S00109685,73,51,22
S00109686,101,76,25
S00109687,81,57,24
S00109688,74,50,24
S00109689,115,70,45
S00109690,94,75,19
S00109691,104,80,24
S00109692,96,52,44
S00109693,57,31,26
S00109694,89,64,25
S00109695,84,56,28
S00109696,79,64,15
S00109697,86,62,24
S00109698,75,66,9
S00109699,134,97,37
S00109700,112,98,14
S00109701,115,75,40
S00109702,85,60,25
S00109703,69,51,18
S00109704,86,63,23
S00109705,57,42,15
S00109706,55,35,20
S00109707,88,65,23
S00109708,62,29,33
S00109709,123,81,42
S00109710,75,59,16
S00109711,72,43,29
S00109712,55,37,18
S00109713,76,44,32
S00109714,95,57,38
S00109715,65,46,19
S00109716,101,75,26
S00109717,80,58,22
S00109718,80,53,27
S00109719,77,53,24
S00109720,100,60,40
S00109721,55,33,22
S00109722,58,47,11
S00109723,116,77,39
S00109724,91,63,28
S00109725,70,42,28
S00109726,100,73,27
S00109727,73,56,17
S00109728,85,55,30
S00109729,77,46,31
S00109730,93,79,14
S00109731,93,83,10
S00109732,128,89,39
S00109733,58,40,18
S00109734,137,101,36
S00109735,125,90,35
S00109736,56,42,14
S00109737,174,136,38
S00109738,103,68,35
S00109739,136,82,54
S00109740,60,45,15
S00109741,109,75,34
S00109742,195,153,42
S00109743,89,63,26
S00109744,100,75,25
S00109745,91,62,29
S00109746,74,59,15
S00109747,105,72,33
S00109748,107,72,35
S00109749,42,24,18
S00109750,131,95,36
S00109751,61,33,28
S00109752,117,76,41
S00109753,97,58,39
S00109754,79,58,21
S00109755,60,43,17
S00109756,145,95,50
S00109757,128,87,41
S00109758,97,66,31
S00109759,78,63,15
S00109760,78,63,15
S00109761,59,42,17
S00109762,145,92,53
S00109763,102,76,26
S00109764,115,54,61
S00109765,85,51,34
S00109766,101,58,43
S00109767,71,56,15
S00109768,92,59,33
S00109769,75,53,22
S00109770,125,84,41
S00109771,68,56,12
S00109772,67,47,20
S00109773,82,51,31
S00109774,73,57,16
S00109775,54,36,18
S00109776,115,73,42
S00109777,98,60,38
S00109778,109,74,35
S00109779,71,37,34
S00109780,67,52,15
S00109781,85,58,27
S00109782,56,33,23
S00109783,60,29,31
S00109784,45,31,14
S00109785,102,60,42
S00109786,59,42,17
S00109787,86,56,30
S00109788,112,76,36
S00109789,91,47,44
S00109790,89,53,36
S00109791,69,42,27
S00109792,75,48,27
S00109793,123,92,31
S00109794,112,70,42
S00109795,121,84,37
S00109796,81,51,30
S00109797,109,88,21
S00109798,59,38,21
S00109799,83,50,33
S00109800,79,52,27
S00109801,63,41,22
S00109802,84,56,28
S00109803,87,54,33
S00109804,78,53,25
S00109805,90,53,37
S00109806,74,55,19
S00109807,61,26,35
S00109808,69,57,12
S00109809,97,72,25
S00109810,106,64,42
S00109811,69,41,28
S00109812,150,107,43
S00109813,111,62,49
S00109814,77,49,28
S00109815,53,21,32
S00109816,104,71,33
S00109817,114,87,27
S00109818,122,79,43
S00109819,69,49,20
S00109820,78,59,19
S00109821,92,64,28
S00109822,62,41,21
S00109823,124,89,35
S00109824,98,53,45
S00109825,83,54,29
S00109826,79,52,27
S00109827,67,44,23
S00109828,70,44,26
S00109829,52,29,23
S00109830,117,83,34
S00109831,64,47,17
S00109832,77,53,24
S00109833,76,43,33
S00109834,111,70,41
S00109835,81,50,31
S00109836,92,54,38
S00109837,87,50,37
S00109838,50,30,20
S00109839,50,33,17
S00109840,73,51,22
S00109841,78,56,22
S00109842,63,36,27
S00109843,68,46,22
S00109844,68,39,29
S00109845,63,35,28
S00109846,52,37,15
S00109847,48,27,21
S00109848,77,46,31
S00109849,64,24,40
S00109850,89,56,33
S00109851,129,87,42
S00109852,76,57,19
S00109853,134,100,34
S00109854,123,89,34
S00109855,142,101,41
S00109856,103,65,38
S00109857,140,93,47
S00109858,125,90,35
S00109859,158,96,62
S00109860,63,46,17
S00109861,36,26,10
S00109862,85,52,33
S00109863,57,38,19
S00109864,68,40,28
S00109865,115,77,38
S00109866,113,63,50
S00109867,53,26,27
S00109868,82,64,18
S00109869,70,44,26
S00109870,110,51,59
S00109871,73,44,29
S00109872,49,27,22
S00109873,81,50,31
S00109874,58,38,20
S00109875,88,58,30
S00109876,77,47,30
S00109877,81,59,22
S00109878,123,88,35
S00109879,131,87,44
S00109880,45,30,15
S00109881,90,67,23
S00109882,78,48,30
S00109883,70,42,28
S00109884,89,54,35
S00109885,85,62,23
S00109886,78,58,20
S00109887,67,40,27
S00109888,87,61,26
S00109889,108,56,52
S00109890,84,55,29
S00109891,106,71,35
S00109892,108,75,33
S00109893,102,86,16
S00109894,70,47,23
S00109895,70,52,18
S00109896,76,50,26
S00109897,91,59,32
S00109898,82,53,29
S00109899,64,32,32
S00109900,81,49,32
S00109901,107,71,36
S00109902,75,45,30
S00109903,88,58,30
S00109904,61,31,30
S00109905,96,61,35
S00109906,67,46,21
S00109907,88,61,27
S00109908,87,58,29
S00109909,88,59,29
S00109910,72,56,16
S00109911,56,38,18
S00109912,112,70,42
S00109913,61,38,23
S00109914,42,30,12
S00109915,137,114,23
S00109916,78,62,16
S00109917,76,55,21
S00109918,39,17,22
S00109919,93,46,47
S00109920,55,31,24
S00109921,52,31,21
S00109922,49,30,19
S00109923,78,51,27
S00109924,67,52,15
S00109925,92,48,44
S00109926,66,36,30
S00109927,51,34,17
S00109928,49,30,19
S00109929,39,20,19
S00109930,40,12,28
S00109931,45,19,26
S00109932,113,88,25
S00109933,61,39,22
S00109934,101,78,23
S00109935,106,76,30
S00109936,124,91,33
S00109937,54,37,17
S00109938,58,38,20
S00109939,43,21,22
S00109940,83,55,28
S00109941,64,54,10
S00109942,59,44,15
S00109943,89,72,17
S00109944,69,49,20
S00109945,71,55,16
S00109946,77,43,34
S00109947,55,34,21
S00109948,35,17,18
S00109949,73,55,18
S00109950,81,66,15
S00109951,99,69,30
S00109952,74,46,28
S00109953,59,50,9
S00109954,48,34,14
S00109955,58,50,8
S00109956,82,66,16
S00109957,56,32,24
S00109958,43,33,10
S00109959,97,73,24
S00109960,60,33,27
S00109961,44,31,13
S00109962,47,34,13
S00109963,105,75,30
S00109964,67,52,15
S00109965,95,66,29
S00109966,30,10,20
S00109967,24,7,17
S00109968,118,84,34
S00109969,80,53,27
S00109970,102,88,14
S00109971,125,84,41
S00109972,125,77,48
S00109973,112,65,47
S00109974,128,80,48
S00109975,66,45,21
S00109976,102,66,36
S00109977,58,32,26
S00109978,100,68,32
S00109979,76,50,26
S00109980,57,35,22
S00109981,51,34,17
S00109982,51,28,23
S00109983,58,36,22
S00109984,93,60,33
S00109985,107,92,15
S00109986,65,48,17
S00109987,78,70,8
S00109988,59,39,20
S00109989,77,53,24
S00109990,106,86,20
S00109991,70,46,24
S00109992,68,45,23
S00109993,71,54,17
S00109994,51,27,24
S00109995,58,28,30
S00109996,89,61,28
S00109997,64,32,32
S00109998,89,55,34
S00109999,53,38,15
S00110000,95,78,17
S00110001,58,31,27
S00110002,64,47,17
S00110003,95,56,39
S00110004,45,19,26
S00110005,68,49,19
S00110006,79,57,22
S00110007,92,58,34
S00110008,63,47,16
S00110009,51,36,15
S00110010,100,70,30
S00110011,107,76,31
S00110012,44,23,21
S00110013,41,27,14
S00110014,60,36,24
S00110015,140,101,39
S00110016,98,65,33
S00110017,127,90,37
S00110018,78,59,19
S00110019,66,48,18
S00110020,98,64,34
S00110021,50,27,23
S00110022,61,37,24
S00110023,80,58,22
S00110024,79,54,25
S00110025,56,33,23
S00110026,58,39,19
S00110027,62,38,24
S00110028,46,34,12
S00110029,107,52,55
S00110030,72,39,33
S00110031,35,13,22
S00110032,85,52,33
S00110033,85,62,23
S00110034,59,42,17
S00110035,42,32,10
S00110036,68,45,23
S00110037,66,30,36
S00110038,72,44,28
S00110039,69,38,31
S00110040,72,42,30
S00110041,78,53,25
S00110042,73,34,39
S00110043,72,48,24
S00110044,67,31,36
S00110045,70,40,30
S00110046,88,55,33
S00110047,23,7,16
S00110048,74,48,26
S00110049,81,40,41
S00110050,92,61,31
S00110051,112,70,42
S00110052,88,45,43
S00110053,97,59,38
S00110054,50,34,16
S00110055,70,53,17
S00110056,50,32,18
S00110057,79,51,28
S00110058,61,36,25
S00110059,116,70,46
S00110060,109,63,46
S00110061,124,77,47
S00110062,84,52,32
S00110063,97,71,26
S00110064,83,54,29
S00110065,68,40,28
S00110066,71,51,20
S00110067,85,67,18
S00110068,78,66,12
S00110069,96,86,10
S00110070,77,68,9
S00110071,114,92,22
S00110072,76,64,12
S00110073,113,88,25
S00110074,100,66,34
S00110075,94,55,39
S00110076,58,35,23
S00110077,95,60,35
S00110078,55,45,10
S00110079,48,42,6
S00110080,56,26,30
S00110081,49,34,15
S00110082,92,57,35
S00110083,84,46,38
S00110084,35,17,18
S00110085,65,39,26
S00110086,80,48,32
S00110087,52,31,21
S00110088,64,41,23
S00110089,76,49,27
S00110090,97,53,44
S00110091,103,66,37
S00110092,94,72,22
S00110093,57,49,8
S00110094,61,43,18
S00110095,83,46,37
S00110096,64,49,15
S00110097,67,50,17
S00110098,60,53,7
S00110099,70,51,19
S00110100,44,29,15
S00110101,63,43,20
S00110102,66,43,23
S00110103,77,61,16
S00110104,95,73,22
S00110105,42,24,18
S00110106,92,64,28
S00110107,100,89,11
S00110108,57,34,23
S00110109,89,66,23
S00110110,101,64,37
S00110111,97,66,31
S00110112,101,66,35
S00110113,121,79,42
S00110114,113,83,30
S00110115,99,52,47
S00110116,118,78,40
S00110117,130,94,36
S00110118,115,87,28
S00110119,83,71,12
S00110120,66,48,18
S00110121,115,92,23
S00110122,70,52,18
S00110123,83,48,35
S00110124,127,87,40
S00110125,71,49,22
S00110126,103,63,40
S00110127,65,31,34
S00110128,57,40,17
S00110129,150,112,38
S00110130,139,113,26
S00110131,81,53,28
S00110132,76,51,25
S00110133,128,90,38
S00110134,80,53,27
S00110135,75,51,24
S00110136,58,33,25
S00110137,67,44,23
S00110138,83,50,33
S00110139,67,48,19
S00110140,87,54,33
S00110141,95,68,27
S00110142,78,58,20
S00110143,52,30,22
S00110144,89,53,36
S00110145,107,69,38
S00110146,79,56,23
S00110147,105,74,31
S00110148,84,62,22
S00110149,100,56,44
S00110150,105,77,28
S00110151,86,63,23
S00110152,85,58,27
S00110153,65,25,40
S00110154,84,34,50
S00110155,68,48,20
S00110156,75,54,21
S00110157,68,44,24
S00110158,99,78,21
S00110159,118,79,39
S00110160,92,67,25
S00110161,73,49,24
S00110162,76,48,28
S00110163,80,48,32
S00110164,104,67,37
S00110165,93,61,32
S00110166,82,59,23
S00110167,128,92,36
S00110168,119,66,53
S00110169,103,71,32
S00110170,93,64,29
S00110171,79,57,22
S00110172,86,68,18
S00110173,114,92,22
S00110174,81,64,17
S00110175,99,67,32
S00110176,94,55,39
S00110177,90,59,31
S00110178,94,71,23
S00110179,65,46,19
S00110180,71,49,22
S00110181,105,67,38
S00110182,81,53,28
S00110183,78,61,17
S00110184,129,90,39
S00110185,128,98,30
S00110186,85,62,23
S00110187,80,50,30
S00110188,77,50,27
S00110189,100,73,27
S00110190,131,96,35
S00110191,56,32,24
S00110192,62,50,12
S00110193,86,61,25
S00110194,68,35,33
S00110195,57,38,19
S00110196,53,28,25
S00110197,69,45,24
S00110198,72,42,30
S00110199,49,34,15
S00110200,49,28,21
S00110201,73,57,16
S00110202,99,63,36
S00110203,82,63,19
S00110204,105,70,35
S00110205,113,76,37
S00110206,109,70,39
S00110207,83,54,29
S00110208,137,84,53
S00110209,110,68,42
S00110210,89,55,34
S00110211,90,66,24
S00110212,73,51,22
S00110213,68,43,25
S00110214,111,79,32
S00110215,66,44,22
S00110216,119,83,36
S00110217,91,73,18
S00110218,51,27,24
S00110219,71,44,27
S00110220,107,74,33
S00110221,105,69,36
S00110222,100,76,24
S00110223,94,67,27
S00110224,60,44,16
S00110225,79,56,23
S00110226,84,51,33
S00110227,69,45,24
S00110228,62,49,13
S00110229,70,41,29
S00110230,99,68,31
S00110231,75,47,28
S00110232,86,61,25
S00110233,59,36,23
S00110234,63,39,24
S00110235,73,51,22
S00110236,81,47,34
S00110237,61,39,22
S00110238,138,85,53
S00110239,95,67,28
S00110240,62,38,24
S00110241,39,14,25
S00110242,102,90,12
S00110243,107,75,32
S00110244,77,52,25
S00110245,197,123,74
S00110246,65,43,22
S00110247,118,84,34
S00110248,137,90,47
S00110249,85,55,30
S00110250,32,13,19
S00110251,125,83,42
S00110252,73,59,14
S00110253,66,53,13
S00110254,103,76,27
S00110255,97,57,40
S00110256,142,87,55
S00110257,88,58,30
S00110258,71,45,26
S00110259,59,29,30
S00110260,63,40,23
S00110261,96,54,42
S00110262,73,41,32
S00110263,95,59,36
S00110264,82,47,35
S00110265,82,58,24
S00110266,97,69,28
S00110267,91,59,32
S00110268,67,43,24
S00110269,49,29,20
S00110270,92,53,39
S00110271,96,60,36
S00110272,59,38,21
S00110273,103,66,37
S00110274,72,39,33
S00110275,46,27,19
S00110276,137,97,40
S00110277,95,61,34
S00110278,86,48,38
S00110279,50,35,15
S00110280,58,45,13
S00110281,75,45,30
S00110282,51,35,16
S00110283,80,59,21
S00110284,69,41,28
S00110285,74,57,17
S00110286,100,74,26
S00110287,73,47,26
S00110288,116,82,34
S00110289,126,87,39
S00110290,93,53,40
S00110291,91,73,18
S00110292,108,60,48
S00110293,115,74,41
S00110294,91,45,46
S00110295,91,50,41
S00110296,96,60,36
S00110297,75,45,30
S00110298,100,56,44
S00110299,112,75,37
S00110300,116,72,44
S00110301,84,55,29
S00110302,73,37,36
S00110303,69,44,25
S00110304,75,49,26
S00110305,78,53,25
S00110306,102,72,30
S00110307,71,49,22
S00110308,88,67,21
S00110309,85,51,34
S00110310,66,42,24
S00110311,55,36,19
S00110312,82,52,30
S00110313,117,67,50
S00110314,106,73,33
S00110315,56,34,22
S00110316,102,59,43
S00110317,97,51,46
S00110318,89,59,30
S00110319,58,43,15
S00110320,133,96,37
S00110321,73,55,18
S00110322,77,39,38
S00110323,107,66,41
S00110324,93,55,38
S00110325,91,63,28
S00110326,99,57,42
S00110327,73,39,34
S00110328,39,24,15
S00110329,42,23,19
S00110330,89,58,31
S00110331,140,78,62
S00110332,105,61,44
S00110333,75,38,37
S00110334,75,44,31
S00110335,59,36,23
S00110336,137,86,51
S00110337,91,51,40
S00110338,91,60,31
S00110339,77,42,35
S00110340,92,63,29
S00110341,97,66,31
S00110342,64,48,16
S00110343,69,41,28
S00110344,95,54,41
S00110345,104,71,33
S00110346,117,69,48
S00110347,67,33,34
S00110348,125,77,48
S00110349,91,59,32
S00110350,45,29,16
S00110351,107,64,43
