output_area,total,active,inactive
S00128188,78,51,27
S00128189,69,40,29
S00128190,95,59,36
S00128191,65,40,25
S00128192,76,59,17
S00128193,68,43,25
S00128194,86,46,40
S00128195,99,61,38
S00128196,87,57,30
S00128197,119,76,43
S00128198,101,59,42
S00128199,66,48,18
S00128200,60,40,20
S00128201,97,61,36
S00128202,73,48,25
S00128203,87,54,33
S00128204,62,35,27
S00128205,119,85,34
S00128206,123,83,40
S00128207,45,23,22
S00128208,50,24,26
S00128209,49,41,8
S00128210,97,65,32
S00128211,76,59,17
S00128212,67,57,10
S00128213,68,52,16
S00128214,58,36,22
S00128215,41,26,15
S00128216,69,57,12
S00128217,63,40,23
S00128218,70,49,21
S00128219,54,34,20
S00128220,77,36,41
S00128221,72,49,23
S00128222,52,37,15
S00128223,37,24,13
S00128224,85,69,16
S00128225,96,69,27
S00128226,92,55,37
S00128227,81,41,40
S00128228,126,97,29
S00128229,106,75,31
S00128230,75,48,27
S00128231,58,30,28
S00128232,75,48,27
S00128233,86,62,24
S00128234,69,42,27
S00128235,70,39,31
S00128236,106,65,41
S00128237,88,49,39
S00128238,94,46,48
S00128239,118,79,39
S00128240,102,71,31
S00128241,101,73,28
S00128242,151,119,32
S00128243,95,75,20
S00128244,100,61,39
S00128245,77,57,20
S00128246,105,71,34
S00128247,80,45,35
S00128248,64,51,13
S00128249,56,49,7
S00128250,88,70,18
S00128251,134,107,27
S00128252,147,107,40
S00128253,113,78,35
S00128254,133,85,48
S00128255,157,100,57
S00128256,103,60,43
S00128257,121,87,34
S00128258,79,63,16
S00128259,80,57,23
S00128260,66,45,21
S00128261,130,103,27
S00128262,87,61,26
S00128263,77,50,27
S00128264,116,81,35
S00128265,126,85,41
S00128266,132,95,37
S00128267,106,73,33
S00128268,96,62,34
S00128269,67,40,27
S00128270,96,65,31
S00128271,100,65,35
S00128272,104,68,36
S00128273,101,66,35
S00128274,103,68,35
S00128275,111,77,34
S00128276,90,65,25
S00128277,106,74,32
S00128278,88,60,28
S00128279,104,68,36
S00128280,144,101,43
S00128281,94,60,34
S00128282,51,34,17
S00128283,77,57,20
S00128284,71,32,39
S00128285,82,54,28
S00128286,69,41,28
S00128287,70,49,21
S00128288,79,48,31
S00128289,84,55,29
S00128290,61,42,19
S00128291,93,53,40
S00128292,101,66,35
S00128293,90,63,27
S00128294,64,40,24
S00128295,120,77,43
S00128296,100,66,34
S00128297,69,38,31
S00128298,116,79,37
S00128299,66,39,27
S00128300,87,58,29
S00128301,77,49,28
S00128302,107,79,28
S00128303,94,58,36
S00128304,54,35,19
S00128305,125,84,41
S00128306,83,53,30
S00128307,62,43,19
S00128308,105,75,30
S00128309,141,111,30
S00128310,128,96,32
S00128311,98,78,20
S00128312,78,42,36
S00128313,116,92,24
S00128314,106,84,22
S00128315,50,42,8
S00128316,76,53,23
S00128317,103,74,29
S00128318,94,82,12
S00128319,123,103,20
S00128320,124,83,41
S00128321,81,60,21
S00128322,137,111,26
S00128323,131,89,42
S00128324,118,88,30
S00128325,113,56,57
S00128326,134,101,33
S00128327,101,55,46
S00128328,84,46,38
S00128329,78,57,21
S00128330,55,34,21
S00128331,89,65,24
S00128332,91,59,32
S00128333,78,49,29
S00128334,96,73,23
S00128335,55,32,23
S00128336,152,107,45
S00128337,114,82,32
S00128338,94,69,25
S00128339,133,83,50
S00128340,122,94,28
S00128341,83,67,16
S00128342,99,88,11
S00128343,119,101,18
S00128344,93,66,27
S00128345,74,57,17
S00128346,95,62,33
S00128347,66,45,21
S00128348,66,39,27
S00128349,86,67,19
S00128350,109,64,45
S00128351,65,39,26
S00128352,70,53,17
S00128353,66,46,20
S00128354,118,83,35
S00128355,105,76,29
S00128356,106,61,45
S00128357,122,97,25
S00128358,111,85,26
S00128359,119,90,29
S00128360,132,109,23
S00128361,130,101,29
S00128362,110,72,38
S00128363,72,46,26
S00128364,58,28,30
S00128365,80,57,23
S00128366,108,68,40
S00128367,89,71,18
S00128368,59,39,20
S00128369,114,84,30
S00128370,134,106,28
S00128371,90,55,35
S00128372,101,66,35
S00128373,55,20,35
S00128374,69,44,25
S00128375,139,101,38
S00128376,115,75,40
S00128377,83,61,22
S00128378,141,97,44
S00128379,90,59,31
S00128380,74,48,26
S00128381,121,75,46
S00128382,123,71,52
S00128383,113,84,29
S00128384,124,99,25
S00128385,94,71,23
S00128386,83,54,29
S00128387,84,59,25
S00128388,66,48,18
S00128389,75,52,23
S00128390,92,75,17
S00128391,122,74,48
S00128392,130,86,44
S00128393,147,114,33
S00128394,47,34,13
S00128395,71,59,12
S00128396,80,66,14
S00128397,69,47,22
S00128398,101,65,36
S00128399,103,75,28
S00128400,94,56,38
S00128401,97,76,21
S00128402,54,39,15
S00128403,123,110,13
S00128404,117,101,16
S00128405,87,67,20
S00128406,131,108,23
S00128407,147,100,47
S00128408,73,47,26
S00128409,66,51,15
S00128410,53,35,18
S00128411,122,92,30
S00128412,64,41,23
S00128413,85,73,12
S00128414,68,49,19
S00128415,115,82,33
S00128416,84,56,28
S00128417,72,50,22
S00128418,71,55,16
S00128419,75,45,30
S00128420,109,82,27
S00128421,112,80,32
S00128422,149,98,51
S00128423,151,110,41
S00128424,122,83,39
S00128425,171,125,46
S00128426,123,100,23
S00128427,117,71,46
S00128428,93,68,25
S00128429,134,99,35
S00128430,116,81,35
S00128431,87,59,28
S00128432,70,50,20
S00128433,49,34,15
S00128434,71,47,24
S00128435,99,80,19
S00128436,92,58,34
S00128437,64,40,24
S00128438,88,67,21
S00128439,73,48,25
S00128440,111,66,45
S00128441,113,73,40
S00128442,66,43,23
S00128443,88,59,29
S00128444,153,109,44
S00128445,116,80,36
S00128446,108,69,39
S00128447,163,133,30
S00128448,142,102,40
S00128449,94,61,33
S00128450,132,82,50
S00128451,132,98,34
S00128452,109,74,35
S00128453,75,46,29
S00128454,96,61,35
S00128455,78,51,27
S00128456,140,122,18
S00128457,55,36,19
S00128458,100,72,28
S00128459,45,32,13
S00128460,65,48,17
S00128461,54,40,14
S00128462,68,43,25
S00128463,95,59,36
S00128464,62,46,16
S00128465,67,47,20
S00128466,75,50,25
S00128467,51,41,10
S00128468,93,64,29
S00128469,74,59,15
S00128470,89,76,13
S00128471,62,51,11
S00128472,50,42,8
S00128473,117,67,50
S00128474,98,63,35
S00128475,39,31,8
S00128476,105,67,38
S00128477,96,70,26
S00128478,51,30,21
S00128479,57,41,16
S00128480,126,102,24
S00128481,64,44,20
S00128482,57,33,24
S00128483,72,44,28
S00128484,52,28,24
S00128485,49,41,8
S00128486,94,73,21
S00128487,116,85,31
S00128488,151,123,28
S00128489,90,55,35
S00128490,73,52,21
S00128491,110,80,30
S00128492,47,21,26
S00128493,60,36,24
S00128494,66,47,19
S00128495,102,72,30
S00128496,111,67,44
S00128497,98,72,26
S00128498,139,109,30
S00128499,110,80,30
S00128500,93,64,29
S00128501,42,22,20
S00128502,109,67,42
S00128503,77,50,27
S00128504,65,39,26
S00128505,44,29,15
S00128506,71,52,19
S00128507,49,26,23
S00128508,49,34,15
S00128509,64,37,27
S00128510,121,76,45
S00128511,66,46,20
S00128512,56,34,22
S00128513,81,51,30
S00128514,64,35,29
S00128515,98,61,37
S00128516,90,70,20
S00128517,47,28,19
S00128518,42,28,14
S00128519,80,43,37
S00128520,66,38,28
S00128521,92,53,39
S00128522,46,25,21
S00128523,47,33,14
S00128524,83,44,39
S00128525,61,36,25
S00128526,52,39,13
S00128527,80,39,41
S00128528,78,59,19
S00128529,260,137,123
S00128530,120,92,28
S00128531,73,46,27
S00128532,58,46,12
S00128533,122,97,25
S00128534,76,63,13
S00128535,39,28,11
S00128536,70,50,20
S00128537,136,89,47
S00128538,87,64,23
S00128539,133,104,29
S00128540,49,25,24
S00128541,121,68,53
S00128542,35,14,21
S00128543,139,105,34
S00128544,105,76,29
S00128545,47,42,5
S00128546,55,38,17
S00128547,42,27,15
S00128548,90,61,29
S00128549,98,59,39
S00128550,64,40,24
S00128551,71,52,19
S00128552,66,50,16
S00128553,61,31,30
S00128554,122,87,35
S00128555,71,51,20
S00128556,81,59,22
S00128557,63,33,30
S00128558,55,36,19
S00128559,81,56,25
S00128560,60,37,23
S00128561,62,43,19
S00128562,83,67,16
S00128563,112,92,20
S00128564,98,81,17
S00128565,125,91,34
S00128566,63,37,26
S00128567,54,36,18
S00128568,62,44,18
S00128569,41,36,5
S00128570,59,40,19
S00128571,89,45,44
S00128572,96,54,42
S00128573,72,58,14
S00128574,68,40,28
S00128575,45,13,32
S00128576,115,88,27
S00128577,67,33,34
S00128578,74,29,45
S00128579,55,21,34
S00128580,61,34,27
S00128581,59,40,19
S00128582,130,95,35
S00128583,73,40,33
S00128584,67,38,29
S00128585,80,55,25
S00128586,105,73,32
S00128587,104,73,31
S00128588,69,47,22
S00128589,47,23,24
S00128590,52,26,26
S00128591,53,33,20
S00128592,51,31,20
S00128593,50,32,18
S00128594,58,29,29
S00128595,31,13,18
S00128596,31,9,22
S00128597,26,4,22
S00128598,33,8,25
S00128599,64,51,13
S00128600,102,89,13
S00128601,67,33,34
S00128602,32,17,15
S00128603,61,34,27
S00128604,46,29,17
S00128605,63,31,32
S00128606,50,27,23
S00128607,74,55,19
S00128608,62,50,12
S00128609,102,89,13
S00128610,83,42,41
S00128611,53,29,24
S00128612,42,22,20
S00128613,83,56,27
S00128614,49,29,20
S00128615,68,46,22
S00128616,83,60,23
S00128617,110,86,24
S00128618,58,44,14
S00128619,36,22,14
S00128620,44,17,27
S00128621,124,101,23
S00128622,59,46,13
S00128623,88,69,19
S00128624,65,31,34
S00128625,89,61,28
S00128626,109,85,24
S00128627,67,46,21
S00128628,127,106,21
S00128629,92,54,38
S00128630,58,35,23
S00128631,61,43,18
S00128632,79,50,29
S00128633,133,122,11
S00128634,95,81,14
S00128635,120,62,58
S00128636,125,51,74
S00128637,110,93,17
S00128638,102,74,28
S00128639,108,102,6
S00128640,84,53,31
S00128641,89,55,34
S00128642,88,59,29
S00128643,89,62,27
S00128644,53,43,10
S00128645,73,55,18
S00128646,85,62,23
S00128647,54,35,19
S00128648,75,44,31
S00128649,66,40,26
S00128650,86,51,35
S00128651,70,47,23
S00128652,84,48,36
S00128653,93,59,34
S00128654,113,83,30
S00128655,126,92,34
S00128656,58,51,7
S00128657,109,91,18
S00128658,117,85,32
S00128659,128,101,27
S00128660,91,78,13
S00128661,86,60,26
S00128662,68,50,18
S00128663,94,76,18
S00128664,123,88,35
S00128665,67,51,16
S00128666,101,81,20
S00128667,93,58,35
S00128668,116,85,31
S00128669,70,51,19
S00128670,87,65,22
S00128671,70,40,30
S00128672,48,24,24
S00128673,52,36,16
S00128674,14,3,11
S00128675,137,109,28
S00128676,134,108,26
S00128677,96,56,40
S00128678,53,31,22
S00128679,104,56,48
S00128680,130,91,39
S00128681,39,33,6
S00128682,39,25,14
S00128683,101,65,36
S00128684,66,38,28
S00128685,86,68,18
S00128686,98,81,17
S00128687,61,39,22
S00128688,75,43,32
S00128689,36,14,22
S00128690,78,43,35
S00128691,48,30,18
S00128692,81,45,36
S00128693,74,43,31
S00128694,59,46,13
S00128695,43,29,14
S00128696,52,36,16
S00128697,84,47,37
S00128698,97,75,22
S00128699,68,38,30
S00128700,50,38,12
S00128701,48,28,20
S00128702,86,40,46
S00128703,82,54,28
S00128704,83,71,12
S00128705,66,53,13
S00128706,98,89,9
S00128707,97,87,10
S00128708,76,63,13
S00128709,217,71,146
S00128710,67,42,25
S00128711,80,56,24
S00128712,73,58,15
S00128713,60,25,35
S00128714,52,44,8
S00128715,115,96,19
S00128716,56,42,14
S00128717,46,33,13
S00128718,79,61,18
S00128719,53,38,15
S00128720,88,69,19
S00128721,104,82,22
S00128722,94,60,34
S00128723,90,71,19
S00128724,52,47,5
S00128725,61,52,9
S00128726,51,43,8
S00128727,49,36,13
S00128728,71,58,13
S00128729,155,107,48
S00128730,79,57,22
S00128731,103,86,17
S00128732,37,18,19
S00128733,10,1,9
S00128734,17,2,15
S00128735,93,68,25
S00128736,65,52,13
S00128737,110,89,21
S00128738,122,87,35
S00128739,146,111,35
S00128740,166,139,27
S00128741,134,109,25
S00128742,83,55,28
S00128743,48,37,11
S00128744,91,65,26
S00128745,114,83,31
S00128746,59,40,19
S00128747,55,47,8
S00128748,54,36,18
S00128749,30,17,13
S00128750,37,17,20
S00128751,79,63,16
S00128752,46,42,4
S00128753,74,54,20
S00128754,147,121,26
S00128755,53,38,15
S00128756,59,44,15
S00128757,163,123,40
S00128758,72,45,27
S00128759,77,54,23
S00128760,76,55,21
S00128761,64,57,7
S00128762,150,129,21
S00128763,70,62,8
S00128764,182,158,24
S00128765,129,101,28
S00128766,127,106,21
S00128767,134,118,16
S00128768,59,45,14
S00128769,46,39,7
S00128770,75,62,13
S00128771,71,57,14
S00128772,46,19,27
S00128773,118,84,34
S00128774,123,105,18
S00128775,90,77,13
S00128776,81,67,14
S00128777,92,58,34
S00128778,109,83,26
S00128779,66,55,11
S00128780,55,49,6
S00128781,120,91,29
S00128782,159,141,18
S00128783,111,87,24
S00128784,82,69,13
S00128785,139,96,43
S00128786,86,52,34
S00128787,115,77,38
S00128788,121,98,23
S00128789,129,113,16
S00128790,84,67,17
S00128791,126,104,22
S00128792,62,47,15
S00128793,36,20,16
S00128794,69,40,29
S00128795,42,26,16
S00128796,60,38,22
S00128797,55,37,18
S00128798,85,67,18
S00128799,120,93,27
S00128800,99,76,23
S00128801,102,78,24
S00128802,95,51,44
S00128803,81,38,43
S00128804,121,73,48
S00128805,45,25,20
S00128806,88,45,43
S00128807,69,43,26
S00128808,88,56,32
S00128809,67,28,39
S00128810,107,58,49
S00128811,86,59,27
S00128812,118,82,36
S00128813,58,37,21
S00128814,77,64,13
S00128815,53,26,27
S00128816,71,43,28
S00128817,73,55,18
S00128818,117,104,13
S00128819,102,80,22
S00128820,77,64,13
S00128821,111,85,26
S00128822,82,55,27
S00128823,50,26,24
S00128824,178,123,55
S00128825,127,100,27
S00128826,52,40,12
S00128827,73,53,20
S00128828,71,45,26
S00128829,78,62,16
S00128830,53,34,19
S00128831,85,65,20
S00128832,55,31,24
S00128833,91,57,34
S00128834,61,37,24
S00128835,80,54,26
S00128836,105,69,36
S00128837,140,115,25
S00128838,94,82,12
S00128839,102,84,18
S00128840,88,77,11
S00128841,153,124,29
S00128842,68,46,22
S00128843,109,81,28
S00128844,76,64,12
S00128845,63,47,16
S00128846,93,61,32
S00128847,55,33,22
S00128848,73,34,39
S00128849,93,62,31
S00128850,125,109,16
S00128851,124,105,19
S00128852,122,100,22
S00128853,79,72,7
S00128854,134,113,21
S00128855,150,122,28
S00128856,60,57,3
S00128857,66,42,24
S00128858,42,36,6
S00128859,67,48,19
S00128860,102,59,43
S00128861,81,58,23
S00128862,52,31,21
S00128863,185,154,31
S00128864,73,59,14
S00128865,110,92,18
S00128866,58,37,21
S00128867,49,47,2
S00128868,162,132,30
S00128869,78,70,8
S00128870,40,23,17
S00128871,50,36,14
S00128872,65,50,15
S00128873,110,79,31
S00128874,63,48,15
S00128875,73,36,37
S00128876,48,23,25
S00128877,76,45,31
S00128878,57,46,11
S00128879,67,47,20
S00128880,62,38,24
S00128881,144,111,33
S00128882,57,44,13
S00128883,90,70,20
S00128884,163,134,29
S00128885,118,88,30
S00128886,143,116,27
S00128887,50,38,12
S00128888,44,35,9
S00128889,81,54,27
S00128890,80,65,15
S00128891,116,108,8
S00128892,51,33,18
S00128893,86,58,28
S00128894,61,43,18
S00128895,76,51,25
S00128896,66,52,14
S00128897,232,189,43
S00128898,110,88,22
S00128899,88,76,12
S00128900,140,99,41
S00128901,80,69,11
S00128902,125,113,12
S00128903,96,83,13
S00128904,121,106,15
S00128905,81,70,11
S00128906,117,81,36
S00128907,79,59,20
S00128908,112,78,34
S00128909,41,29,12
S00128910,125,85,40
S00128911,41,31,10
S00128912,79,42,37
S00128913,73,51,22
S00128914,91,50,41
S00128915,84,62,22
S00128916,75,51,24
S00128917,87,65,22
S00128918,124,100,24
S00128919,91,67,24
S00128920,141,94,47
S00128921,105,91,14
S00128922,64,42,22
S00128923,120,99,21
S00128924,80,68,12
S00128925,119,100,19
S00128926,147,128,19
S00128927,81,68,13
S00128928,137,98,39
S00128929,69,44,25
S00128930,105,62,43
S00128931,79,63,16
S00128932,132,106,26
S00128933,70,55,15
S00128934,132,112,20
S00128935,63,52,11
S00128936,128,103,25
S00128937,89,64,25
S00128938,84,48,36
S00128939,116,86,30
S00128940,97,66,31
S00128941,67,37,30
S00128942,105,91,14
S00128943,125,107,18
S00128944,71,46,25
S00128945,68,50,18
S00128946,51,34,17
S00128947,128,97,31
S00128948,87,68,19
S00128949,114,95,19
S00128950,124,90,34
S00128951,118,95,23
S00128952,91,71,20
S00128953,144,118,26
S00128954,74,56,18
S00128955,83,65,18
S00128956,45,31,14
S00128957,135,115,20
S00128958,55,44,11
S00128959,109,85,24
S00128960,77,63,14
S00128961,65,49,16
S00128962,186,147,39
S00128963,69,49,20
S00128964,60,53,7
S00128965,98,84,14
S00128966,98,82,16
S00128967,55,39,16
S00128968,132,105,27
S00128969,102,85,17
S00128970,98,76,22
S00128971,124,97,27
S00128972,111,94,17
S00128973,80,62,18
S00128974,116,101,15
S00128975,111,100,11
S00128976,77,52,25
S00128977,55,45,10
S00128978,73,58,15
S00128979,81,58,23
S00128980,67,52,15
S00128981,60,46,14
S00128982,114,80,34
S00128983,74,58,16
S00128984,65,53,12
S00128985,92,70,22
S00128986,53,40,13
S00128987,94,80,14
S00128988,47,38,9
S00128989,117,89,28
S00128990,90,75,15
S00128991,116,87,29
S00128992,120,96,24
S00128993,77,58,19
S00128994,49,36,13
S00128995,110,85,25
S00128996,131,99,32
S00128997,43,33,10
S00128998,121,98,23
S00128999,93,71,22
S00129000,75,58,17
S00129001,49,33,16
S00129002,46,35,11
S00129003,106,71,35
S00129004,164,111,53
S00129005,120,86,34
S00129006,52,32,20
S00129007,124,94,30
S00129008,95,64,31
S00129009,102,67,35
S00129010,60,49,11
S00129011,85,65,20
S00129012,80,53,27
S00129013,141,93,48
S00129014,45,31,14
S00129015,64,51,13
S00129016,88,65,23
S00129017,63,40,23
S00129018,72,46,26
S00129019,51,34,17
S00129020,89,70,19
S00129021,52,40,12
S00129022,73,54,19
S00129023,97,80,17
S00129024,88,73,15
S00129025,77,62,15
S00129026,103,77,26
S00129027,68,54,14
S00129028,86,75,11
S00129029,62,42,20
S00129030,118,98,20
S00129031,64,49,15
S00129032,40,27,13
S00129033,103,85,18
S00129034,121,88,33
S00129035,59,45,14
S00129036,131,100,31
S00129037,86,68,18
S00129038,70,58,12
S00129039,76,55,21
S00129040,81,58,23
S00129041,101,72,29
S00129042,59,47,12
S00129043,116,92,24
S00129044,83,63,20
S00129045,125,91,34
S00129046,84,65,19
S00129047,60,39,21
S00129048,67,49,18
S00129049,70,57,13
S00129050,62,50,12
S00129051,80,48,32
S00129052,100,69,31
S00129053,52,48,4
S00129054,59,49,10
S00129055,66,54,12
S00129056,55,47,8
S00129057,51,46,5
S00129058,83,74,9
S00129059,47,38,9
S00129060,64,56,8
S00129061,67,55,12
S00129062,134,107,27
S00129063,82,67,15
S00129064,54,39,15
S00129065,55,45,10
S00129066,80,73,7
S00129067,86,64,22
S00129068,66,46,20
S00129069,103,82,21
S00129070,126,105,21
S00129071,70,52,18
S00129072,74,61,13
S00129073,86,66,20
S00129074,57,42,15
S00129075,124,107,17
S00129076,84,74,10
S00129077,36,26,10
S00129078,104,89,15
S00129079,77,58,19
S00129080,52,46,6
S00129081,60,48,12
S00129082,55,42,13
S00129083,63,54,9
S00129084,64,51,13
S00129085,107,86,21
S00129086,61,48,13
S00129087,85,71,14
S00129088,61,52,9
S00129089,113,94,19
S00129090,107,89,18
S00129091,114,87,27
S00129092,47,35,12
S00129093,46,33,13
S00129094,58,42,16
S00129095,62,48,14
S00129096,106,87,19
S00129097,49,44,5
S00129098,52,47,5
S00129099,76,69,7
S00129100,145,112,33
S00129101,99,79,20
S00129102,66,54,12
S00129103,121,88,33
S00129104,131,113,18
S00129105,69,43,26
S00129106,48,43,5
S00129107,177,135,42
S00129108,47,38,9
S00129109,107,82,25
S00129110,42,34,8
S00129111,133,95,38
S00129112,72,61,11
S00129113,151,125,26
S00129114,112,97,15
S00129115,87,74,13
S00129116,88,69,19
S00129117,48,32,16
S00129118,121,103,18
S00129119,76,58,18
S00129120,62,47,15
S00129121,121,90,31
S00129122,107,86,21
S00129123,76,54,22
S00129124,72,56,16
S00129125,114,77,37
S00129126,41,29,12
S00129127,92,69,23
S00129128,54,44,10
S00129129,86,72,14
S00129130,45,35,10
S00129131,113,91,22
S00129132,89,79,10
S00129133,53,44,9
S00129134,72,40,32
S00129135,114,98,16
S00129136,72,56,16
S00129137,75,58,17
S00129138,67,44,23
S00129139,63,53,10
S00129140,79,67,12
S00129141,214,178,36
S00129142,89,67,22
S00129143,101,27,74
S00129144,97,71,26
S00129145,52,34,18
S00129146,120,85,35
S00129147,122,96,26
S00129148,99,64,35
S00129149,91,68,23
S00129150,46,29,17
S00129151,84,53,31
S00129152,116,78,38
S00129153,92,48,44
S00129154,77,64,13
S00129155,140,61,79
S00129156,79,44,35
S00129157,127,82,45
S00129158,147,108,39
S00129159,91,56,35
S00129160,103,59,44
S00129161,54,24,30
S00129162,75,58,17
S00129163,87,64,23
S00129164,97,72,25
S00129165,65,48,17
S00129166,88,57,31
S00129167,50,39,11
S00129168,48,37,11
S00129169,91,67,24
S00129170,123,104,19
S00129171,46,34,12
S00129172,109,59,50
S00129173,60,44,16
S00129174,155,136,19
S00129175,94,76,18
S00129176,110,66,44
S00129177,72,48,24
S00129178,95,58,37
S00129179,54,31,23
S00129180,68,44,24
S00129181,73,51,22
S00129182,105,86,19
S00129183,41,34,7
S00129184,112,80,32
S00129185,74,55,19
S00129186,83,50,33
S00129187,81,47,34
S00129188,118,94,24
S00129189,61,42,19
S00129190,66,53,13
S00129191,107,70,37
S00129192,55,35,20
S00129193,61,40,21
S00129194,106,81,25
S00129195,58,43,15
S00129196,108,74,34
S00129197,80,50,30
S00129198,66,43,23
S00129199,71,46,25
S00129200,83,57,26
S00129201,74,48,26
S00129202,63,44,19
S00129203,77,41,36
S00129204,129,86,43
S00129205,87,60,27
S00129206,81,50,31
S00129207,49,35,14
S00129208,107,79,28
S00129209,93,62,31
S00129210,88,45,43
S00129211,80,49,31
S00129212,70,41,29
S00129213,105,73,32
S00129214,65,41,24
S00129215,63,41,22
S00129216,67,25,42
S00129217,75,54,21
S00129218,58,32,26
S00129219,50,28,22
S00129220,80,59,21
S00129221,60,34,26
S00129222,95,48,47
S00129223,104,55,49
S00129224,89,56,33
S00129225,127,91,36
S00129226,62,44,18
S00129227,68,46,22
S00129228,55,40,15
S00129229,52,36,16
S00129230,78,46,32
S00129231,84,54,30
S00129232,65,41,24
S00129233,61,31,30
S00129234,87,47,40
S00129235,116,61,55
S00129236,102,73,29
S00129237,79,48,31
S00129238,95,66,29
S00129239,77,49,28
S00129240,126,74,52
S00129241,126,84,42
S00129242,119,70,49
S00129243,105,53,52
S00129244,58,30,28
S00129245,63,40,23
S00129246,54,33,21
S00129247,80,39,41
S00129248,72,61,11
S00129249,127,92,35
S00129250,96,70,26
S00129251,90,57,33
S00129252,101,60,41
S00129253,96,80,16
S00129254,67,46,21
S00129255,63,38,25
S00129256,93,49,44
S00129257,64,35,29
S00129258,64,31,33
S00129259,60,29,31
S00129260,36,16,20
S00129261,91,37,54
S00129262,95,59,36
S00129263,132,104,28
S00129264,90,44,46
S00129265,123,80,43
S00129266,78,51,27
S00129267,123,91,32
S00129268,68,39,29
S00129269,102,60,42
S00129270,106,76,30
S00129271,51,37,14
S00129272,72,49,23
S00129273,48,28,20
S00129274,75,56,19
S00129275,76,51,25
S00129276,68,47,21
S00129277,47,38,9
S00129278,43,31,12
S00129279,66,45,21
S00129280,96,59,37
S00129281,51,41,10
S00129282,100,71,29
S00129283,84,56,28
S00129284,65,40,25
S00129285,80,55,25
S00129286,95,67,28
S00129287,47,21,26
S00129288,60,43,17
S00129289,115,77,38
S00129290,111,72,39
S00129291,81,55,26
S00129292,85,38,47
S00129293,71,44,27
S00129294,70,43,27
S00129295,150,87,63
S00129296,129,92,37
S00129297,49,33,16
S00129298,86,45,41
S00129299,76,55,21
S00129300,83,51,32
S00129301,122,72,50
S00129302,129,86,43
S00129303,110,75,35
S00129304,52,35,17
S00129305,57,47,10
S00129306,66,51,15
S00129307,81,62,19
S00129308,45,22,23
S00129309,88,48,40
S00129310,62,41,21
S00129311,83,38,45
S00129312,52,36,16
S00129313,47,27,20
S00129314,97,70,27
S00129315,63,39,24
S00129316,133,82,51
S00129317,126,78,48
S00129318,80,40,40
S00129319,69,54,15
S00129320,65,41,24
S00129321,88,63,25
S00129322,65,27,38
S00129323,95,56,39
S00129324,69,52,17
S00129325,115,78,37
S00129326,40,16,24
S00129327,73,49,24
S00129328,84,55,29
S00129329,72,49,23
S00129330,84,42,42
S00129331,51,33,18
S00129332,45,24,21
S00129333,69,47,22
S00129334,71,47,24
S00129335,111,72,39
S00129336,68,54,14
S00129337,104,69,35
S00129338,95,56,39
S00129339,84,62,22
S00129340,74,46,28
S00129341,58,32,26
S00129342,140,106,34
S00129343,67,47,20
S00129344,71,42,29
S00129345,91,65,26
S00129346,78,57,21
S00129347,101,66,35
S00129348,75,37,38
S00129349,87,50,37
S00129350,96,63,33
S00129351,84,51,33
S00129352,75,54,21
S00129353,68,40,28
S00129354,65,38,27
S00129355,151,106,45
S00129356,113,69,44
S00129357,148,104,44
S00129358,114,88,26
S00129359,104,70,34
S00129360,86,51,35
S00129361,78,49,29
S00129362,98,42,56
S00129363,85,59,26
S00129364,124,89,35
S00129365,112,83,29
S00129366,102,70,32
S00129367,66,45,21
S00129368,108,78,30
S00129369,77,53,24
S00129370,83,58,25
S00129371,43,26,17
S00129372,87,66,21
