"output_area","total","good","not_good"
"S00090066",81,78,3
"S00090067",101,100,1
"S00090068",108,104,4
"S00090069",154,149,5
"S00090070",214,203,11
"S00090071",117,115,2
"S00090072",130,126,4
"S00090073",130,127,3
"S00090074",121,119,2
"S00090075",133,130,3
"S00090076",142,138,4
"S00090077",114,113,1
"S00090078",155,149,6
"S00090079",142,137,5
"S00090080",100,100,0
"S00090081",118,116,2
"S00090082",80,74,6
"S00090083",111,106,5
"S00090084",148,143,5
"S00090085",132,129,3
"S00090086",140,139,1
"S00090087",107,103,4
"S00090088",99,93,6
"S00090089",109,102,7
"S00090090",63,62,1
"S00090091",163,161,2
"S00090092",69,63,6
"S00090093",55,50,5
"S00090094",142,138,4
"S00090095",142,133,9
"S00090096",103,95,8
"S00090097",73,71,2
"S00090098",89,83,6
"S00090099",189,172,17
"S00090100",131,130,1
"S00090101",131,126,5
"S00090102",113,112,1
"S00090103",148,141,7
"S00090104",125,124,1
"S00090105",93,89,4
"S00090106",173,166,7
"S00090107",156,150,6
"S00090108",125,124,1
"S00090109",115,111,4
"S00090110",138,136,2
"S00090111",76,74,2
"S00090112",170,167,3
"S00090113",107,105,2
"S00090114",129,127,2
"S00090115",105,101,4
"S00090116",150,148,2
"S00090117",140,138,2
"S00090118",151,147,4
"S00090119",216,214,2
"S00090120",141,141,0
"S00090121",241,238,3
"S00090122",117,114,3
"S00090123",99,99,0
"S00090124",105,86,19
"S00090125",75,56,19
"S00090126",134,128,6
"S00090127",136,127,9
"S00090128",107,102,5
"S00090129",135,131,4
"S00090130",125,121,4
"S00090131",140,135,5
"S00090132",150,146,4
"S00090133",184,180,4
"S00090134",143,139,4
"S00090135",143,140,3
"S00090136",134,134,0
"S00090137",119,118,1
"S00090138",111,108,3
"S00090139",124,122,2
"S00090140",106,105,1
"S00090141",94,94,0
"S00090142",119,114,5
"S00090143",84,83,1
"S00090144",87,82,5
"S00090145",110,105,5
"S00090146",84,74,10
"S00090147",85,83,2
"S00090148",85,81,4
"S00090149",162,152,10
"S00090150",82,76,6
"S00090151",88,81,7
"S00090152",93,90,3
"S00090153",119,113,6
"S00090154",121,117,4
"S00090155",109,104,5
"S00090156",140,130,10
"S00090157",165,158,7
"S00090158",104,103,1
"S00090159",135,126,9
"S00090160",128,117,11
"S00090161",112,107,5
"S00090162",138,132,6
"S00090163",97,91,6
"S00090164",133,130,3
"S00090165",128,123,5
"S00090166",122,117,5
"S00090167",91,89,2
"S00090168",97,95,2
"S00090169",91,83,8
"S00090170",113,111,2
"S00090171",58,57,1
"S00090172",120,115,5
"S00090173",131,129,2
"S00090174",144,143,1
"S00090175",134,133,1
"S00090176",70,67,3
"S00090177",118,109,9
"S00090178",134,129,5
"S00090179",155,143,12
"S00090180",132,126,6
"S00090181",145,140,5
"S00090182",127,124,3
"S00090183",158,155,3
"S00090184",83,81,2
"S00090185",83,78,5
"S00090186",114,108,6
"S00090187",112,110,2
"S00090188",105,98,7
"S00090189",68,65,3
"S00090190",160,142,18
"S00090191",132,130,2
"S00090192",99,90,9
"S00090193",122,115,7
"S00090194",98,94,4
"S00090195",109,107,2
"S00090196",101,98,3
"S00090197",98,97,1
"S00090198",104,101,3
"S00090199",77,77,0
"S00090200",104,101,3
"S00090201",123,118,5
"S00090202",105,99,6
"S00090203",109,107,2
"S00090204",128,121,7
"S00090205",117,114,3
"S00090206",93,89,4
"S00090207",96,94,2
"S00090208",97,91,6
"S00090209",99,97,2
"S00090210",84,83,1
"S00090211",60,59,1
"S00090212",64,62,2
"S00090213",71,69,2
"S00090214",99,97,2
"S00090215",144,141,3
"S00090216",110,108,2
"S00090217",97,96,1
"S00090218",112,108,4
"S00090219",119,117,2
"S00090220",96,95,1
"S00090221",143,142,1
"S00090222",211,204,7
"S00090223",159,150,9
"S00090224",146,141,5
"S00090225",78,77,1
"S00090226",160,159,1
"S00090227",217,211,6
"S00090228",164,158,6
"S00090229",175,168,7
"S00090230",93,93,0
"S00090231",112,111,1
"S00090232",86,84,2
"S00090233",87,87,0
"S00090234",106,103,3
"S00090235",130,126,4
"S00090236",100,96,4
"S00090237",97,92,5
"S00090238",71,67,4
"S00090239",120,114,6
"S00090240",146,142,4
"S00090241",148,143,5
"S00090242",129,121,8
"S00090243",90,87,3
"S00090244",90,87,3
"S00090245",168,155,13
"S00090246",59,56,3
"S00090247",118,117,1
"S00090248",53,49,4
"S00090249",172,171,1
"S00090250",139,138,1
"S00090251",143,140,3
"S00090252",175,173,2
"S00090253",176,172,4
"S00090254",126,125,1
"S00090255",150,142,8
"S00090256",161,159,2
"S00090257",143,139,4
"S00090258",154,152,2
"S00090259",95,92,3
"S00090260",131,130,1
"S00090261",93,89,4
"S00090262",70,67,3
"S00090263",151,149,2
"S00090264",136,133,3
"S00090265",125,122,3
"S00090266",108,105,3
"S00090267",80,78,2
"S00090268",98,95,3
"S00090269",139,138,1
"S00090270",127,126,1
"S00090271",175,174,1
"S00090272",100,94,6
"S00090273",62,50,12
"S00090274",87,86,1
"S00090275",55,54,1
"S00090276",105,104,1
"S00090277",125,119,6
"S00090278",135,125,10
"S00090279",152,143,9
"S00090280",91,84,7
"S00090281",128,124,4
"S00090282",107,104,3
"S00090283",92,84,8
"S00090284",92,85,7
"S00090285",83,78,5
"S00090286",92,86,6
"S00090287",110,107,3
"S00090288",152,144,8
"S00090289",68,65,3
"S00090290",82,78,4
"S00090291",100,96,4
"S00090292",124,116,8
"S00090293",110,103,7
"S00090294",113,111,2
"S00090295",137,135,2
"S00090296",104,98,6
"S00090297",151,148,3
"S00090298",87,87,0
"S00090299",124,122,2
"S00090300",115,106,9
"S00090301",82,82,0
"S00090302",101,98,3
"S00090303",221,217,4
"S00090304",150,148,2
"S00090305",196,195,1
"S00090306",185,184,1
"S00090307",170,170,0
"S00090308",127,119,8
"S00090309",154,153,1
"S00090310",132,131,1
"S00090311",178,177,1
"S00090312",85,85,0
"S00090313",183,182,1
"S00090314",253,221,32
"S00090315",91,90,1
"S00090316",175,169,6
"S00090317",184,183,1
"S00090318",172,168,4
"S00090319",80,77,3
"S00090320",68,68,0
"S00090321",103,103,0
"S00090322",99,97,2
"S00090323",92,91,1
"S00090324",75,73,2
"S00090325",95,90,5
"S00090326",84,81,3
"S00090327",72,72,0
"S00090328",55,53,2
"S00090329",73,68,5
"S00090330",55,52,3
"S00090331",171,167,4
"S00090332",108,103,5
"S00090333",126,121,5
"S00090334",50,50,0
"S00090335",70,70,0
"S00090336",133,125,8
"S00090337",138,130,8
"S00090338",59,54,5
"S00090339",52,52,0
"S00090340",96,92,4
"S00090341",69,66,3
"S00090342",73,68,5
"S00090343",96,88,8
"S00090344",59,59,0
"S00090345",120,118,2
"S00090346",97,90,7
"S00090347",157,154,3
"S00090348",178,168,10
"S00090349",108,101,7
"S00090350",107,105,2
"S00090351",69,65,4
"S00090352",89,82,7
"S00090353",64,62,2
"S00090354",194,190,4
"S00090355",65,63,2
"S00090356",94,94,0
"S00090357",224,223,1
"S00090358",158,154,4
"S00090359",119,112,7
"S00090360",92,89,3
"S00090361",80,78,2
"S00090362",138,137,1
"S00090363",55,49,6
"S00090364",71,68,3
"S00090365",112,107,5
"S00090366",78,75,3
"S00090367",54,50,4
"S00090368",52,48,4
"S00090369",149,142,7
"S00090370",125,121,4
"S00090371",117,111,6
"S00090372",98,98,0
"S00090373",60,60,0
"S00090374",120,118,2
"S00090375",63,62,1
"S00090376",129,125,4
"S00090377",96,94,2
"S00090378",78,77,1
"S00090379",82,76,6
"S00090380",117,114,3
"S00090381",117,113,4
"S00090382",55,54,1
"S00090383",88,88,0
"S00090384",69,66,3
"S00090385",158,151,7
"S00090386",77,77,0
"S00090387",76,74,2
"S00090388",122,115,7
"S00090389",130,123,7
"S00090390",93,91,2
"S00090391",96,93,3
"S00090392",98,97,1
"S00090393",129,125,4
"S00090394",90,90,0
"S00090395",107,107,0
"S00090396",80,78,2
"S00090397",74,74,0
"S00090398",60,59,1
"S00090399",215,211,4
"S00090400",128,127,1
"S00090401",100,98,2
"S00090402",113,108,5
"S00090403",166,165,1
"S00090404",190,187,3
"S00090405",170,168,2
"S00090406",131,130,1
"S00090407",212,210,2
"S00090408",67,67,0
"S00090409",112,109,3
"S00090410",112,105,7
"S00090411",78,78,0
"S00090412",59,58,1
"S00090413",93,90,3
"S00090414",114,109,5
"S00090415",169,164,5
"S00090416",115,112,3
"S00090417",68,64,4
"S00090418",50,49,1
"S00090419",95,93,2
"S00090420",94,88,6
"S00090421",149,147,2
"S00090422",75,73,2
"S00090423",250,243,7
"S00090424",69,66,3
"S00090425",108,107,1
"S00090426",102,100,2
"S00090427",83,83,0
"S00090428",240,238,2
"S00090429",96,93,3
"S00090430",98,97,1
"S00090431",118,117,1
"S00090432",63,61,2
"S00090433",107,107,0
"S00090434",113,112,1
"S00090435",58,54,4
"S00090436",139,135,4
"S00090437",109,105,4
"S00090438",59,59,0
"S00090439",69,66,3
"S00090440",135,134,1
"S00090441",162,152,10
"S00090442",97,89,8
"S00090443",61,54,7
"S00090444",224,218,6
"S00090445",111,110,1
"S00090446",75,75,0
"S00090447",135,130,5
"S00090448",62,60,2
"S00090449",76,74,2
"S00090450",73,69,4
"S00090451",62,62,0
"S00090452",73,72,1
"S00090453",61,61,0
"S00090454",148,147,1
"S00090455",80,76,4
"S00090456",55,52,3
"S00090457",59,58,1
"S00090458",117,112,5
"S00090459",87,82,5
"S00090460",128,112,16
"S00090461",69,67,2
"S00090462",114,110,4
"S00090463",86,81,5
"S00090464",74,69,5
"S00090465",134,127,7
"S00090466",78,74,4
"S00090467",102,91,11
"S00090468",111,110,1
"S00090469",89,85,4
"S00090470",74,65,9
"S00090471",88,81,7
"S00090472",102,90,12
"S00090473",89,88,1
"S00090474",110,106,4
"S00090475",93,88,5
"S00090476",94,89,5
"S00090477",92,83,9
"S00090478",127,121,6
"S00090479",115,90,25
"S00090480",67,54,13
"S00090481",69,66,3
"S00090482",64,56,8
"S00090483",86,85,1
"S00090484",85,84,1
"S00090485",75,74,1
"S00090486",77,71,6
"S00090487",64,58,6
"S00090488",115,111,4
"S00090489",73,69,4
"S00090490",118,110,8
"S00090491",58,56,2
"S00090492",62,51,11
"S00090493",75,67,8
"S00090494",78,72,6
"S00090495",90,85,5
"S00090496",241,238,3
"S00090497",93,92,1
"S00090498",87,85,2
"S00090499",181,181,0
"S00090500",113,113,0
"S00090501",107,106,1
"S00090502",88,87,1
"S00090503",67,65,2
"S00090504",162,155,7
"S00090505",132,128,4
"S00090506",100,98,2
"S00090507",159,157,2
"S00090508",84,83,1
"S00090509",156,151,5
"S00090510",139,138,1
"S00090511",64,64,0
"S00090512",70,70,0
"S00090513",101,92,9
"S00090514",90,83,7
"S00090515",100,99,1
"S00090516",95,87,8
"S00090517",109,98,11
"S00090518",93,92,1
"S00090519",78,64,14
"S00090520",115,108,7
"S00090521",63,61,2
"S00090522",70,69,1
"S00090523",836,828,8
"S00090524",112,110,2
"S00090525",76,76,0
"S00090526",89,84,5
"S00090527",125,123,2
"S00090528",132,121,11
"S00090529",102,99,3
"S00090530",86,80,6
"S00090531",122,117,5
"S00090532",85,79,6
"S00090533",52,49,3
"S00090534",93,92,1
"S00090535",85,81,4
"S00090536",76,73,3
"S00090537",106,95,11
"S00090538",127,126,1
"S00090539",129,129,0
"S00090540",93,91,2
"S00090541",117,116,1
"S00090542",74,72,2
"S00090543",146,143,3
"S00090544",90,90,0
"S00090545",75,75,0
"S00090546",97,90,7
"S00090547",104,101,3
"S00090548",86,86,0
"S00090549",66,64,2
"S00090550",89,88,1
"S00090551",95,93,2
"S00090552",82,82,0
"S00090553",195,192,3
"S00090554",96,95,1
"S00090555",51,51,0
"S00090556",148,144,4
"S00090557",73,71,2
"S00090558",92,92,0
"S00090559",102,101,1
"S00090560",107,104,3
"S00090561",133,132,1
"S00090562",137,136,1
"S00090563",84,83,1
"S00090564",111,111,0
"S00090565",84,82,2
"S00090566",68,68,0
"S00090567",109,109,0
"S00090568",107,104,3
"S00090569",100,99,1
"S00090570",97,96,1
"S00090571",88,86,2
"S00090572",120,116,4
"S00090573",90,85,5
"S00090574",70,70,0
"S00090575",173,169,4
"S00090576",90,90,0
"S00090577",116,116,0
"S00090578",60,60,0
"S00090579",92,91,1
"S00090580",140,140,0
"S00090581",85,79,6
"S00090582",140,139,1
"S00090583",52,51,1
"S00090584",84,83,1
"S00090585",95,94,1
"S00090586",116,115,1
"S00090587",72,71,1
"S00090588",67,66,1
"S00090589",84,77,7
"S00090590",131,122,9
"S00090591",87,81,6
"S00090592",84,73,11
"S00090593",77,66,11
"S00090594",141,123,18
"S00090595",82,78,4
"S00090596",184,182,2
"S00090597",111,110,1
"S00090598",91,80,11
"S00090599",130,128,2
"S00090600",77,73,4
"S00090601",113,105,8
"S00090602",80,73,7
"S00090603",92,84,8
"S00090604",100,92,8
"S00090605",94,86,8
"S00090606",88,76,12
"S00090607",156,149,7
"S00090608",62,61,1
"S00090609",146,133,13
"S00090610",67,63,4
"S00090611",105,97,8
"S00090612",97,96,1
"S00090613",87,83,4
"S00090614",119,114,5
"S00090615",156,155,1
"S00090616",88,87,1
"S00090617",55,54,1
"S00090618",77,77,0
"S00090619",75,74,1
"S00090620",120,118,2
"S00090621",92,91,1
"S00090622",109,106,3
"S00090623",62,60,2
"S00090624",77,77,0
"S00090625",63,62,1
"S00090626",117,117,0
"S00090627",64,61,3
"S00090628",83,80,3
"S00090629",111,111,0
"S00090630",63,62,1
"S00090631",79,78,1
"S00090632",114,112,2
"S00090633",115,114,1
"S00090634",95,95,0
"S00090635",125,118,7
"S00090636",87,80,7
"S00090637",63,61,2
"S00090638",122,120,2
"S00090639",56,54,2
"S00090640",53,51,2
"S00090641",129,118,11
"S00090642",176,176,0
"S00090643",94,73,21
"S00090644",109,103,6
"S00090645",95,95,0
"S00090646",76,69,7
"S00090647",82,66,16
"S00090648",92,90,2
"S00090649",101,99,2
"S00090650",140,134,6
"S00090651",113,104,9
"S00090652",114,113,1
"S00090653",92,90,2
"S00090654",143,139,4
"S00090655",119,116,3
"S00090656",85,82,3
"S00090657",108,101,7
"S00090658",151,141,10
"S00090659",91,90,1
"S00090660",54,54,0
"S00090661",92,89,3
"S00090662",64,63,1
"S00090663",167,166,1
"S00090664",182,178,4
"S00090665",125,121,4
"S00090666",179,170,9
"S00090667",184,182,2
"S00090668",192,190,2
"S00090669",95,91,4
"S00090670",129,121,8
"S00090671",106,99,7
"S00090672",104,98,6
"S00090673",114,111,3
"S00090674",95,94,1
"S00090675",95,95,0
"S00090676",105,102,3
"S00090677",93,93,0
"S00090678",125,124,1
"S00090679",153,148,5
"S00090680",56,55,1
"S00090681",117,99,18
"S00090682",89,86,3
"S00090683",91,88,3
"S00090684",132,130,2
"S00090685",83,76,7
"S00090686",52,52,0
"S00090687",73,69,4
"S00090688",96,96,0
"S00090689",172,172,0
"S00090690",488,486,2
"S00090691",56,47,9
"S00090692",136,134,2
"S00090693",146,138,8
"S00090694",150,150,0
"S00090695",178,171,7
"S00090696",115,103,12
"S00090697",80,75,5
"S00090698",96,90,6
"S00090699",103,102,1
"S00090700",72,68,4
"S00090701",2081,2069,12
"S00090702",102,93,9
"S00090703",68,68,0
"S00090704",103,96,7
"S00090705",128,122,6
"S00090706",61,55,6
"S00090707",100,88,12
"S00090708",95,94,1
"S00090709",135,134,1
"S00090710",120,117,3
"S00090711",90,86,4
"S00090712",150,127,23
"S00090713",95,94,1
"S00090714",71,71,0
"S00090715",75,75,0
"S00090716",181,181,0
"S00090717",370,367,3
"S00090718",99,97,2
"S00090719",109,106,3
"S00090720",50,47,3
"S00090721",127,126,1
"S00090722",75,73,2
"S00090723",82,80,2
"S00090724",65,64,1
"S00090725",94,93,1
"S00090726",69,68,1
"S00090727",52,52,0
"S00090728",98,96,2
"S00090729",107,98,9
"S00090730",116,106,10
"S00090731",102,101,1
"S00090732",112,107,5
"S00090733",76,75,1
"S00090734",95,91,4
"S00090735",66,63,3
"S00090736",75,71,4
"S00090737",95,91,4
"S00090738",91,88,3
"S00090739",109,109,0
"S00090740",85,79,6
"S00090741",63,60,3
"S00090742",116,116,0
"S00090743",87,85,2
"S00090744",93,87,6
"S00090745",90,87,3
"S00090746",150,142,8
"S00090747",97,96,1
"S00090748",100,100,0
"S00090749",93,91,2
"S00090750",82,82,0
"S00090751",156,156,0
"S00090752",65,64,1
"S00090753",125,125,0
"S00090754",135,133,2
"S00090755",94,90,4
"S00090756",61,60,1
"S00090757",108,106,2
"S00090758",85,83,2
"S00090759",57,57,0
"S00090760",128,128,0
"S00090761",97,83,14
"S00090762",66,65,1
"S00090763",62,61,1
"S00090764",64,61,3
"S00090765",63,61,2
"S00090766",84,80,4
"S00090767",92,92,0
"S00090768",78,76,2
"S00090769",123,122,1
"S00090770",59,54,5
"S00090771",67,47,20
"S00090772",97,94,3
"S00090773",75,65,10
"S00090774",115,107,8
"S00090775",89,83,6
"S00090776",96,88,8
"S00090777",78,70,8
"S00090778",84,82,2
"S00090779",105,104,1
"S00090780",93,74,19
"S00090781",118,116,2
"S00090782",194,182,12
"S00090783",140,139,1
"S00090784",128,125,3
"S00090785",63,59,4
"S00090786",86,76,10
"S00090787",115,107,8
"S00090788",73,67,6
"S00090789",111,104,7
"S00090790",89,82,7
"S00090791",93,90,3
"S00090792",167,160,7
"S00090793",117,113,4
"S00090794",170,165,5
"S00090795",54,46,8
"S00090796",74,67,7
"S00090797",141,133,8
"S00090798",59,49,10
"S00090799",100,99,1
"S00090800",94,93,1
"S00090801",121,120,1
"S00090802",173,172,1
"S00090803",230,225,5
"S00090804",131,128,3
"S00090805",105,105,0
"S00090806",110,108,2
"S00090807",228,208,20
"S00090808",134,131,3
"S00090809",57,57,0
"S00090810",116,112,4
"S00090811",147,145,2
"S00090812",172,166,6
"S00090813",55,50,5
"S00090814",91,85,6
"S00090815",60,55,5
"S00090816",229,227,2
"S00090817",95,92,3
"S00090818",134,132,2
"S00090819",77,76,1
"S00090820",176,176,0
"S00090821",154,153,1
"S00090822",122,122,0
"S00090823",153,150,3
"S00090824",133,129,4
"S00090825",244,244,0
"S00090826",90,87,3
"S00090827",118,114,4
"S00090828",81,80,1
"S00090829",210,191,19
"S00090830",81,79,2
"S00090831",122,115,7
"S00090832",53,52,1
"S00090833",67,67,0
"S00090834",75,72,3
"S00090835",107,104,3
"S00090836",70,66,4
"S00090837",155,151,4
"S00090838",101,98,3
"S00090839",83,81,2
"S00090840",200,200,0
"S00090841",128,123,5
"S00090842",58,58,0
"S00090843",156,156,0
"S00090844",174,158,16
"S00090845",137,136,1
"S00090846",173,173,0
"S00090847",122,121,1
"S00090848",139,139,0
"S00090849",145,144,1
"S00090850",114,113,1
"S00090851",123,122,1
"S00090852",102,101,1
"S00090853",109,106,3
"S00090854",113,110,3
"S00090855",203,201,2
"S00090856",127,124,3
"S00090857",82,79,3
"S00090858",101,98,3
"S00090859",129,127,2
"S00090860",55,55,0
"S00090861",66,66,0
"S00090862",147,144,3
"S00090863",161,159,2
"S00090864",136,134,2
"S00090865",144,141,3
"S00090866",189,188,1
"S00090867",145,144,1
"S00090868",83,83,0
"S00090869",134,134,0
"S00090870",131,128,3
"S00090871",119,115,4
"S00090872",58,57,1
"S00090873",117,117,0
"S00090874",78,74,4
"S00090875",76,74,2
"S00090876",237,233,4
"S00090877",83,76,7
"S00090878",109,102,7
"S00090879",106,102,4
"S00090880",89,86,3
"S00090881",66,61,5
"S00090882",137,133,4
"S00090883",181,169,12
"S00090884",165,161,4
"S00090885",111,108,3
"S00090886",234,225,9
"S00090887",118,109,9
"S00090888",95,87,8
"S00090889",134,132,2
"S00090890",124,121,3
"S00090891",172,168,4
"S00090892",74,68,6
"S00090893",104,103,1
"S00090894",121,113,8
"S00090895",91,86,5
"S00090896",154,153,1
"S00090897",72,72,0
"S00090898",88,87,1
"S00090899",172,168,4
"S00090900",131,128,3
"S00090901",81,78,3
"S00090902",67,64,3
"S00090903",53,53,0
"S00090904",214,213,1
"S00090905",91,90,1
"S00090906",90,87,3
"S00090907",65,65,0
"S00090908",97,94,3
"S00090909",152,149,3
"S00090910",147,145,2
"S00090911",126,125,1
"S00090912",133,133,0
"S00090913",86,85,1
"S00090914",180,178,2
"S00090915",112,112,0
"S00090916",195,192,3
"S00090917",100,99,1
"S00090918",73,72,1
"S00090919",114,110,4
"S00090920",100,99,1
"S00090921",116,116,0
"S00090922",114,114,0
"S00090923",136,131,5
"S00090924",223,220,3
"S00090925",166,160,6
"S00090926",99,99,0
"S00090927",105,104,1
"S00090928",136,136,0
"S00090929",183,182,1
"S00090930",147,145,2
"S00090931",204,203,1
"S00090932",106,106,0
"S00090933",160,159,1
"S00090934",175,170,5
"S00090935",122,121,1
"S00090936",140,135,5
"S00090937",165,162,3
"S00090938",143,136,7
"S00090939",105,104,1
"S00090940",76,74,2
"S00090941",162,162,0
"S00090942",136,133,3
"S00090943",127,121,6
"S00090944",82,80,2
"S00090945",106,104,2
"S00090946",156,150,6
"S00090947",82,82,0
"S00090948",102,102,0
"S00090949",124,120,4
"S00090950",155,148,7
"S00090951",161,153,8
"S00090952",134,128,6
"S00090953",181,173,8
"S00090954",129,121,8
"S00090955",136,129,7
"S00090956",94,91,3
"S00090957",113,110,3
"S00090958",161,156,5
"S00090959",212,203,9
"S00090960",113,109,4
"S00090961",83,79,4
"S00090962",185,174,11
"S00090963",110,107,3
"S00090964",100,97,3
"S00090965",158,152,6
"S00090966",63,60,3
"S00090967",81,77,4
"S00090968",94,91,3
"S00090969",127,116,11
"S00090970",135,123,12
"S00090971",121,112,9
"S00090972",68,65,3
"S00090973",85,76,9
"S00090974",105,100,5
"S00090975",187,182,5
"S00090976",105,101,4
"S00090977",167,164,3
"S00090978",189,181,8
"S00090979",172,163,9
"S00090980",199,178,21
"S00090981",81,81,0
"S00090982",144,138,6
"S00090983",114,112,2
"S00090984",206,205,1
"S00090985",120,115,5
"S00090986",75,68,7
"S00090987",103,100,3
"S00090988",198,195,3
"S00090989",174,166,8
"S00090990",69,66,3
"S00090991",183,172,11
"S00090992",180,178,2
"S00090993",135,130,5
"S00090994",168,159,9
"S00090995",141,139,2
"S00090996",185,181,4
"S00090997",199,192,7
"S00090998",102,98,4
"S00090999",187,184,3
"S00091000",193,186,7
"S00091001",151,140,11
"S00091002",191,188,3
"S00091003",175,174,1
"S00091004",150,149,1
"S00091005",194,194,0
"S00091006",143,140,3
"S00091007",185,183,2
"S00091008",64,61,3
"S00091009",115,111,4
"S00091010",89,87,2
"S00091011",91,85,6
"S00091012",83,79,4
"S00091013",101,101,0
"S00091014",107,103,4
"S00091015",132,129,3
"S00091016",72,69,3
"S00091017",111,109,2
"S00091018",74,74,0
"S00091019",96,94,2
"S00091020",113,112,1
"S00091021",117,116,1
"S00091022",60,59,1
"S00091023",86,83,3
"S00091024",171,167,4
"S00091025",79,78,1
"S00091026",148,143,5
"S00091027",144,139,5
"S00091028",175,172,3
"S00091029",126,121,5
"S00091030",107,101,6
"S00091031",133,129,4
"S00091032",154,145,9
"S00091033",107,105,2
"S00091034",94,91,3
"S00091035",67,67,0
"S00091036",121,115,6
"S00091037",152,148,4
"S00091038",138,134,4
"S00091039",190,187,3
"S00091040",190,183,7
"S00091041",120,116,4
"S00091042",97,92,5
"S00091043",152,150,2
"S00091044",124,119,5
"S00091045",206,200,6
"S00091046",136,130,6
"S00091047",162,160,2
"S00091048",92,91,1
"S00091049",155,154,1
"S00091050",133,128,5
"S00091051",63,59,4
"S00091052",130,124,6
"S00091053",143,134,9
"S00091054",176,168,8
"S00091055",102,91,11
"S00091056",121,117,4
"S00091057",186,180,6
"S00091058",150,149,1
"S00091059",200,195,5
"S00091060",70,70,0
"S00091061",174,172,2
"S00091062",133,132,1
"S00091063",126,123,3
"S00091064",124,118,6
"S00091065",124,121,3
"S00091066",103,97,6
"S00091067",144,139,5
"S00091068",159,155,4
"S00091069",109,103,6
"S00091070",114,110,4
"S00091071",66,62,4
"S00091072",86,84,2
"S00091073",147,144,3
"S00091074",182,180,2
"S00091075",69,68,1
"S00091076",72,69,3
"S00091077",179,174,5
"S00091078",81,78,3
"S00091079",81,77,4
"S00091080",114,111,3
"S00091081",197,195,2
"S00091082",166,158,8
"S00091083",139,136,3
"S00091084",60,59,1
"S00091085",93,91,2
"S00091086",58,52,6
"S00091087",116,112,4
"S00091088",131,128,3
"S00091089",153,152,1
"S00091090",158,153,5
"S00091091",131,130,1
"S00091092",199,192,7
"S00091093",132,131,1
"S00091094",135,128,7
"S00091095",88,86,2
"S00091096",157,153,4
"S00091097",73,70,3
"S00091098",66,65,1
"S00091099",90,89,1
"S00091100",150,147,3
"S00091101",102,99,3
"S00091102",83,83,0
"S00091103",110,105,5
"S00091104",92,89,3
"S00091105",143,136,7
"S00091106",127,122,5
"S00091107",157,156,1
"S00091108",164,159,5
"S00091109",158,154,4
"S00091110",148,146,2
"S00091111",122,120,2
"S00091112",107,106,1
"S00091113",180,173,7
"S00091114",139,137,2
"S00091115",122,119,3
"S00091116",108,107,1
"S00091117",128,127,1
"S00091118",167,166,1
"S00091119",134,132,2
"S00091120",149,148,1
"S00091121",145,144,1
"S00091122",123,122,1
"S00091123",168,167,1
"S00091124",136,131,5
"S00091125",113,113,0
"S00091126",265,263,2
"S00091127",111,108,3
"S00091128",136,134,2
"S00091129",102,102,0
"S00091130",127,125,2
"S00091131",169,166,3
"S00091132",137,136,1
"S00091133",118,114,4
"S00091134",87,86,1
"S00091135",116,113,3
"S00091136",167,164,3
"S00091137",176,173,3
"S00091138",79,77,2
"S00091139",76,76,0
"S00091140",149,149,0
"S00091141",71,70,1
"S00091142",131,129,2
"S00091143",126,121,5
"S00091144",138,136,2
"S00091145",183,180,3
"S00091146",136,133,3
"S00091147",116,111,5
"S00091148",142,140,2
"S00091149",166,164,2
"S00091150",121,120,1
"S00091151",170,165,5
"S00091152",183,183,0
"S00091153",113,112,1
"S00091154",130,125,5
"S00091155",126,124,2
"S00091156",98,95,3
"S00091157",148,146,2
"S00091158",138,136,2
"S00091159",87,84,3
"S00091160",158,154,4
"S00091161",157,156,1
"S00091162",163,159,4
"S00091163",140,138,2
"S00091164",85,81,4
"S00091165",181,177,4
"S00091166",143,141,2
"S00091167",88,87,1
"S00091168",132,129,3
"S00091169",61,58,3
"S00091170",169,157,12
"S00091171",117,112,5
"S00091172",54,52,2
"S00091173",148,147,1
"S00091174",106,104,2
"S00091175",131,130,1
"S00091176",123,121,2
